Keuwl Accelerometer Data File
2021-04-23 02-18-31

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
1.4124286,0.030020,0.054182,1.061437,1.063243,3.339882,61.011177
1.4144284,0.031240,0.050277,1.059973,1.061625,3.196349,58.144867
1.4164281,0.032949,0.048813,1.058997,1.060633,3.183031,55.980648
1.4184278,0.034169,0.048569,1.057776,1.059442,3.213210,54.872940
1.4204276,0.036366,0.049057,1.058509,1.060269,3.301797,53.450703
1.4224272,0.037830,0.047349,1.058753,1.060486,3.276201,51.376228
1.4244272,0.039783,0.046128,1.057532,1.059285,3.296575,49.224403
1.4264269,0.042955,0.046616,1.054604,1.056507,3.439801,47.340485
1.4284266,0.043688,0.046860,1.054115,1.056061,3.478065,47.006847
1.4304264,0.044664,0.045640,1.052407,1.054343,3.472318,45.619389
1.4324261,0.045640,0.043932,1.050210,1.052119,3.451960,43.907303
1.4344258,0.046128,0.044420,1.049234,1.051187,3.492614,43.919075
1.4364256,0.046128,0.044664,1.050699,1.052659,3.496984,44.075954
1.4384253,0.045640,0.044664,1.050943,1.052881,3.477220,44.380611
1.4404250,0.044176,0.044908,1.051187,1.053072,3.429426,45.470913
1.4424248,0.041735,0.046372,1.052895,1.054742,3.390960,48.012791
1.4444245,0.040027,0.048081,1.054115,1.055970,3.396555,50.223049
1.4464242,0.036610,0.049057,1.057288,1.059059,3.313517,53.267174
1.4484240,0.032705,0.050033,1.060217,1.061901,3.226889,56.829018
1.4504237,0.031728,0.050521,1.061926,1.063600,3.215402,57.870388
1.4524233,0.028067,0.051742,1.063878,1.065505,3.166937,61.522259
1.4544231,0.024651,0.052474,1.062658,1.064238,3.122865,64.837387
1.4564230,0.022210,0.054915,1.062658,1.064307,3.190587,67.979401
1.4584228,0.017817,0.053206,1.062170,1.063650,3.023815,71.486237
1.4604225,0.014888,0.052718,1.062658,1.064069,2.951080,74.229927
1.4624223,0.009519,0.052718,1.062658,1.064007,2.885951,79.765198
1.4644220,0.006834,0.052230,1.060949,1.062256,2.842416,82.545700
1.4664216,0.006590,0.052474,1.059973,1.061291,2.856293,82.842186
1.4684213,0.005125,0.053206,1.060461,1.061807,2.885612,84.497658
1.4704212,0.004393,0.053450,1.059241,1.060598,2.898473,85.301323
1.4724209,0.004149,0.052718,1.058264,1.059585,2.860607,85.499886
1.4744207,0.004637,0.052962,1.052895,1.054236,2.890560,84.996078
1.4764204,0.004637,0.052962,1.052895,1.054236,2.890560,84.996078
1.4784201,0.007810,0.054915,1.048014,1.049481,3.029571,81.905556
1.4804199,0.010251,0.057111,1.044109,1.045720,3.180754,79.824486
1.4824197,0.011227,0.057843,1.040936,1.042602,3.239786,79.015869
1.4844192,0.013668,0.059796,1.034346,1.036163,3.393730,77.125000
1.4864192,0.016352,0.060772,1.029953,1.031874,3.496592,74.939766
1.4884189,0.017329,0.061504,1.028000,1.029984,3.556828,74.265030
1.4904187,0.018793,0.064189,1.021655,1.023842,3.745647,73.681252
1.4924184,0.020990,0.064189,1.019214,1.021449,3.790907,71.892456
1.4944181,0.021966,0.067606,1.013357,1.015847,4.012589,72.000519
1.4964179,0.021966,0.069803,1.007011,1.009666,4.156239,72.531975
1.4984176,0.023186,0.070779,1.003594,1.006354,4.244363,71.861916
1.5004174,0.022698,0.070291,0.995540,0.998276,4.243302,72.103867
1.5024171,0.023430,0.072243,0.987242,0.990159,4.399038,72.030861
1.5044168,0.022698,0.073463,0.982604,0.985608,4.474352,72.830414
1.5064166,0.023674,0.074440,0.976747,0.979865,4.572390,72.357628
1.5084163,0.024651,0.076392,0.969425,0.972743,4.733462,72.115952
1.5104160,0.025627,0.077613,0.966496,0.969946,4.833835,71.727364
1.5124159,0.027091,0.077613,0.958686,0.962204,4.900969,70.758118
1.5144156,0.026847,0.078589,0.955269,0.958872,4.968618,71.139069
1.5164154,0.029044,0.080053,0.949900,0.953709,5.122888,70.058983
1.5184151,0.029044,0.082738,0.945263,0.949321,5.299901,70.657272
1.5204148,0.029044,0.084690,0.942090,0.946335,5.428850,71.071136
1.5224146,0.027091,0.084446,0.937697,0.941881,5.402834,72.213280
1.5244143,0.027091,0.085667,0.931351,0.935675,5.510324,72.450996
1.5264140,0.026603,0.086155,0.928666,0.933033,5.545740,72.840263
1.5284138,0.026359,0.086643,0.922320,0.926756,5.607941,73.078911
1.5304135,0.026603,0.086155,0.920612,0.925017,5.593945,72.840263
1.5324131,0.026115,0.082250,0.915975,0.920031,5.382084,72.384972
1.5344130,0.024406,0.082738,0.910117,0.914196,5.414428,73.564720
1.5364127,0.024406,0.082738,0.910117,0.914196,5.414428,73.564720
1.5384125,0.023186,0.081274,0.908165,0.912089,5.316771,74.077332
1.5404122,0.019281,0.079565,0.908165,0.911847,5.151113,76.378036
1.5424120,0.017085,0.076880,0.908897,0.912303,4.952307,77.471191
1.5444117,0.012691,0.074196,0.912314,0.915414,4.716713,80.293350
1.5464114,0.008054,0.072487,0.913046,0.915954,4.567031,83.659805
1.5484111,0.004881,0.067362,0.914266,0.916758,4.224846,85.855377
1.5504110,-0.000732,0.061992,0.919392,0.921480,3.857727,90.676689
1.5524107,-0.002685,0.059308,0.921344,0.923255,3.686846,92.591866
1.5544105,-0.008054,0.055647,0.922076,0.923789,3.489530,98.235619
1.5564101,-0.013668,0.051010,0.925981,0.927486,3.264048,104.999649
1.5584098,-0.015864,0.048569,0.927202,0.928609,3.154115,108.088753
1.5604095,-0.019769,0.045640,0.932815,0.934140,3.052104,113.420097
1.5624093,-0.023674,0.041979,0.938429,0.939666,2.939914,119.420975
1.5644091,-0.025627,0.040759,0.941358,0.942588,2.927838,122.159317
1.5664089,-0.026847,0.038562,0.949168,0.950330,2.834001,124.845734
1.5684086,-0.027091,0.036610,0.952096,0.953185,2.738668,126.501442
1.5704083,-0.026847,0.036854,0.957222,0.958307,2.727137,126.072472
1.5724082,-0.026359,0.037098,0.961371,0.962447,2.710217,125.394791
1.5744079,-0.026359,0.037830,0.963567,0.964670,2.739526,124.867783
1.5764077,-0.023674,0.038562,0.967472,0.968530,2.677884,121.546761
1.5784074,-0.022454,0.038074,0.968449,0.969457,2.613293,120.529701
1.5804071,-0.023430,0.038318,0.970889,0.971928,2.648633,121.444328
1.5824069,-0.023918,0.040515,0.972354,0.973491,2.770151,120.555962
1.5844066,-0.024651,0.041003,0.972598,0.973774,2.816124,121.013885
1.5864064,-0.025139,0.040271,0.975527,0.976681,2.786005,121.974159
1.5884061,-0.024162,0.041003,0.977479,0.978637,2.787480,120.510239
1.5904058,-0.022942,0.042467,0.977479,0.978670,2.827016,118.379242
1.5924056,-0.022210,0.041979,0.974794,0.975951,2.789235,117.881966
1.5944052,-0.022454,0.041247,0.971378,0.972512,2.767889,118.562927
1.5964050,-0.021722,0.041247,0.970889,0.972008,2.748870,117.772514
1.5984048,-0.021234,0.042223,0.969669,0.970820,2.790357,116.697372
1.6004046,-0.021234,0.042223,0.967472,0.968626,2.796734,116.697372
1.6024044,-0.021234,0.044908,0.964544,0.965822,2.948159,115.306000
1.6044041,-0.023186,0.045396,0.961371,0.962721,3.035123,117.055794
1.6064037,-0.023430,0.046372,0.960639,0.962043,3.095728,116.805786
1.6084034,-0.024651,0.048081,0.960395,0.961913,3.220087,117.143776
1.6104032,-0.024406,0.050033,0.957710,0.959326,3.326667,116.003349
1.6124030,-0.025139,0.050033,0.956490,0.958127,3.350300,116.676735
1.6144028,-0.025627,0.051498,0.954049,0.955781,3.450314,116.456329
1.6164025,-0.025627,0.053938,0.949900,0.951775,3.597225,115.413010
1.6184021,-0.025871,0.056135,0.949168,0.951178,3.725835,114.743538
1.6204019,-0.027823,0.058820,0.946727,0.948960,3.931737,115.315514
1.6224016,-0.027823,0.059308,0.945751,0.948017,3.962398,115.132957
1.6244013,-0.031240,0.061016,0.946727,0.949205,4.141322,117.112450
1.6264011,-0.033925,0.061504,0.946483,0.949086,4.244179,118.880569
1.6284009,-0.034169,0.061016,0.945995,0.948576,4.227904,119.248825
1.6304005,-0.035878,0.065165,0.945263,0.948185,4.499671,118.835503
1.6324004,-0.036366,0.068338,0.943798,0.946968,4.688972,118.019356
1.6344001,-0.037098,0.069803,0.943554,0.946860,4.788884,117.989235
1.6363999,-0.037830,0.071755,0.939649,0.943144,4.933917,117.798683
1.6383996,-0.037586,0.071511,0.940137,0.943602,4.911431,117.726295
1.6403993,-0.039538,0.071023,0.940625,0.944131,4.939076,119.104729
1.6423991,-0.038074,0.071755,0.941113,0.944613,4.933162,117.950974
1.6443989,-0.037830,0.072243,0.941113,0.944640,4.952386,117.638741
1.6463987,-0.037342,0.072975,0.941358,0.944920,4.976853,117.099083
1.6483984,-0.037098,0.073463,0.941113,0.944705,4.997712,116.793015
1.6503981,-0.036854,0.071511,0.942578,0.946005,4.878372,117.264694
1.6523979,-0.036854,0.070535,0.945995,0.949336,4.808723,117.586678
1.6543975,-0.036122,0.066386,0.950388,0.953388,4.546700,118.551392
1.6563972,-0.034169,0.065409,0.953073,0.955925,4.427575,117.582024
1.6583971,-0.033925,0.063945,0.957222,0.959955,4.324588,117.947487
1.6603969,-0.034413,0.062969,0.960395,0.963072,4.273060,118.657112
1.6623967,-0.033193,0.060040,0.966740,0.969171,4.059123,118.935814
1.6643964,-0.033681,0.054915,0.973086,0.975216,3.787600,121.522171
1.6663960,-0.034413,0.052474,0.976747,0.978761,3.675942,123.257423
1.6683958,-0.035145,0.047349,0.985289,0.987052,3.424912,126.585320
1.6703955,-0.033681,0.043932,0.995784,0.997321,3.181862,127.476173
1.6723952,-0.034169,0.041735,1.001886,1.003336,3.081658,129.307648
1.6743951,-0.034657,0.036122,1.014089,1.015324,2.825978,133.814743
1.6763948,-0.034169,0.033193,1.019458,1.020571,2.675325,135.830307
1.6783944,-0.032461,0.030752,1.029465,1.030436,2.487033,136.548157
1.6803942,-0.030020,0.026603,1.039716,1.040489,2.209303,138.453323
1.6823939,-0.028556,0.025627,1.045573,1.046277,2.101520,138.094055
1.6843936,-0.026603,0.024651,1.057288,1.057910,1.964733,137.181641
1.6863934,-0.021234,0.021722,1.066563,1.066995,1.631349,134.348938
1.6883931,-0.018549,0.020745,1.070468,1.070829,1.488983,131.800461
1.6903930,-0.013912,0.019281,1.076569,1.076832,1.265168,125.811165
1.6923927,-0.011471,0.019037,1.081451,1.081679,1.177527,121.071655
1.6943924,-0.007078,0.020257,1.087552,1.087764,1.130385,109.259293
1.6963922,-0.003661,0.022942,1.092922,1.093169,1.217722,99.066505
1.6983919,-0.001953,0.022454,1.095362,1.095594,1.178856,94.969742
1.7003917,0.000244,0.024406,1.097315,1.097586,1.274261,89.427063
1.7023914,0.002197,0.028312,1.096827,1.097194,1.483057,85.563522
1.7043911,0.002929,0.029532,1.096827,1.097228,1.549776,84.336296
1.7063909,0.006590,0.031728,1.094386,1.094866,1.696160,78.266914
1.7083906,0.009274,0.033437,1.089749,1.090301,1.823811,74.497459
1.7103904,0.008786,0.037098,1.087796,1.088464,2.007109,76.675468
1.7123902,0.009274,0.039538,1.083403,1.084164,2.146760,76.798912
1.7143899,0.012447,0.043444,1.076813,1.077761,2.403140,74.012100
1.7163897,0.014400,0.046128,1.073641,1.074728,2.577090,72.663239
1.7183895,0.015376,0.049789,1.066075,1.067347,2.798413,72.838081
1.7203894,0.016596,0.051742,1.061926,1.063315,2.929175,72.216110
1.7223892,0.017329,0.055891,1.052895,1.054520,3.180939,72.774284
1.7243890,0.017817,0.062236,1.042400,1.044408,3.553634,74.024933
1.7263887,0.019281,0.063945,1.035811,1.037962,3.689288,73.220535
1.7283884,0.021234,0.066386,1.024584,1.026952,3.891638,72.262970
1.7303882,0.022698,0.069558,1.017750,1.020377,4.112089,71.927681
1.7323880,0.026359,0.074196,1.006035,1.009111,4.475184,70.441750
1.7343878,0.027823,0.079321,0.995296,0.998839,4.827549,70.670700
1.7363875,0.028556,0.081029,0.989926,0.993648,4.960134,70.587051
1.7383875,0.030020,0.086155,0.978699,0.982943,5.325757,70.789520
1.7403872,0.030508,0.090792,0.970401,0.975117,5.636942,71.426544
1.7423871,0.031484,0.092745,0.966496,0.971446,5.786519,71.249001
1.7443868,0.033681,0.096650,0.957954,0.963406,6.098472,70.787331
1.7463865,0.034413,0.098114,0.953561,0.959213,6.222835,70.671875
1.7483863,0.035878,0.101531,0.947215,0.953316,6.485795,70.538353
1.7503860,0.038562,0.101043,0.940137,0.946338,6.562350,69.111015
1.7523859,0.038074,0.101531,0.937697,0.943945,6.596388,69.443954
1.7543856,0.038806,0.100799,0.933547,0.939775,6.599746,68.943901
1.7563853,0.041247,0.100555,0.934768,0.941065,6.631996,67.696846
1.7583851,0.042223,0.099578,0.936476,0.942702,6.588296,67.022102
1.7603849,0.041979,0.096894,0.941358,0.947262,6.400399,66.575356
1.7623848,0.040515,0.096894,0.945018,0.950836,6.341463,67.308434
1.7643845,0.039783,0.097382,0.948435,0.954251,6.329021,67.778938
1.7663842,0.036610,0.094209,0.954293,0.959630,6.045848,68.763824
1.7683841,0.034657,0.093477,0.956978,0.962157,5.947387,69.657379
1.7703837,0.031484,0.092501,0.961859,0.966809,5.800559,71.202995
1.7723835,0.030020,0.089572,0.968693,0.973288,5.569964,71.471428
1.7743832,0.027335,0.089572,0.975771,0.980254,5.482156,73.029007
1.7763829,0.024895,0.089084,0.979188,0.983547,5.396302,74.386871
1.7783827,0.023186,0.090060,0.984313,0.988696,5.397246,75.562584
1.7803824,0.022210,0.089572,0.986510,0.990817,5.344268,76.074013
1.7823821,0.019037,0.091768,0.992367,0.996783,5.395176,78.280403
1.7843819,0.017817,0.091036,0.994076,0.998394,5.331199,78.926582
1.7863816,0.017329,0.090060,1.000177,1.004373,5.239067,79.108711
1.7883813,0.016108,0.091524,1.006523,1.010804,5.275035,80.018173
1.7903811,0.015620,0.092501,1.009452,1.013801,5.309358,80.415146
1.7923809,0.012935,0.093477,1.011404,1.015797,5.330464,82.121376
1.7943807,0.012447,0.095917,1.012136,1.016747,5.458764,82.605995
1.7963804,0.011471,0.095429,1.012380,1.016933,5.423469,83.145668
1.7983801,0.011227,0.095429,1.016285,1.020818,5.401129,83.290161
1.8003799,0.009274,0.095429,1.016041,1.020555,5.390816,84.449043
1.8023796,0.008298,0.096161,1.015797,1.020372,5.427767,85.067909
1.8043793,0.007566,0.097138,1.013601,1.018273,5.490658,85.546257
1.8063791,0.007566,0.097626,1.014089,1.018805,5.515230,85.568436
1.8083788,0.007322,0.097138,1.011648,1.016327,5.500144,85.689377
1.8103786,0.006834,0.094941,1.009452,1.013929,5.386779,85.882980
1.8123783,0.006102,0.094209,1.009452,1.013857,5.342875,86.294312
1.8143780,0.004881,0.094697,1.004814,1.009279,5.390888,87.049217
1.8163779,0.004637,0.094453,1.003594,1.008040,5.382958,87.189285
1.8183775,0.005369,0.093965,1.003106,1.007512,5.360194,86.729515
1.8203773,0.004881,0.092501,1.003106,1.007374,5.275852,86.979279
1.8223771,0.004393,0.092256,1.003106,1.007349,5.260640,87.273689
1.8243768,0.005369,0.091768,1.000909,1.005122,5.247400,86.651405
1.8263766,0.003661,0.093721,0.997248,1.001649,5.372901,87.763023
1.8283763,0.003173,0.094941,0.996516,1.001034,5.445393,88.085945
1.8303760,0.003905,0.096650,0.996028,1.000714,5.546835,87.686279
1.8323758,0.003417,0.096161,0.991391,0.996049,5.543654,87.964966
1.8343755,0.001953,0.096161,0.987242,0.991916,5.564438,88.836792
1.8363752,0.000976,0.097138,0.985533,0.990309,5.629358,89.424179
1.8383750,0.000976,0.096650,0.983825,0.988561,5.610910,89.421272
1.8403747,-0.001220,0.096406,0.981872,0.986595,5.608080,90.725227
1.8423744,-0.002197,0.095185,0.981872,0.986478,5.538561,91.321976
1.8443742,-0.003661,0.094941,0.982604,0.987187,5.522971,92.208252
1.8463739,-0.005125,0.094941,0.985777,0.990352,5.509222,93.090088
1.8483737,-0.006834,0.095673,0.987242,0.991890,5.549273,94.085617
1.8503735,-0.007078,0.096161,0.988462,0.993154,5.571407,94.209610
1.8523732,-0.005858,0.096161,0.991147,0.995818,5.551709,93.485794
1.8543730,-0.006346,0.095429,0.992123,0.996722,5.506269,93.804352
1.8563727,-0.005858,0.097626,0.993831,0.998632,5.620264,93.433632
1.8583724,-0.005858,0.099090,0.996272,1.001205,5.689821,93.383003
1.8603722,-0.005613,0.100067,0.997004,1.002029,5.740371,93.210785
1.8623719,-0.004881,0.101531,1.000909,1.006058,5.798869,92.752487
1.8643717,-0.004149,0.103972,0.999933,1.005333,5.940890,92.285240
1.8663714,-0.004637,0.103972,0.999201,1.004606,5.946365,92.553749
1.8683711,-0.006590,0.104460,1.001153,1.006610,5.968410,93.609673
1.8703709,-0.006346,0.104216,1.001397,1.006826,5.952362,93.484436
1.8723706,-0.007078,0.104460,1.000665,1.006128,5.973105,93.876266
1.8743703,-0.008054,0.103239,0.999445,1.004795,5.915363,94.460846
1.8763701,-0.009030,0.103483,0.999201,1.004586,5.935146,94.987236
1.8783698,-0.010495,0.102507,0.996516,1.001829,5.903554,95.845627
1.8803697,-0.012691,0.101775,0.991879,0.997167,5.903588,97.108101
1.8823694,-0.012691,0.100311,0.990903,0.996048,5.826217,97.210785
1.8843691,-0.013424,0.101531,0.988462,0.993753,5.915297,97.531479
1.8863689,-0.015620,0.098602,0.985045,0.990091,5.786993,99.001755
1.8883686,-0.016352,0.097626,0.983825,0.988792,5.745422,99.508774
1.8903682,-0.015132,0.097382,0.981384,0.986320,5.734426,98.832466
1.8923681,-0.014888,0.096406,0.980164,0.985006,5.683514,98.778862
1.8943678,-0.017085,0.095917,0.976747,0.981594,5.696224,100.099442
1.8963675,-0.018061,0.094697,0.977235,0.981979,5.634021,100.797867
1.8983673,-0.019769,0.093721,0.978699,0.983375,5.589598,101.911217
1.9003670,-0.020257,0.093477,0.980408,0.985062,5.572005,102.227501
1.9023668,-0.020745,0.091280,0.981628,0.986081,5.447264,102.804268
1.9043665,-0.021722,0.091524,0.981872,0.986368,5.472425,103.351181
1.9063662,-0.022698,0.093477,0.982360,0.987059,5.592578,103.648399
1.9083661,-0.023186,0.093965,0.983337,0.988088,5.621135,103.861031
1.9103659,-0.022942,0.094453,0.984557,0.989343,5.638194,103.652420
1.9123657,-0.022210,0.095917,0.985777,0.990682,5.703548,103.037201
1.9143654,-0.021722,0.096650,0.986021,0.990985,5.736989,102.666611
1.9163650,-0.020501,0.097870,0.987730,0.992778,5.780724,101.831039
1.9183648,-0.018793,0.098114,0.994320,0.999325,5.737160,100.843231
1.9203645,-0.018305,0.098114,0.996516,1.001502,5.719471,100.568016
1.9223642,-0.018061,0.099334,1.001642,1.006717,5.755851,100.304848
1.9243641,-0.016840,0.098846,1.006035,1.011019,5.691853,99.668671
1.9263638,-0.015864,0.098846,1.009208,1.014161,5.665104,99.117859
1.9283636,-0.013668,0.099822,1.016285,1.021268,5.661747,97.796417
1.9303633,-0.012935,0.099578,1.018726,1.023663,5.629393,97.401390
1.9323630,-0.012691,0.101043,1.023119,1.028175,5.684238,97.159081
1.9343628,-0.013668,0.101043,1.026536,1.031588,5.672468,97.703400
1.9363627,-0.012203,0.102019,1.027024,1.032151,5.713025,96.821152
1.9383625,-0.011715,0.102507,1.027024,1.032194,5.736648,96.519798
1.9403623,-0.013424,0.102995,1.025560,1.030806,5.783097,97.425606
1.9423621,-0.013179,0.104216,1.024096,1.029469,5.856551,97.207573
1.9443618,-0.012935,0.105924,1.020190,1.025756,5.971366,96.962479
1.9463617,-0.013668,0.105680,1.017994,1.023556,5.975763,97.369171
1.9483614,-0.013668,0.105680,1.012625,1.018216,6.007205,97.369171
1.9503613,-0.014644,0.105192,1.007499,1.013082,6.017671,97.925278
1.9523610,-0.015864,0.105680,1.004082,1.009753,6.075122,98.537239
1.9543610,-0.018305,0.105436,0.997004,1.002731,6.126343,99.849014
1.9563608,-0.020257,0.105436,0.995052,1.000827,6.158324,100.875687
1.9583606,-0.021478,0.105436,0.992367,0.998184,6.188335,101.513832
1.9603604,-0.020257,0.104704,0.988706,0.994441,6.156319,100.949913
1.9623603,-0.019769,0.104704,0.984069,0.989821,6.179807,100.692215
1.9643601,-0.020013,0.103972,0.982849,0.988535,6.148607,100.895500
1.9663600,-0.021478,0.104460,0.979432,0.985220,6.214133,101.618523
1.9683598,-0.022454,0.104948,0.978211,0.984081,6.261092,102.076553
1.9703598,-0.022698,0.106900,0.973574,0.979688,6.404625,101.987511
1.9723598,-0.024406,0.108609,0.971378,0.977735,6.537441,102.665062
1.9743596,-0.023918,0.111049,0.972110,0.978724,6.665062,102.154945
1.9763595,-0.023430,0.112270,0.972842,0.979579,6.723567,101.788185
1.9783593,-0.021234,0.113734,0.974306,0.981152,6.772162,100.575104
1.9803592,-0.020013,0.113978,0.975527,0.982366,6.765121,99.958977
1.9823589,-0.017085,0.116175,0.981384,0.988384,6.823087,98.365883
1.9843589,-0.016108,0.116907,0.983337,0.990393,6.843409,97.845215
1.9863589,-0.012691,0.118615,0.990659,0.997815,6.866328,96.107178
1.9883587,-0.010983,0.117151,0.997736,1.004651,6.725929,95.355827
1.9903586,-0.010251,0.117395,1.001153,1.008065,6.713174,94.990303
1.9923583,-0.009763,0.115931,1.007743,1.014436,6.585468,94.813553
1.9943582,-0.009519,0.114710,1.012869,1.019388,6.483376,94.743462
1.9963580,-0.009030,0.113490,1.016529,1.022885,6.390343,94.549431
1.9983578,-0.010251,0.111782,1.022387,1.028531,6.265568,95.239540
2.0003576,-0.011715,0.110317,1.025072,1.031057,6.176761,96.061790
2.0023575,-0.011227,0.109341,1.029465,1.035316,6.094388,95.862503
2.0043573,-0.011959,0.105680,1.037763,1.043199,5.851495,96.456352
2.0063572,-0.011471,0.103972,1.041180,1.046421,5.736989,96.295898
2.0083570,-0.009274,0.102263,1.050454,1.055461,5.582932,95.182098
2.0103569,-0.007810,0.100067,1.056312,1.061070,5.427948,94.462822
2.0123565,-0.006834,0.098602,1.058509,1.063113,5.334506,93.964653
2.0143564,-0.004881,0.097626,1.068027,1.072491,5.229221,92.862404
2.0163562,-0.002929,0.095917,1.070956,1.075247,5.120248,91.748947
2.0183558,-0.001953,0.094209,1.073885,1.078011,5.014619,91.187309
2.0203557,0.001708,0.091036,1.076813,1.080656,4.833267,88.924873
2.0223553,0.002685,0.090792,1.078522,1.082340,4.813976,88.306267
2.0243552,0.003905,0.089084,1.078522,1.082202,4.726339,87.490013
2.0263548,0.005613,0.089572,1.080230,1.083952,4.749369,86.413948
2.0283546,0.005613,0.088840,1.080474,1.084135,4.709773,86.384468
2.0303543,0.004881,0.087619,1.077790,1.081356,4.654800,86.811333
2.0323541,0.003905,0.086887,1.075593,1.079104,4.622961,87.426643
2.0343540,0.002929,0.086643,1.075105,1.078595,4.610147,88.063980
2.0363536,0.001220,0.087863,1.074861,1.078447,4.673615,89.204277
2.0383534,-0.000488,0.088107,1.073641,1.077250,4.691520,90.317429
2.0403531,-0.002929,0.087375,1.072664,1.076221,4.659427,91.919807
2.0423529,-0.006346,0.088107,1.071444,1.075079,4.713140,94.119453
2.0443525,-0.007566,0.089084,1.071688,1.075411,4.768797,94.854568
2.0463524,-0.009274,0.091524,1.071200,1.075143,4.908439,95.786224
2.0483520,-0.009763,0.092989,1.069247,1.073328,4.997438,95.993347
2.0503519,-0.009030,0.093721,1.067295,1.071440,5.041466,95.503700
2.0523515,-0.008542,0.096161,1.064854,1.069221,5.180281,95.076401
2.0543513,-0.007566,0.097382,1.063390,1.067866,5.248035,94.442627
2.0563509,-0.008054,0.101775,1.058753,1.063664,5.507905,94.524765
2.0583508,-0.009274,0.103972,1.056068,1.061214,5.644933,95.097397
2.0603504,-0.010495,0.104704,1.054848,1.060083,5.696809,95.723816
2.0623503,-0.013912,0.105436,1.052163,1.057524,5.771664,97.516441
2.0643501,-0.015376,0.107877,1.047770,1.053421,5.937358,98.111954
2.0663500,-0.014156,0.110317,1.045329,1.051229,6.073347,97.312157
2.0683496,-0.013912,0.113002,1.041424,1.047629,6.239165,97.018379
2.0703492,-0.017085,0.114954,1.037275,1.043765,6.392797,98.453423
2.0723491,-0.018793,0.116175,1.034590,1.041262,6.489482,99.188835
2.0743487,-0.020501,0.117395,1.032394,1.039249,6.584634,99.906021
2.0763485,-0.020501,0.117395,1.032394,1.039249,6.584634,99.906021
2.0783482,-0.024895,0.118371,1.028489,1.035577,6.707738,101.876747
2.0803480,-0.030020,0.121788,1.023119,1.030780,6.989545,103.846970
2.0823476,-0.031240,0.122520,1.019946,1.027754,7.066774,104.304482
2.0843475,-0.032949,0.125937,1.016774,1.025073,7.295787,104.661545
2.0863471,-0.033681,0.128622,1.011160,1.019864,7.490957,104.673973
2.0883470,-0.035633,0.130331,1.007987,1.017002,7.634580,105.291428
2.0903466,-0.038806,0.130819,1.001886,1.011135,7.755726,106.522552
2.0923464,-0.040515,0.131307,0.999933,1.009331,7.824785,107.147621
2.0943463,-0.041979,0.133503,0.997492,1.007262,7.986426,107.455360
2.0963459,-0.040515,0.137897,0.995052,1.005378,8.218933,106.373070
2.0983458,-0.040515,0.139605,0.993831,1.004406,8.321522,106.183243
2.1003454,-0.041491,0.144486,0.989682,1.001034,8.636791,106.022064
2.1023452,-0.040271,0.151076,0.986265,0.998582,9.008066,104.925659
2.1043448,-0.039783,0.154493,0.985289,0.998121,9.197208,104.440178
2.1063447,-0.038806,0.160106,0.984313,0.998004,9.501398,103.624496
2.1083443,-0.038806,0.162547,0.984313,0.998398,9.635699,103.427383
2.1103442,-0.038562,0.167184,0.983581,0.998433,9.895012,102.988510
2.1123438,-0.037586,0.171089,0.983825,0.999297,10.095666,102.390266
2.1143436,-0.036366,0.171577,0.984557,1.000057,10.100711,101.966675
2.1163433,-0.033681,0.173530,0.987730,1.003423,10.146466,100.984131
2.1183431,-0.029776,0.174750,0.996516,1.012160,10.086779,99.669823
2.1203430,-0.029044,0.172554,1.001397,1.016570,9.911613,99.554291
2.1223426,-0.027335,0.168649,1.009696,1.024048,9.604002,99.206657
2.1243424,-0.029044,0.164988,1.018238,1.031927,9.342834,99.983803
2.1263421,-0.029532,0.160595,1.021899,1.034862,9.078419,100.419746
2.1283419,-0.031484,0.150588,1.032394,1.043793,8.475677,101.809074
2.1303415,-0.031972,0.146195,1.037275,1.048015,8.209539,102.336235
2.1323414,-0.033925,0.136676,1.049234,1.058642,7.644317,103.939911
2.1343410,-0.028312,0.126181,1.059973,1.067832,6.955843,102.646095
2.1363409,-0.028312,0.126181,1.059973,1.067832,6.955843,102.646095
2.1383405,-0.022942,0.121544,1.065342,1.072499,6.622586,100.689102
2.1403401,-0.019037,0.114710,1.069980,1.076279,6.202228,99.422783
2.1423399,-0.016840,0.111049,1.074129,1.079985,5.969593,98.623108
2.1443398,-0.013179,0.102507,1.082183,1.087107,5.455353,97.326408
2.1463394,-0.011715,0.098602,1.085356,1.089888,5.227272,96.775658
2.1483395,-0.007810,0.092256,1.091946,1.095864,4.846543,94.838898
2.1503391,-0.003905,0.083470,1.098047,1.101222,4.351902,92.678551
2.1523387,-0.002685,0.079809,1.100000,1.102894,4.152043,91.926651
2.1543386,-0.001708,0.071755,1.105857,1.108184,3.713569,91.363930
2.1563382,0.002441,0.062481,1.108298,1.110060,3.229133,87.763023
2.1583381,0.003661,0.061748,1.109518,1.111241,3.190955,86.606987
2.1603379,0.004881,0.058820,1.112203,1.113768,3.037702,85.256035
2.1623375,0.008542,0.057111,1.117084,1.118576,2.959161,81.493179
2.1643374,0.010739,0.052718,1.118304,1.119598,2.754348,78.486168
2.1663370,0.015132,0.047837,1.120745,1.121868,2.563230,72.446457
2.1683369,0.016840,0.046616,1.121721,1.122816,2.530026,70.137413
2.1703365,0.019769,0.044664,1.124406,1.125466,2.487348,66.124718
