Keuwl Accelerometer Data File
2021-04-23 02-18-31

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
5.0559864,-0.001464,-0.006834,1.174439,1.174460,0.341497,257.905243
5.0579863,-0.006834,-0.000488,1.147348,1.147369,0.342641,184.085617
5.0599856,-0.008786,0.002197,1.133436,1.133473,0.457996,165.963760
5.0619855,-0.011715,0.008298,1.108054,1.108147,0.742304,144.688782
5.0639853,-0.014156,0.016108,1.083647,1.083859,1.133842,131.308609
5.0659852,-0.016108,0.019525,1.071688,1.071987,1.353207,129.522629
5.0679851,-0.019525,0.027091,1.046794,1.047326,1.827135,125.781075
5.0699844,-0.022210,0.030752,1.033370,1.034066,2.102358,125.837654
5.0719843,-0.025871,0.039538,1.010184,1.011288,2.678030,123.197563
5.0739841,-0.028067,0.046128,0.981140,0.982625,3.150016,121.319077
5.0759835,-0.028067,0.047593,0.981140,0.982695,3.223186,120.529701
5.0779834,-0.029288,0.051742,0.966252,0.968080,3.521088,119.511497
5.0799832,-0.029776,0.054915,0.950876,0.952926,3.758642,118.467529
5.0819836,-0.029532,0.056135,0.945018,0.947145,3.839920,117.748276
5.0839834,-0.030996,0.058331,0.935012,0.937342,4.040990,117.985313
5.0859828,-0.031484,0.058820,0.929154,0.931546,4.106942,118.158798
5.0879827,-0.032217,0.060040,0.918904,0.921426,4.240763,118.217354
5.0899825,-0.031972,0.064433,0.909873,0.912712,4.520084,116.391159
5.0919824,-0.032461,0.066630,0.906212,0.909238,4.675626,115.974396
5.0939817,-0.032217,0.072487,0.898158,0.901654,5.047215,113.962486
5.0959816,-0.031240,0.077857,0.896938,0.900852,5.343315,111.863319
5.0979815,-0.029044,0.080785,0.895717,0.899822,5.474609,109.774353
5.0999813,-0.025383,0.089816,0.893765,0.898625,5.961674,105.780754
5.1019807,-0.022698,0.093477,0.893765,0.898927,6.142929,103.648399
5.1039805,-0.022210,0.102263,0.893765,0.899870,6.678114,102.253418
5.1059804,-0.018549,0.108365,0.893033,0.899775,7.018336,99.713249
5.1079798,-0.017329,0.112758,0.892545,0.899806,7.283838,98.736847
5.1099796,-0.013912,0.119836,0.892545,0.900661,7.697736,96.621803
5.1119795,-0.011715,0.122276,0.892057,0.900474,7.840322,95.472710
5.1139793,-0.010983,0.124229,0.891324,0.900007,7.965087,95.052307
5.1159792,-0.008542,0.128378,0.887419,0.896698,8.249502,93.806847
5.1179786,-0.004393,0.129598,0.887663,0.897085,8.311180,91.941490
5.1199784,-0.002685,0.129598,0.886199,0.895629,8.321758,91.186752
5.1219783,0.001953,0.129842,0.882294,0.891799,8.372759,89.138474
5.1239781,0.004881,0.129598,0.881806,0.891292,8.366706,87.842987
5.1259780,0.009274,0.127402,0.877901,0.887145,8.278727,85.836388
5.1279774,0.013668,0.126426,0.875460,0.884647,8.264507,83.829826
5.1299772,0.016108,0.125449,0.873263,0.882375,8.241120,82.682991
5.1319771,0.020013,0.120568,0.869847,0.878391,7.997994,80.575302
5.1339769,0.023918,0.119592,0.870091,0.878597,7.979147,78.690071
5.1359768,0.026115,0.117639,0.869847,0.878154,7.887199,77.483780
5.1379766,0.028312,0.116663,0.873996,0.882202,7.820997,76.359283
5.1399765,0.030020,0.116419,0.874972,0.883193,7.823832,75.540604
5.1419764,0.032705,0.115199,0.873508,0.881678,7.806126,74.150848
5.1439767,0.034657,0.114710,0.875704,0.883865,7.791982,73.188980
5.1459765,0.035633,0.114954,0.875948,0.884177,7.823154,72.777672
5.1479764,0.041003,0.115931,0.878633,0.887196,7.967033,70.522118
5.1499763,0.045152,0.113734,0.881318,0.889772,7.904874,68.347137
5.1519761,0.046128,0.112758,0.883026,0.891391,7.855329,67.750977
5.1539760,0.050277,0.112758,0.888151,0.896691,7.913808,65.968506
5.1559758,0.054182,0.112758,0.891812,0.900544,7.985172,64.334808
5.1579762,0.056379,0.110561,0.894009,0.902582,7.903285,62.981434
5.1599765,0.059308,0.110073,0.901331,0.909962,7.897769,61.684093
5.1619763,0.059308,0.109341,0.904504,0.913017,7.830352,61.524120
5.1639762,0.062481,0.105192,0.914022,0.922175,7.624137,59.291065
5.1659760,0.063701,0.104216,0.923541,0.931583,7.533874,58.565006
5.1679759,0.063701,0.102995,0.928666,0.936529,7.429699,58.263897
5.1699762,0.064921,0.103727,0.933303,0.941291,7.469656,57.958275
5.1719761,0.066142,0.101043,0.938429,0.946168,7.333046,56.791668
5.1739759,0.066630,0.100799,0.941113,0.948838,7.316197,56.534622
5.1759758,0.066142,0.098846,0.946239,0.953684,7.163988,56.212105
5.1779761,0.065409,0.096406,0.946971,0.954110,7.013555,55.843853
5.1799760,0.065653,0.093477,0.948680,0.955532,6.865842,54.917721
5.1819758,0.065409,0.088351,0.948435,0.954785,6.611413,53.486290
5.1839757,0.065165,0.084690,0.950632,0.956619,6.413651,52.423431
5.1859756,0.064677,0.078833,0.954781,0.960211,6.095996,50.633404
5.1879754,0.061992,0.071023,0.958198,0.962824,5.618973,48.883846
5.1899757,0.061016,0.067362,0.959174,0.963471,5.412980,47.829807
5.1919756,0.058331,0.061260,0.961859,0.965571,5.025858,46.402885
5.1939754,0.055891,0.053694,0.965764,0.968869,4.588255,43.851685
5.1959753,0.054182,0.049789,0.966496,0.969293,4.353837,42.580490
5.1979756,0.049789,0.041491,0.969669,0.971833,3.823823,39.805569
5.1999755,0.048325,0.035878,0.971622,0.973484,3.544642,36.591087
5.2019753,0.045884,0.026603,0.976259,0.977698,3.109735,30.104610
5.2039752,0.041735,0.018305,0.980652,0.981710,2.660725,23.682087
5.2059751,0.039538,0.014888,0.983581,0.984488,2.459572,20.633526
5.2079749,0.038074,0.008054,0.990415,0.991179,2.250206,11.944178
5.2099748,0.038074,0.001464,0.997004,0.997732,2.188654,2.202598
5.2119746,0.036854,-0.001708,1.001153,1.001833,2.110349,357.345795
5.2139745,0.033925,-0.006834,1.008963,1.009557,1.964434,348.610809
5.2159743,0.031484,-0.008542,1.013601,1.014126,1.843450,344.820068
5.2179742,0.026115,-0.013179,1.024584,1.025001,1.635303,333.221161
5.2199740,0.021722,-0.015864,1.037519,1.037868,1.485035,323.857971
5.2219739,0.019281,-0.017085,1.042156,1.042475,1.416098,318.456635
5.2239738,0.013179,-0.019769,1.051675,1.051943,1.294222,303.690063
5.2259736,0.007566,-0.022454,1.066075,1.066338,1.273339,288.621582
5.2279735,0.004637,-0.023186,1.071932,1.072193,1.263775,281.309937
5.2299733,-0.000244,-0.024651,1.085356,1.085636,1.301159,269.432739
5.2319732,-0.001953,-0.026359,1.091946,1.092265,1.386633,265.763611
5.2339730,-0.004881,-0.026115,1.105125,1.105444,1.377288,259.412689
5.2359729,-0.004637,-0.023918,1.116596,1.116862,1.249918,259.027771
5.2379727,-0.006346,-0.024162,1.121965,1.122244,1.275642,255.284927
5.2399726,-0.006346,-0.021722,1.132216,1.132442,1.145005,253.715073
5.2419724,-0.009274,-0.019769,1.137586,1.137795,1.099673,244.867050
5.2439723,-0.010495,-0.018305,1.140270,1.140465,1.059987,240.172913
5.2459722,-0.008298,-0.013179,1.142711,1.142817,0.780845,237.804260
5.2479720,-0.005858,-0.010007,1.143931,1.143990,0.580809,239.656754
5.2499719,-0.005125,-0.005369,1.140514,1.140538,0.372203,226.332214
5.2519717,-0.004149,0.000244,1.136853,1.136861,0.210289,176.633545
5.2539721,-0.002685,0.004637,1.130752,1.130764,0.271962,120.068581
5.2559719,-0.001953,0.006834,1.125870,1.125893,0.361536,105.945396
5.2579718,-0.000244,0.010983,1.115132,1.115186,0.564406,91.273033
5.2599716,-0.000488,0.013912,1.110006,1.110094,0.718461,92.009552
5.2619710,-0.001220,0.018061,1.097803,1.097952,0.944812,93.865463
5.2639709,0.000244,0.021234,1.084624,1.084831,1.121696,89.341454
5.2659707,0.000000,0.022210,1.079742,1.079971,1.178358,90.000000
5.2679706,0.000000,0.026603,1.065831,1.066163,1.429850,90.000000
5.2699704,-0.000488,0.028800,1.057776,1.058169,1.559720,90.971024
5.2719698,-0.000244,0.033681,1.040448,1.040993,1.854141,90.415176
5.2739697,-0.001953,0.040515,1.025316,1.026118,2.265377,92.759109
5.2759695,-0.002441,0.045152,1.017506,1.018510,2.544529,93.094055
5.2779694,-0.000244,0.053450,1.002374,1.003798,3.052360,90.261620
5.2799687,0.003417,0.061016,0.985533,0.987426,3.548286,86.794785
5.2819686,0.004881,0.064433,0.978211,0.980343,3.779268,85.667686
5.2839684,0.008542,0.069314,0.966008,0.968529,4.135028,82.974327
5.2859683,0.009763,0.072731,0.960395,0.963194,4.369509,82.354988
5.2879677,0.011959,0.076392,0.950388,0.953528,4.651306,81.102592
5.2899675,0.013179,0.081029,0.941846,0.945417,4.981496,80.761711
5.2919674,0.012935,0.083470,0.938917,0.942709,5.140604,81.190903
5.2939672,0.013912,0.086887,0.931839,0.935984,5.394485,80.903442
5.2959666,0.014400,0.089328,0.927446,0.931849,5.572110,80.842575
5.2979665,0.014400,0.091280,0.925737,0.930338,5.700524,81.035240
5.2999663,0.013668,0.095185,0.919880,0.924892,5.967852,81.828766
5.3019662,0.013179,0.096406,0.914754,0.919915,6.071701,82.215416
5.3039656,0.013179,0.100799,0.913046,0.918688,6.353046,82.550804
5.3059654,0.010007,0.102995,0.907433,0.913314,6.505688,84.450768
5.3079653,0.010007,0.103972,0.904992,0.911000,6.583800,84.502548
5.3099651,0.009519,0.104948,0.903772,0.909894,6.650599,84.817589
5.3119645,0.008298,0.107388,0.903772,0.910167,6.796273,85.581383
5.3139644,0.008054,0.109097,0.903039,0.909641,6.907113,85.777771
5.3159642,0.008054,0.109341,0.902307,0.908944,6.927926,85.787163
5.3179641,0.009763,0.111538,0.905236,0.912134,7.050822,84.997803
5.3199635,0.009763,0.113490,0.906212,0.913343,7.164398,85.083435
5.3219633,0.012691,0.114710,0.906944,0.914258,7.252011,83.686569
5.3239632,0.013424,0.114954,0.907433,0.914783,7.268333,83.339577
5.3259630,0.015620,0.115931,0.907189,0.914699,7.347507,82.326363
5.3279624,0.019281,0.116175,0.906700,0.914316,7.400247,80.576721
5.3299623,0.019769,0.116907,0.906700,0.914420,7.450139,80.401955
5.3319621,0.021478,0.119836,0.908165,0.916289,7.635326,79.838982
5.3339620,0.023186,0.120324,0.909629,0.917846,7.672224,79.092918
5.3359613,0.023186,0.121056,0.909873,0.918184,7.714647,79.157326
5.3379612,0.023430,0.122276,0.907921,0.916417,7.808112,79.152649
5.3399611,0.023430,0.122765,0.907433,0.915999,7.842000,79.194763
5.3419609,0.022210,0.124961,0.906456,0.915299,7.970581,79.921814
5.3439603,0.020501,0.124717,0.906212,0.914984,7.939934,80.665001
5.3459601,0.020501,0.124473,0.905968,0.914709,7.927092,80.647018
5.3479600,0.020745,0.122276,0.907433,0.915869,7.782707,80.370850
5.3499599,0.018793,0.121544,0.905724,0.914036,7.732917,81.210617
5.3519592,0.017817,0.120080,0.905236,0.913339,7.637947,81.560371
5.3539591,0.018549,0.120324,0.904016,0.912177,7.669947,81.236374
5.3559589,0.018793,0.119348,0.905968,0.913989,7.596054,81.051445
5.3579588,0.019281,0.115687,0.907189,0.914738,7.366390,80.537682
5.3599582,0.021478,0.114222,0.910117,0.917508,7.277424,79.350784
5.3619580,0.021966,0.113246,0.912802,0.920062,7.202633,79.022903
5.3639579,0.024406,0.111294,0.919880,0.926909,7.060831,77.630943
5.3659582,0.027579,0.108609,0.925981,0.932737,6.899982,75.751884
5.3679571,0.029044,0.108609,0.928910,0.935689,6.900891,75.028519
5.3699574,0.032949,0.107144,0.935500,0.942192,6.832854,72.906441
5.3719573,0.036854,0.107388,0.942090,0.948906,6.871868,71.058708
5.3739572,0.040027,0.106900,0.948924,0.955764,6.859269,69.472633
5.3759565,0.041003,0.105192,0.951852,0.958525,6.764338,68.704605
5.3779564,0.041491,0.104704,0.954049,0.960674,6.732574,68.383041
5.3799562,0.043932,0.104216,0.958686,0.965334,6.728115,67.142349
5.3819561,0.044664,0.102507,0.960883,0.967367,6.637494,66.456558
5.3839555,0.044176,0.102751,0.962347,0.968825,6.629246,66.735741
5.3859553,0.043688,0.102507,0.966008,0.972413,6.579957,66.916763
5.3879552,0.040759,0.102751,0.968449,0.974737,6.511623,68.363029
5.3899546,0.039538,0.102019,0.970157,0.976307,6.434559,68.815674
5.3919544,0.037098,0.100067,0.973818,0.979649,6.254168,69.658661
5.3939543,0.032461,0.096406,0.975283,0.980573,5.954535,71.391167
5.3959541,0.031972,0.095673,0.975771,0.980971,5.902193,71.521210
5.3979540,0.026603,0.092501,0.976747,0.981478,5.627826,73.954819
5.3999534,0.025139,0.091768,0.976747,0.981370,5.563874,74.680435
5.4019532,0.023186,0.090548,0.979188,0.983639,5.452694,75.637184
5.4039531,0.020990,0.088595,0.981384,0.985599,5.300419,76.671539
5.4059525,0.020257,0.087863,0.983093,0.987219,5.240450,77.017006
5.4079523,0.018793,0.088595,0.982360,0.986526,5.267377,78.023865
5.4099522,0.019769,0.088595,0.982849,0.987032,5.276781,77.421066
5.4119520,0.020257,0.086887,0.982604,0.986646,5.188066,76.876152
5.4139519,0.020990,0.089328,0.983337,0.987609,5.331125,76.776932
5.4159513,0.020013,0.090304,0.984557,0.988892,5.366953,77.503990
5.4179511,0.020013,0.091280,0.984069,0.988496,5.424589,77.633499
5.4199510,0.021722,0.093477,0.982116,0.986794,5.580931,76.918007
5.4219508,0.022942,0.093965,0.981140,0.985896,5.630298,76.279335
5.4239502,0.022942,0.095185,0.979676,0.984556,5.707293,76.448715
5.4259501,0.022210,0.096650,0.979432,0.984439,5.781571,77.058228
5.4279499,0.022454,0.097382,0.979676,0.984760,5.824602,77.015869
5.4299498,0.020013,0.096406,0.980896,0.985825,5.732068,78.272263
5.4319491,0.018549,0.095429,0.980896,0.985702,5.660051,79.000381
5.4339490,0.015376,0.097626,0.981872,0.986834,5.747707,81.049438
5.4359488,0.015620,0.098358,0.982116,0.987153,5.790244,80.976273
5.4379487,0.016840,0.099334,0.984313,0.989456,5.844289,80.377953
5.4399481,0.017817,0.100555,0.986021,0.991296,5.912943,79.952354
5.4419479,0.018061,0.099090,0.985289,0.990424,5.836872,79.670319
5.4439478,0.017817,0.099334,0.986510,0.991658,5.841035,79.831482
5.4459476,0.017817,0.098358,0.990170,0.995203,5.764528,79.732689
5.4479470,0.015620,0.098358,0.992123,0.997109,5.732239,80.976273
5.4499469,0.014888,0.096650,0.994564,0.999360,5.615519,81.242966
5.4519467,0.015376,0.095429,0.999201,1.003865,5.525489,80.846870
5.4539466,0.014156,0.094941,1.001886,1.006473,5.472783,81.519661
5.4559460,0.015376,0.093721,1.005791,1.010265,5.394231,80.682915
5.4579458,0.014888,0.093233,1.009940,1.014343,5.340784,80.927277
5.4599457,0.014644,0.094209,1.010916,1.015402,5.387725,81.164627
5.4619455,0.013424,0.095917,1.012136,1.016760,5.466047,82.033249
5.4639449,0.013912,0.097138,1.012869,1.017611,5.533677,81.849747
5.4659448,0.014400,0.097138,1.013113,1.017861,5.536261,81.567810
5.4679446,0.015376,0.099578,1.012136,1.017139,5.685134,81.222183
5.4699445,0.015864,0.101531,1.010916,1.016126,5.804376,81.119339
5.4719439,0.015620,0.104948,1.008231,1.013799,6.007564,81.534401
5.4739437,0.016352,0.106900,1.006035,1.011830,6.135425,81.302994
5.4759436,0.016352,0.107877,1.005791,1.011691,6.191249,81.380508
5.4779434,0.017817,0.110073,1.005302,1.011467,6.329207,80.805702
5.4799428,0.019281,0.109585,1.004814,1.010956,6.318913,80.021141
5.4819427,0.019769,0.109829,1.005058,1.011235,6.335771,79.796028
5.4839430,0.018793,0.109341,1.006279,1.012376,6.291549,80.247574
5.4859419,0.018061,0.109585,1.008475,1.014573,6.284690,80.641174
5.4879422,0.015132,0.110073,1.010428,1.016518,6.275167,82.172478
5.4899421,0.014644,0.110073,1.012625,1.018695,6.257991,82.421997
5.4919419,0.013668,0.109585,1.014089,1.020084,6.215016,82.890686
5.4939418,0.010495,0.110805,1.017750,1.023818,6.241082,84.589447
5.4959412,0.009274,0.112270,1.018726,1.024936,6.310220,85.277596
5.4979410,0.009030,0.113002,1.018970,1.025257,6.348168,85.431000
5.4999409,0.006590,0.113490,1.019458,1.025777,6.362854,86.676880
5.5019407,0.005369,0.113246,1.019946,1.026228,6.342730,87.285423
5.5039401,0.004637,0.113734,1.020190,1.026521,6.366488,87.665199
5.5059400,0.005858,0.114954,1.019946,1.026421,6.438702,87.082993
5.5079398,0.006102,0.115443,1.019702,1.026234,6.467993,86.974495
5.5099397,0.007566,0.118615,1.018482,1.025394,6.656259,86.350273
5.5119390,0.008542,0.118860,1.018238,1.025187,6.675088,85.889305
5.5139389,0.008786,0.119836,1.018482,1.025545,6.728465,85.806595
5.5159388,0.007322,0.119592,1.020434,1.027445,6.696795,86.496468
5.5179386,0.004393,0.118615,1.021899,1.028769,6.625399,87.878906
5.5199380,0.003905,0.120080,1.023607,1.030634,6.694334,88.137383
5.5219378,0.005125,0.121300,1.024340,1.031509,6.759408,87.580490
5.5239377,0.004149,0.120568,1.025560,1.032631,6.708995,88.029060
5.5259376,0.003417,0.119836,1.027268,1.034240,6.656435,88.366753
5.5279369,0.005613,0.118615,1.028245,1.035079,6.587671,87.290497
5.5299368,0.006834,0.117639,1.029465,1.036187,6.529937,86.675354
5.5319366,0.009274,0.117883,1.029953,1.036719,6.549398,85.501526
5.5339365,0.012935,0.118127,1.028245,1.035089,6.592373,83.750771
5.5359359,0.014888,0.118127,1.027756,1.034630,6.608061,82.816711
5.5379357,0.018061,0.116907,1.025560,1.032359,6.579689,81.217888
5.5399356,0.019281,0.116663,1.025072,1.031869,6.580165,80.615448
5.5419354,0.021966,0.117395,1.027268,1.034188,6.631523,79.401924
5.5439348,0.025871,0.118860,1.026780,1.033960,6.756302,77.720573
5.5459347,0.028067,0.120568,1.025316,1.032762,6.884329,76.895317
5.5479345,0.032461,0.122765,1.022387,1.030243,7.080030,75.189171
5.5499344,0.034901,0.125205,1.022143,1.030374,7.246977,74.424057
5.5519338,0.036610,0.126181,1.022143,1.030552,7.324533,73.820686
5.5539336,0.037830,0.126181,1.022143,1.030596,7.343581,73.310921
5.5559335,0.037830,0.126181,1.023851,1.032291,7.331494,73.310921
5.5579333,0.036610,0.122765,1.024096,1.032077,7.130253,73.394852
5.5599332,0.034413,0.120812,1.027512,1.035163,6.970098,74.100479
5.5619326,0.033925,0.118860,1.029465,1.036859,6.846647,74.070145
5.5639324,0.030752,0.115443,1.033126,1.040010,6.596239,75.083664
5.5659323,0.029044,0.113246,1.036543,1.043115,6.435168,75.615639
5.5679321,0.028312,0.112758,1.037763,1.044255,6.392000,75.905411
5.5699320,0.028312,0.110805,1.038007,1.044288,6.287372,75.667198
5.5719314,0.030996,0.108365,1.038739,1.044837,6.192769,74.037560
5.5739312,0.032217,0.107388,1.038739,1.044773,6.160393,73.300751
5.5759311,0.032949,0.107388,1.040692,1.046737,6.160521,72.943031
5.5779309,0.032949,0.107144,1.041424,1.047439,6.143472,72.906441
5.5799308,0.033925,0.106412,1.043865,1.049823,6.107145,72.317337
5.5819306,0.036854,0.106900,1.045573,1.051670,6.172316,70.978424
5.5839300,0.037586,0.106900,1.046549,1.052666,6.179649,70.628418
5.5859299,0.040759,0.107633,1.044109,1.050433,6.290272,69.259087
5.5879297,0.043199,0.104948,1.045573,1.051715,6.194858,67.626564
5.5899301,0.045152,0.103727,1.046305,1.052403,6.170950,66.476791
5.5919299,0.049057,0.102995,1.048502,1.054690,6.209620,64.531387
5.5939293,0.051254,0.102751,1.048990,1.055256,6.246859,63.489410
5.5959291,0.053938,0.101775,1.050454,1.056751,6.257615,62.077484
5.5979290,0.056623,0.102019,1.050210,1.056672,6.339638,60.968678
5.5999289,0.058820,0.102751,1.050210,1.056863,6.432090,60.211170
5.6019287,0.061260,0.103239,1.050454,1.057292,6.519508,59.315929
5.6039286,0.062969,0.103483,1.048990,1.055961,6.587255,58.679882
5.6059279,0.063213,0.104216,1.048746,1.055805,6.629334,58.760784
5.6079278,0.061748,0.104216,1.046305,1.053294,6.603994,59.353008
5.6099277,0.060040,0.104948,1.043865,1.050844,6.607022,60.226429
5.6119275,0.058331,0.106168,1.042400,1.049415,6.628624,61.214493
5.6139269,0.052962,0.109585,1.031662,1.038816,6.728494,64.205696
5.6159267,0.052962,0.109585,1.031662,1.038816,6.728494,64.205696
5.6179266,0.050521,0.114466,1.025804,1.033406,6.954123,66.185036
5.6199265,0.047593,0.120812,1.018482,1.026726,7.265552,68.498566
5.6219258,0.047349,0.124229,1.016041,1.024702,7.454641,69.136177
5.6239257,0.047837,0.133503,1.009940,1.019848,7.993183,70.286484
5.6259255,0.047593,0.145463,1.001886,1.013508,8.685504,71.882874
5.6279254,0.046372,0.149856,0.998225,1.010475,8.930720,72.805511
5.6299248,0.045152,0.159618,0.990659,1.004451,9.505742,74.205139
5.6319246,0.046372,0.164256,0.987486,1.002127,9.806061,74.234673
5.6339245,0.047837,0.173530,0.981872,0.998236,10.388453,74.588165
5.6359243,0.047593,0.180364,0.978944,0.996557,10.788373,75.218285
5.6379237,0.048325,0.182072,0.977235,0.995226,10.910767,75.135529
5.6399236,0.046860,0.181340,0.974306,0.992146,10.881571,75.511047
5.6419234,0.043932,0.179876,0.974306,0.991745,10.760496,76.275139
5.6439233,0.042955,0.177923,0.974794,0.991830,10.634470,76.427002
5.6459227,0.040027,0.169869,0.975039,0.990534,10.147842,76.741127
5.6479225,0.039783,0.164744,0.976747,0.991341,9.843607,76.424034
5.6499224,0.037342,0.152540,0.978699,0.991219,9.116131,76.244514
5.6519222,0.035389,0.140581,0.979920,0.990585,8.415196,75.870171
5.6539216,0.034413,0.135456,0.981384,0.991286,8.104985,75.745346
5.6559215,0.032705,0.123253,0.985289,0.993507,7.374323,75.139221
5.6579213,0.028312,0.109585,0.993831,1.000256,6.497183,75.514267
5.6599212,0.026603,0.102019,0.999201,1.004748,6.023271,75.384705
5.6619210,0.019769,0.088107,1.009452,1.013482,5.111593,77.353607
5.6639204,0.012935,0.081518,1.024340,1.027660,4.606789,80.983337
5.6659203,0.009030,0.068826,1.033126,1.035455,3.843896,82.525169
5.6679201,0.000732,0.058576,1.049478,1.051112,3.194818,89.283836
5.6699195,-0.002685,0.052962,1.056800,1.058130,2.872626,92.901909
5.6719193,-0.010983,0.041979,1.074861,1.075736,2.311730,104.661545
5.6739192,-0.020745,0.031728,1.110738,1.111385,1.954746,123.178513
5.6759191,-0.020745,0.025871,1.110738,1.111233,1.710178,128.725662
5.6779189,-0.026359,0.013668,1.131484,1.131873,1.503111,152.592422
5.6799183,-0.030264,0.004149,1.149789,1.150194,1.521743,172.193604
5.6819181,-0.031972,-0.000732,1.157843,1.158284,1.582143,181.311890
5.6839180,-0.034169,-0.007810,1.170534,1.171059,1.715091,192.875000
5.6859179,-0.034169,-0.010495,1.176392,1.176935,1.740351,197.073959
5.6879172,-0.037342,-0.017817,1.189815,1.190535,1.991643,205.506943
5.6899171,-0.038318,-0.024651,1.200310,1.201175,2.173759,212.753662
5.6919169,-0.040027,-0.027091,1.206656,1.207623,2.293796,214.091293
5.6939168,-0.040027,-0.032217,1.217395,1.218478,2.416704,218.829834
5.6959162,-0.042223,-0.033925,1.228134,1.229327,2.525225,218.780777
5.6979160,-0.042955,-0.032949,1.233015,1.234203,2.514038,217.489853
5.6999164,-0.044176,-0.033925,1.238628,1.239880,2.574735,217.522675
5.7019153,-0.041247,-0.032949,1.241801,1.242923,2.434295,218.618439
5.7039156,-0.039538,-0.032217,1.243510,1.244555,2.348604,219.173660
5.7059155,-0.036854,-0.028556,1.240825,1.241701,2.151860,217.769760
5.7079153,-0.034901,-0.026115,1.238872,1.239639,2.015186,216.805740
5.7099152,-0.031240,-0.020990,1.228866,1.229442,1.754351,213.896164
5.7119145,-0.028556,-0.016108,1.216174,1.216616,1.544083,209.427460
5.7139144,-0.026847,-0.013668,1.209097,1.209472,1.427385,206.980240
5.7159142,-0.023918,-0.009030,1.192012,1.192286,1.228760,200.684082
5.7179136,-0.022210,-0.003905,1.171023,1.171240,1.103226,189.972061
5.7199135,-0.021722,-0.002197,1.161016,1.161221,1.077382,185.774323
5.7219133,-0.020013,0.001708,1.137097,1.137275,1.012011,175.120728
5.7239132,-0.020257,0.002441,1.122698,1.122883,1.041175,173.130005
5.7259126,-0.020257,0.004881,1.096095,1.096293,1.088944,166.452057
5.7279124,-0.020745,0.009030,1.068515,1.068755,1.213053,156.476791
5.7299123,-0.022210,0.010495,1.054604,1.054890,1.334422,154.707977
5.7319121,-0.025871,0.014156,1.028000,1.028423,1.643063,151.313843
5.7339115,-0.027091,0.018549,1.002618,1.003155,1.875550,145.601151
5.7359114,-0.026847,0.020257,0.990415,0.990985,1.944910,142.963791
5.7379112,-0.027579,0.022942,0.967228,0.967893,2.124122,140.244339
5.7399111,-0.027579,0.025139,0.956001,0.956729,2.235371,137.650696
5.7419105,-0.024895,0.030264,0.936476,0.937296,2.396207,129.440048
5.7439103,-0.021722,0.034169,0.923297,0.924184,2.510922,122.444710
5.7459102,-0.020745,0.037586,0.917439,0.918443,2.679200,118.896416
5.7479100,-0.017573,0.044908,0.907433,0.908713,3.042017,111.370621
5.7499094,-0.014644,0.050033,0.903283,0.904787,3.303161,106.313850
5.7519093,-0.014156,0.053938,0.900599,0.902324,3.543261,104.705269
5.7539091,-0.011959,0.061016,0.897914,0.900064,3.961162,101.089394
5.7559090,-0.007322,0.066874,0.898890,0.901404,4.280067,96.248375
5.7579088,-0.006102,0.069558,0.899378,0.902085,4.439415,95.013115
5.7599082,-0.002197,0.074196,0.902307,0.905355,4.702821,91.695763
5.7619081,0.000488,0.075904,0.903528,0.906710,4.802160,89.631546
5.7639079,0.003417,0.081274,0.908165,0.911801,5.118373,87.592583
5.7659073,0.004637,0.086399,0.914999,0.919080,5.401891,86.927750
5.7679071,0.006346,0.088595,0.917927,0.922215,5.526979,85.903168
5.7699070,0.007078,0.093233,0.923053,0.927776,5.784080,85.658646
5.7719069,0.007810,0.095673,0.928178,0.933129,5.904517,85.333145
5.7739067,0.008054,0.098114,0.931351,0.936539,6.033774,85.307137
5.7759061,0.006102,0.102019,0.934768,0.940338,6.239573,86.577293
5.7779059,0.005858,0.102995,0.935988,0.941656,6.289586,86.744980
5.7799058,0.004881,0.106412,0.936964,0.943000,6.486157,87.373596
5.7819052,0.004149,0.109829,0.938429,0.944843,6.679964,87.836525
5.7839050,0.004393,0.110805,0.939405,0.945928,6.732340,87.729553
5.7859049,0.005369,0.113734,0.938917,0.945796,6.914408,87.297058
5.7879047,0.005369,0.113002,0.940381,0.947162,6.859812,87.279572
5.7899046,0.004149,0.114222,0.940625,0.947544,6.928181,87.919655
5.7919040,0.004149,0.113734,0.937452,0.944336,6.922034,87.910736
5.7939038,0.003905,0.116175,0.935988,0.943178,7.079338,88.074814
5.7959037,0.003661,0.115687,0.934524,0.941664,7.060331,88.187447
5.7979031,0.005125,0.116419,0.930863,0.938129,7.135534,87.479172
5.7999029,0.003173,0.116663,0.929886,0.937181,7.153547,88.442131
5.8019028,-0.000488,0.117151,0.926958,0.934331,7.203069,90.238731
5.8039026,-0.002197,0.113734,0.923785,0.930762,7.020069,91.106430
5.8059020,-0.003417,0.112758,0.920856,0.927740,6.984239,91.735703
5.8079019,-0.008542,0.110317,0.916951,0.923603,6.880539,94.427788
5.8099017,-0.010007,0.109341,0.913778,0.920351,6.851687,95.229019
5.8119016,-0.010251,0.109829,0.911582,0.918231,6.899584,95.332161
5.8139009,-0.009763,0.109097,0.908409,0.914988,6.875320,95.113518
5.8159008,-0.010495,0.108853,0.909385,0.915937,6.857124,95.507011
5.8179007,-0.011227,0.106900,0.909629,0.915958,6.739212,95.995384
