ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Accuracy ( m),Time since start in ms 
0.047885,0.059857,9.866806,-0.000811,0.000716,-0.00364,-1.32,-24.24,-14.22,177.7061,-0.426,-0.1751,55.814102,37.500412,208.2,20.585,6080
0.05028,0.074223,9.852441,-0.0002,-0.000506,0.001247,-1.32,-24.24,-14.22,177.7061,-0.426,-0.1751,55.814102,37.500412,208.2,20.585,6090
0.05028,0.074223,9.852441,0.003465,0.000716,0.000636,-1.92,-24.6,-16.08,177.7061,-0.426,-0.1751,55.814102,37.500412,208.2,20.585,6100
0.026337,0.090982,9.787795,-0.002644,0.002549,0.001858,-1.92,-24.6,-16.08,177.7061,-0.426,-0.1751,55.814102,37.500412,208.2,20.585,6111
0.028731,0.071828,9.835681,0.001021,-0.000506,2.5E-05,-2.7,-25.38,-16.26,173.239,-0.4222,-0.1799,55.814102,37.500412,208.2,20.585,6120
0.028731,0.071828,9.835681,0.002854,-0.00356,-0.001197,-2.7,-25.38,-16.26,173.239,-0.4222,-0.1799,55.814102,37.500412,208.2,20.585,6131
0.03352,0.071828,9.897932,0.002854,-0.00356,-0.001197,-3.84,-25.92,-16.74,173.239,-0.4222,-0.1799,55.814102,37.500412,208.2,20.585,6141
0.002394,0.06704,9.859624,-0.0002,0.004381,-0.001197,-3.84,-25.92,-16.74,173.239,-0.4222,-0.1799,55.814102,37.500412,208.2,20.585,6150
0.002394,0.06704,9.859624,-0.002033,0.000716,0.003079,-4.38,-26.1,-17.88,171.3361,-0.4237,-0.1865,55.814102,37.500412,208.2,20.585,6161
0.035914,0.059857,9.830893,0.002854,0.000105,-0.001808,-4.38,-26.1,-17.88,171.3361,-0.4237,-0.1865,55.814102,37.500412,208.2,20.585,6170
0.019154,0.064645,9.871595,0.001632,-0.000506,2.5E-05,-4.74,-26.34,-19.8,171.3361,-0.4237,-0.1865,55.814102,37.500412,208.2,20.585,6181
0.035914,0.086194,9.871595,-0.000811,-0.001117,0.000636,-4.74,-26.34,-19.8,171.3361,-0.4237,-0.1865,55.814102,37.500412,208.2,20.585,6190
0.011971,0.064645,9.845258,-0.002644,0.000716,2.5E-05,-6.12,-27,-23.58,167.5463,-0.4183,-0.1813,55.814102,37.500412,208.2,20.585,6200
0.011971,0.064645,9.845258,-0.002644,0.000105,0.001247,-6.12,-27,-23.58,167.5463,-0.4183,-0.1813,55.814102,37.500412,208.2,20.585,6211
0.031126,0.074223,9.835681,-0.0002,-0.004171,-0.002418,-7.38,-27.66,-26.28,167.5463,-0.4183,-0.1813,55.814102,37.500412,208.2,20.585,6221
0.028731,0.069434,9.854836,0.001021,-0.000506,0.001858,-7.38,-27.66,-26.28,167.5463,-0.4183,-0.1813,55.814102,37.500412,208.2,20.585,6231
0.026337,0.079011,9.845258,0.002243,0.000716,0.001858,-8.52,-28.26,-28.74,162.2261,-0.4143,-0.1812,55.814102,37.500412,208.2,20.585,6241
0.026337,0.079011,9.845258,0.002243,0.000716,0.001858,-8.52,-28.26,-28.74,162.2261,-0.4143,-0.1812,55.814102,37.500412,208.2,20.585,6250
0.03352,0.071828,9.818921,-0.000811,-0.000506,2.5E-05,-9.96,-27.96,-32.7,162.2261,-0.4143,-0.1812,55.814102,37.500412,208.2,20.585,6261
0.038308,0.079011,9.869201,0.004076,-0.002338,0.001858,-9.96,-27.96,-32.7,162.2261,-0.4143,-0.1812,55.814102,37.500412,208.2,20.585,6273
0.038308,0.079011,9.869201,0.002854,-0.00356,0.001858,-11.46,-26.16,-37.44,157.0753,-0.4138,-0.1817,55.814102,37.500412,208.2,20.585,6280
0.043097,0.086194,9.866806,0.003465,-0.000506,0.00369,-11.46,-26.16,-37.44,157.0753,-0.4138,-0.1817,55.814102,37.500412,208.2,20.585,6291
0.03352,0.081405,9.842864,0.000411,-0.000506,2.5E-05,-12.48,-24.3,-40.98,157.0753,-0.4138,-0.1817,55.814102,37.500412,208.2,20.585,6301
0.038308,0.074223,9.842864,0.000411,0.000716,0.002469,-12.48,-24.3,-40.98,157.0753,-0.4138,-0.1817,55.814102,37.500412,208.2,20.585,6311
0.038308,0.093377,9.890749,-0.000811,-0.000506,0.000636,-16.8,-14.88,-25.86,131.1981,-0.4195,-0.1823,55.814102,37.500412,208.2,20.585,6320
0.038308,0.093377,9.890749,-0.002033,0.004992,0.001247,-16.8,-14.88,-25.86,131.1981,-0.4195,-0.1823,55.814102,37.500412,208.2,20.585,6331
0.009577,0.071828,9.830893,0.000411,0.00377,-0.000586,-17.52,-11.58,-28.68,131.1981,-0.4195,-0.1823,55.814102,37.500412,208.2,20.585,6341
0.01676,0.059857,9.799767,0.000411,0.00377,-0.000586,-17.52,-11.58,-28.68,131.1981,-0.4195,-0.1823,55.814102,37.500412,208.2,20.585,6351
0.03352,0.06704,9.847652,0.000411,-0.002949,0.002469,-17.94,-8.22,-30.12,113.4784,-0.4265,-0.1867,55.814102,37.500412,208.2,20.585,6361
0.03352,0.06704,9.847652,0.004076,-0.002949,0.001247,-17.94,-8.22,-30.12,113.4784,-0.4265,-0.1867,55.814102,37.500412,208.2,20.585,6371
0.03352,0.071828,9.890749,-0.003866,0.000716,-0.002418,-18.54,-5.22,-29.34,113.4784,-0.4265,-0.1867,55.814102,37.500412,208.2,20.585,6380
0.055068,0.057463,9.828498,0.001632,-0.001117,-0.002418,-18.54,-5.22,-29.34,113.4784,-0.4265,-0.1867,55.814102,37.500412,208.2,20.585,6391
0.026337,0.069434,9.862018,-0.000811,0.001327,0.000636,-18.9,-1.68,-27.9,95.4112,-0.4264,-0.1869,55.814102,37.500412,208.2,20.585,6401
0.026337,0.069434,9.862018,0.003465,-0.001728,-0.001808,-18.9,0.06,-27.3,95.4112,-0.4264,-0.1869,55.814102,37.500412,208.2,20.585,6411
0.035914,0.069434,9.878778,-0.000811,0.000105,0.001858,-18.9,0.06,-27.3,95.4112,-0.4264,-0.1869,55.814102,37.500412,208.2,20.585,6420
0.026337,0.095771,9.869201,-0.000811,0.000105,0.001858,-18.54,3,-24.72,95.4112,-0.4264,-0.1869,55.814102,37.500412,208.2,20.585,6430
-0.004789,0.074223,9.957788,-0.002644,0.002549,-0.000586,-18.54,3,-24.72,95.4112,-0.4264,-0.1869,55.814102,37.500412,208.2,20.585,6441
-0.004789,0.052674,9.862018,0.004076,0.005603,-0.001197,-18.06,3.42,-21.66,80.0005,-0.4184,-0.1874,55.814102,37.500412,208.2,20.585,6451
-0.004789,0.052674,9.862018,-0.001422,0.003159,0.000636,-17.7,3.96,-20.64,80.0005,-0.4184,-0.1874,55.814102,37.500412,208.2,20.585,6461
0.021548,0.064645,9.845258,0.005297,-0.000506,0.002469,-17.7,3.96,-20.64,80.0005,-0.4184,-0.1874,55.814102,37.500412,208.2,20.585,6471
0.028731,0.076617,9.905115,-0.001422,-0.002949,0.000636,-18.3,4.56,-17.34,80.0005,-0.4184,-0.1874,55.814102,37.500412,208.2,20.585,6481
0.062251,0.088588,9.878778,0.000411,0.002549,0.003079,-18.3,4.56,-17.34,80.0005,-0.4184,-0.1874,55.814102,37.500412,208.2,20.585,6490
0.043097,0.047885,9.850046,-0.006309,-0.001728,-0.00364,-18.54,5.04,-14.28,74.9427,-0.4119,-0.1598,55.814102,37.500412,208.2,20.585,6501
0.043097,0.047885,9.850046,0.000411,-0.001117,-0.000586,-18.54,5.04,-14.28,74.9427,-0.4119,-0.1598,55.814102,37.500412,208.2,20.585,6510
0.045491,0.06704,9.876384,-0.0002,0.000716,0.001858,-17.46,6.78,-6.42,74.9427,-0.4119,-0.1598,55.814102,37.500412,208.2,20.585,6521
0.035914,0.071828,9.883567,0.001021,0.002549,0.000636,-17.46,6.78,-6.42,74.9427,-0.4119,-0.1598,55.814102,37.500412,208.2,20.585,6531
0.035914,0.055068,9.854836,-0.002644,0.001327,-0.001197,-17.4,6.24,-3.24,70.486,-0.4099,-0.1633,55.814102,37.500412,208.2,20.585,6541
0.035914,0.055068,9.854836,-0.0002,0.002549,2.5E-05,-17.4,6.24,-3.24,70.486,-0.4099,-0.1633,55.814102,37.500412,208.2,20.585,6550
0.026337,0.081405,9.876384,-0.002033,0.000105,-0.003029,-17.82,5.4,-1.02,70.486,-0.4099,-0.1633,55.814102,37.500412,208.2,20.585,6561
0.021548,0.062251,9.852441,-0.002033,0.000716,0.00369,-17.82,5.4,-1.02,70.486,-0.4099,-0.1633,55.814102,37.500412,208.2,20.585,6571
0.021548,0.062251,9.852441,0.001632,0.000105,-0.002418,-18.48,5.1,0.36,74.4751,-0.4101,-0.1681,55.814102,37.500412,208.2,20.585,6580
0.035914,0.0838,9.914692,-0.002644,0.000105,0.000636,-18.48,5.1,0.36,74.4751,-0.4101,-0.1681,55.814102,37.500412,208.2,20.585,6591
0.023943,0.043097,9.895537,-0.002644,0.000105,0.000636,-18.78,5.1,1.68,74.4751,-0.4101,-0.1681,55.814102,37.500412,208.2,20.585,6601
0.031126,0.055068,9.77343,0.002854,-0.002949,0.001247,-19.14,4.74,2.52,74.4751,-0.4101,-0.1681,55.814102,37.500412,208.2,20.585,6614
0.031126,0.055068,9.77343,0.002854,-0.002949,0.001247,-19.14,4.74,2.52,74.4751,-0.4101,-0.1681,55.814102,37.500412,208.2,20.585,6620
0.01676,0.069434,9.862018,-0.000811,0.000105,-0.004251,-19.62,4.26,4.26,78.7755,-0.4149,-0.1714,55.814102,37.500412,208.2,20.585,6631
0.045491,0.069434,9.881172,0.001632,-0.002949,-0.000586,-19.62,4.26,4.26,78.7755,-0.4149,-0.1714,55.814102,37.500412,208.2,20.585,6641
0.040703,0.06704,9.90272,-0.001422,0.001327,0.001247,-19.56,3.3,4.5,78.7755,-0.4149,-0.1714,55.814102,37.500412,208.2,20.585,6650
0.043097,0.081405,9.842864,0.002243,0.000716,0.002469,-19.56,3.3,4.5,78.7755,-0.4149,-0.1714,55.814102,37.500412,208.2,20.585,6661
0.043097,0.081405,9.842864,-0.0002,0.001327,2.5E-05,-19.26,2.58,4.74,81.1398,-0.4147,-0.1728,55.814102,37.500412,208.2,20.585,6670
0.035914,0.074223,9.859624,-0.001422,0.000716,0.001858,-19.26,2.58,4.74,81.1398,-0.4147,-0.1728,55.814102,37.500412,208.2,20.585,6681
0.035914,0.074223,9.859624,0.002854,0.001327,0.003079,-19.68,1.74,5.28,81.1398,-0.4147,-0.1728,55.814102,37.500412,208.2,20.585,6691
0.023943,0.062251,9.862018,0.002854,-0.002949,-0.001808,-19.68,1.74,5.28,81.1398,-0.4147,-0.1728,55.814102,37.500412,208.2,20.585,6701
0.023943,0.062251,9.862018,0.002854,-0.002949,-0.001808,-19.68,1.74,5.28,81.1398,-0.4147,-0.1728,55.814102,37.500412,208.2,20.585,6711
0.019154,0.079011,9.830893,-0.0002,0.001327,0.001858,-19.74,2.4,5.4,84.3954,-0.4156,-0.1725,55.814102,37.500412,208.2,20.585,6720
0.040703,0.086194,9.862018,-0.0002,-0.00356,0.001858,-20.22,2.76,4.8,84.3954,-0.4156,-0.1725,55.814102,37.500412,208.2,20.585,6730
0.040703,0.086194,9.862018,-0.000811,0.000105,-0.001197,-20.22,2.76,4.8,84.3954,-0.4156,-0.1725,55.814102,37.500412,208.2,20.585,6741
0.052674,0.0838,9.864412,-0.001422,0.001327,-0.000586,-20.4,2.52,4.92,81.5757,-0.4136,-0.1749,55.814102,37.500412,208.2,20.585,6751
0.045491,0.081405,9.866806,0.001632,0.004992,2.5E-05,-20.04,2.46,5.22,81.5757,-0.4136,-0.1749,55.814102,37.500412,208.2,20.585,6760
0.052674,0.074223,9.835681,-0.0002,0.00377,0.000636,-20.04,2.46,5.22,81.5757,-0.4136,-0.1749,55.814102,37.500412,208.2,20.585,6771
0.002394,0.06704,9.730332,0.003465,-0.001728,0.001858,-19.62,2.4,5.28,81.5757,-0.4136,-0.1749,55.814102,37.500412,208.2,20.585,6781
0.002394,0.06704,9.730332,-0.003255,0.001938,-0.001808,-19.62,2.4,5.28,81.5757,-0.4136,-0.1749,55.814102,37.500412,208.2,20.585,6792
0,0.088588,9.895537,0.005297,0.000716,0.001247,-19.26,1.74,5.22,84.1045,-0.4212,-0.1908,55.814102,37.500412,208.2,20.585,6800
0,0.088588,9.895537,0.005297,0.000716,0.001247,-19.26,1.74,5.22,84.1045,-0.4212,-0.1908,55.814102,37.500412,208.2,20.585,6811
0.019154,0.05028,9.864412,0.004076,-0.001728,-0.000586,-19.14,1.44,5.58,84.1045,-0.4212,-0.1908,55.814102,37.500412,208.2,20.585,6820
0.045491,0.076617,9.847652,0.000411,-0.001728,0.000636,-18.3,1.02,5.94,84.1045,-0.4212,-0.1908,55.814102,37.500412,208.2,20.585,6831
0.059857,0.076617,9.866806,0.001632,-0.001117,2.5E-05,-18.3,1.02,5.94,84.1045,-0.4212,-0.1908,55.814102,37.500412,208.2,20.585,6840
0.059857,0.079011,9.845258,-0.001422,-0.001117,-0.002418,-18.42,0.84,5.34,86.9384,-0.4215,-0.1939,55.814102,37.500412,208.2,20.585,6851
0.059857,0.079011,9.845258,0.003465,0.000716,2.5E-05,-18.06,1.32,5.34,86.9384,-0.4215,-0.1939,55.814102,37.500412,208.2,20.585,6861
0.052674,0.079011,9.859624,-0.0002,-0.000506,0.000636,-18.06,1.32,5.34,86.9384,-0.4215,-0.1939,55.814102,37.500412,208.2,20.585,6871
0.062251,0.079011,9.921875,0.000411,0.003159,2.5E-05,-16.32,1.74,4.86,86.9384,-0.4215,-0.1939,55.814102,37.500412,208.2,20.585,6881
0.023943,0.059857,9.881172,0.000411,0.003159,2.5E-05,-16.32,1.74,4.86,86.9384,-0.4215,-0.1939,55.814102,37.500412,208.2,20.585,6891
0.023943,0.059857,9.881172,0.002243,0.001327,-0.000586,-14.82,1.14,4.2,86.3008,-0.4247,-0.2076,55.814102,37.500412,208.2,20.585,6901
0.019154,0.069434,9.80695,-0.002033,-0.002949,2.5E-05,-14.28,0.48,3.9,86.3008,-0.4247,-0.2076,55.814102,37.500412,208.2,20.585,6910
0.023943,0.076617,9.854836,0.002854,-0.001728,2.5E-05,-14.28,0.48,3.9,86.3008,-0.4247,-0.2076,55.814102,37.500412,208.2,20.585,6921
0.03352,0.093377,9.814133,-0.004476,-0.000506,-0.000586,-12.3,-0.78,4.44,86.3008,-0.4247,-0.2076,55.814102,37.500412,208.2,20.585,6931
0.03352,0.093377,9.814133,0.002854,-0.002338,-0.001197,-12.3,-0.78,4.44,86.3008,-0.4247,-0.2076,55.814102,37.500412,208.2,20.585,6941
0.052674,0.0838,9.914692,-0.00692,-0.001117,-0.000586,-9,-1.44,4.68,96.557,-0.4223,-0.2089,55.814102,37.500412,208.2,20.585,6950
0.045491,0.071828,9.917087,0.005297,0.00377,-0.001808,-7.32,-1.2,4.08,96.557,-0.4223,-0.2089,55.814102,37.500412,208.2,20.585,6961
0.045491,0.071828,9.917087,-0.001422,0.001327,0.000636,-7.32,-1.2,4.08,96.557,-0.4223,-0.2089,55.814102,37.500412,208.2,20.585,6970
0.021548,0.052674,9.818921,-0.001422,0.001327,0.000636,-2.7,-1.38,3.84,96.557,-0.4223,-0.2089,55.814102,37.500412,208.2,20.585,6981
0.021548,0.057463,9.783007,0.002854,-0.004171,2.5E-05,-2.7,-1.38,3.84,96.557,-0.4223,-0.2089,55.814102,37.500412,208.2,20.585,6991
0.038308,0.0838,9.859624,-0.001422,0.000716,0.000636,3.54,-2.34,4.08,243.0198,-0.4141,-0.2077,55.814102,37.500412,208.2,20.585,7001
0.038308,0.0838,9.859624,-0.006309,0.001327,0.001247,8.28,-3.36,4.02,243.0198,-0.4141,-0.2077,55.814102,37.500412,208.2,20.585,7011
0.035914,0.0838,9.888355,-0.006309,0.001327,0.001247,8.28,-3.36,4.02,243.0198,-0.4141,-0.2077,55.814102,37.500412,208.2,20.585,7021
0.035914,0.062251,9.80695,-0.002033,0.000105,-0.000586,19.74,-5.88,4.68,243.0198,-0.4141,-0.2077,55.814102,37.500412,208.2,20.585,7030
0.035914,0.062251,9.80695,-0.0002,0.001938,-0.001197,19.74,-5.88,4.68,243.0198,-0.4141,-0.2077,55.814102,37.500412,208.2,20.585,7040
0.045491,0.069434,9.847652,0.000411,-0.002338,2.5E-05,34.74,-9.6,7.74,253.9557,-0.4066,-0.1985,55.814102,37.500412,208.2,20.585,7051
0.023943,0.071828,9.823709,0.001021,0.001938,0.001858,44.64,-11.94,11.04,253.9557,-0.4066,-0.1985,55.814102,37.500412,208.2,20.585,7061
0.023943,0.071828,9.823709,0.001632,0.003159,0.000636,44.64,-11.94,11.04,253.9557,-0.4066,-0.1985,55.814102,37.500412,208.2,20.585,7070
0.023943,0.079011,9.924269,0.001021,-0.00356,-0.001197,70.32,-17.1,21.72,253.9557,-0.4066,-0.1985,55.814102,37.500412,208.2,20.585,7080
0.01676,0.062251,9.90272,0.002854,0.000105,-0.002418,70.32,-17.1,21.72,253.9557,-0.4066,-0.1985,55.814102,37.500412,208.2,20.585,7092
0.043097,0.074223,9.818921,-0.002644,-0.000506,-0.000586,100.38,-21.12,37.56,257.9752,-0.4087,-0.1974,55.814102,37.500412,208.2,20.585,7100
0.038308,0.071828,9.909904,0.001021,-0.001728,-0.001808,115.68,-21.6,47.28,257.9752,-0.4087,-0.1974,55.814102,37.500412,208.2,20.585,7111
0.038308,0.071828,9.909904,0.001021,-0.001728,-0.001808,115.68,-21.6,47.28,257.9752,-0.4087,-0.1974,55.814102,37.500412,208.2,20.585,7120
0.031126,0.069434,9.859624,-0.001422,0.001938,0.000636,141.72,-16.14,65.7,257.9752,-0.4087,-0.1974,55.814102,37.500412,208.2,20.585,7131
0.026337,0.064645,9.869201,0.005297,-0.001117,0.001858,141.72,-16.14,65.7,257.9752,-0.4087,-0.1974,55.814102,37.500412,208.2,20.585,7141
0.03352,0.076617,9.869201,-0.0002,0.001938,0.001247,157.92,-3.54,76.02,268.3471,-0.4134,-0.1911,55.814102,37.500412,208.2,20.585,7151
0.05028,0.081405,9.854836,-0.002033,0.003159,2.5E-05,161.22,3.6,76.92,268.3471,-0.4134,-0.1911,55.814102,37.500412,208.2,20.585,7162
0.05028,0.081405,9.854836,0.002243,0.000716,-0.001808,161.22,3.6,76.92,268.3471,-0.4134,-0.1911,55.814102,37.500412,208.2,20.585,7171
0.031126,0.081405,9.876384,0.002243,0.000716,-0.001808,157.2,16.86,69.48,268.3471,-0.4134,-0.1911,55.814102,37.500412,208.2,20.585,7180
0.035914,0.06704,9.897932,-0.003255,-0.002338,0.001858,157.2,16.86,69.48,268.3471,-0.4134,-0.1911,55.814102,37.500412,208.2,20.585,7191
0.035914,0.06704,9.897932,0.002243,-0.000506,2.5E-05,143.46,24.06,55.5,279.3797,-0.4142,-0.1866,55.814102,37.500412,208.2,20.585,7200
0.035914,0.076617,9.838076,-0.003866,0.001938,-0.000586,143.46,24.06,55.5,279.3797,-0.4142,-0.1866,55.814102,37.500412,208.2,20.585,7210
0.040703,0.071828,9.816526,-0.0002,0.002549,2.5E-05,125.64,25.14,40.86,279.3797,-0.4142,-0.1866,55.814102,37.500412,208.2,20.585,7221
0.03352,0.064645,9.809344,-0.000811,0.000105,-0.000586,125.64,25.14,40.86,279.3797,-0.4142,-0.1866,55.814102,37.500412,208.2,20.585,7230
0.028731,0.064645,9.876384,0.001632,0.001327,-0.000586,108.72,22.98,27.18,281.8254,-0.4117,-0.1894,55.814102,37.500412,208.2,20.585,7241
0.028731,0.064645,9.876384,-0.0002,0.001938,0.002469,108.72,22.98,27.18,281.8254,-0.4117,-0.1894,55.814102,37.500412,208.2,20.585,7250
0.014366,0.06704,9.818921,-0.0002,0.001938,0.002469,94.62,19.14,17.58,281.8254,-0.4117,-0.1894,55.814102,37.500412,208.2,20.585,7261
0.014366,0.05028,9.847652,-0.000811,0.001327,2.5E-05,94.62,19.14,17.58,281.8254,-0.4117,-0.1894,55.814102,37.500412,208.2,20.585,7271
0.01676,0.074223,9.845258,0.000411,-0.000506,-0.001197,82.92,14.52,12.06,280.1904,-0.4065,-0.1871,55.814102,37.500412,208.2,20.585,7281
0.01676,0.074223,9.845258,-0.0002,-0.001728,-0.000586,82.92,14.52,12.06,280.1904,-0.4065,-0.1871,55.814102,37.500412,208.2,20.585,7291
0.028731,0.090982,9.854836,0.001021,-0.000506,-0.001808,74.22,9.6,8.1,280.1904,-0.4065,-0.1871,55.814102,37.500412,208.2,20.585,7300
0.03352,0.0838,9.876384,-0.001422,0.000105,2.5E-05,74.22,9.6,8.1,280.1904,-0.4065,-0.1871,55.814102,37.500412,208.2,20.585,7311
0.028731,0.06704,9.847652,0.000411,0.004381,0.002469,69.12,6.42,5.34,274.9404,-0.405,-0.1811,55.814102,37.500412,208.2,20.585,7321
0.03352,0.059857,9.845258,0.001021,0.000716,-0.000586,69.12,6.42,5.34,274.9404,-0.405,-0.1811,55.814102,37.500412,208.2,20.585,7331
0.03352,0.059857,9.845258,0.000411,-0.002949,2.5E-05,65.22,3.84,3.78,274.9404,-0.405,-0.1811,55.814102,37.500412,208.2,20.585,7341
0.01676,0.062251,9.842864,0.001021,0.001327,0.001247,65.22,3.84,3.78,274.9404,-0.405,-0.1811,55.814102,37.500412,208.2,20.585,7351
0.021548,0.071828,9.847652,0.001021,0.000716,0.00369,62.1,0.96,1.92,270.9097,-0.4077,-0.1802,55.814102,37.500412,208.2,20.585,7361
0.05028,0.071828,9.850046,0.001632,0.000716,0.001247,62.1,0.96,1.92,270.9097,-0.4077,-0.1802,55.814102,37.500412,208.2,20.585,7370
0.05028,0.071828,9.850046,0.001021,-0.002949,-0.000586,60.54,-2.04,0.54,270.9097,-0.4077,-0.1802,55.814102,37.500412,208.2,20.585,7381
0.031126,0.079011,9.847652,-0.0002,-0.002338,0.001858,60.54,-2.04,0.54,270.9097,-0.4077,-0.1802,55.814102,37.500412,208.2,20.585,7391
0.047885,0.064645,9.847652,0.003465,-0.001728,-0.000586,59.22,-5.46,0.6,265.1477,-0.4083,-0.1779,55.814102,37.500412,208.2,20.585,7400
0.038308,0.071828,9.885961,0.001021,0.001938,-0.001808,59.22,-5.46,0.6,265.1477,-0.4083,-0.1779,55.814102,37.500412,208.2,20.585,7411
0.038308,0.071828,9.885961,-0.0002,-0.000506,0.001247,59.64,-8.34,-0.12,265.1477,-0.4083,-0.1779,55.814102,37.500412,208.2,20.585,7421
0.014366,0.064645,9.862018,-0.0002,-0.000506,-0.001808,59.64,-8.34,-0.12,265.1477,-0.4083,-0.1779,55.814102,37.500412,208.2,20.585,7431
0.031126,0.064645,9.869201,-0.0002,-0.000506,-0.001808,60.9,-12.24,-1.68,258.8838,-0.4065,-0.1769,55.814102,37.500412,208.2,20.585,7441
0.035914,0.076617,9.885961,-0.0002,0.000105,0.001247,60.9,-12.24,-1.68,258.8838,-0.4065,-0.1769,55.814102,37.500412,208.2,20.585,7451
0.035914,0.076617,9.885961,-0.002033,-0.000506,-0.001197,62.4,-16.62,-2.64,258.8838,-0.4065,-0.1769,55.814102,37.500412,208.2,20.585,7460
0.047885,0.088588,9.883567,-0.0002,-0.001728,-0.000586,62.4,-16.62,-2.64,258.8838,-0.4065,-0.1769,55.814102,37.500412,208.2,20.585,7470
0.040703,0.069434,9.864412,-0.000811,0.002549,2.5E-05,64.08,-19.62,-2.28,252.6582,-0.4004,-0.1721,55.814102,37.500412,208.2,20.585,7481
0.035914,0.06704,9.866806,0.000411,0.001327,0.000636,64.08,-19.62,-2.28,252.6582,-0.4004,-0.1721,55.814102,37.500412,208.2,20.585,7491
0.035914,0.06704,9.866806,-0.002033,0.000716,-0.001197,66.24,-21.72,-1.5,252.6582,-0.4004,-0.1721,55.814102,37.500412,208.2,20.585,7500
0.009577,0.071828,9.866806,-0.002033,0.000716,-0.001197,66.24,-21.72,-1.5,252.6582,-0.4004,-0.1721,55.814102,37.500412,208.2,20.585,7511
0.01676,0.06704,9.840469,0.002243,0.003159,0.002469,69.3,-24.3,-1.02,250.8263,-0.4014,-0.1701,55.814102,37.500412,208.2,20.585,7520
0.007183,0.081405,9.866806,0.000411,0.000105,-0.000586,70.8,-25.32,-0.66,250.8263,-0.4014,-0.1701,55.814102,37.500412,208.2,20.585,7531
0.007183,0.081405,9.866806,0.001632,-0.002338,2.5E-05,70.8,-25.32,-0.66,250.8263,-0.4014,-0.1701,55.814102,37.500412,208.2,20.585,7541
0.007183,0.069434,9.847652,-0.0002,-0.002338,-0.001808,75.54,-25.44,0.48,250.8263,-0.4014,-0.1701,55.814102,37.500412,208.2,20.585,7551
0.031126,0.071828,9.864412,0.001021,0.000716,0.00369,75.54,-25.44,0.48,250.8263,-0.4014,-0.1701,55.814102,37.500412,208.2,20.585,7561
0.045491,0.069434,9.835681,0.002854,-0.001117,0.001247,79.56,-24.3,1.98,253.2897,-0.3988,-0.1675,55.814102,37.500412,208.2,20.585,7571
0.045491,0.076617,9.847652,-0.0002,0.000716,-0.001197,81.6,-24.36,2.04,253.2897,-0.3988,-0.1675,55.814102,37.500412,208.2,20.585,7581
0.05028,0.076617,9.847652,-0.000811,-0.001728,-0.003029,81.6,-24.36,2.04,253.2897,-0.3988,-0.1675,55.814102,37.500412,208.2,20.585,7591
0.03352,0.069434,9.850046,-0.000811,0.003159,0.001858,86.04,-23.82,2.88,253.2897,-0.3988,-0.1675,55.814102,37.500412,208.2,20.585,7601
0.035914,0.071828,9.866806,-0.002033,-0.001117,0.000636,86.04,-23.82,2.88,253.2897,-0.3988,-0.1675,55.814102,37.500412,208.2,20.585,7612
0.035914,0.071828,9.866806,-0.002033,-0.001117,0.000636,91.02,-20.94,3,256.9908,-0.4,-0.1669,55.814102,37.500412,208.2,20.585,7620
0.019154,0.06704,9.878778,-0.000811,-0.000506,-0.002418,93.54,-19.5,3.18,256.9908,-0.4,-0.1669,55.814102,37.500412,208.2,20.585,7631
0.021548,0.057463,9.871595,-0.000811,0.000105,2.5E-05,93.54,-19.5,3.18,256.9908,-0.4,-0.1669,55.814102,37.500412,208.2,20.585,7641
0.028731,0.069434,9.842864,-0.001422,-0.000506,0.001247,98.28,-17.16,3.48,256.9908,-0.4,-0.1669,55.814102,37.500412,208.2,20.585,7651
0.028731,0.069434,9.842864,0.001632,0.003159,0.001858,98.28,-17.16,3.48,256.9908,-0.4,-0.1669,55.814102,37.500412,208.2,20.585,7661
0.03352,0.055068,9.862018,-0.0002,-0.001117,0.001247,102.54,-13.5,4.14,262.7893,-0.4036,-0.1684,55.814102,37.500412,208.2,20.585,7670
0.045491,0.071828,9.883567,0.001632,0.000716,2.5E-05,104.28,-11.52,4.5,262.7893,-0.4036,-0.1684,55.814102,37.500412,208.2,20.585,7681
0.045491,0.071828,9.883567,-0.000811,0.002549,-0.000586,104.28,-11.52,4.5,262.7893,-0.4036,-0.1684,55.814102,37.500412,208.2,20.585,7691
0.038308,0.071828,9.859624,-0.001422,-0.002338,-0.001197,106.68,-4.92,4.92,262.7893,-0.4036,-0.1684,55.814102,37.500412,208.2,20.585,7701
0.040703,0.064645,9.838076,-0.001422,-0.002338,-0.001197,106.68,-4.92,4.92,262.7893,-0.4036,-0.1684,55.814102,37.500412,208.2,20.585,7711
0.011971,0.05028,9.821315,-0.002033,-0.001117,-0.001197,108.06,3.9,6.36,272.0977,-0.4059,-0.1643,55.814102,37.500412,208.2,20.585,7721
