ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Accuracy ( m),Time since start in ms 
0.021548,0.052674,9.883567,0.001021,-0.001728,2.5E-05,28.56,-22.08,-5.94,232.8814,-0.437,-0.2263,55.814102,37.500412,208.2,20.585,21
0.045491,0.069434,9.859624,-0.002033,0.000716,-0.001808,28.08,-22.26,-5.64,231.9244,-0.4406,-0.2275,55.814102,37.500412,208.2,20.585,31
0.045491,0.069434,9.859624,-0.002033,0.000716,-0.001808,28.08,-22.26,-5.64,231.9244,-0.4406,-0.2275,55.814102,37.500412,208.2,20.585,41
0.055068,0.102954,9.866806,0.001021,-0.000506,-0.001808,28.26,-21.84,-5.34,231.9244,-0.4406,-0.2275,55.814102,37.500412,208.2,20.585,50
0.023943,0.076617,9.871595,-0.0002,0.002549,0.001858,28.5,-21.12,-4.62,231.9244,-0.4406,-0.2275,55.814102,37.500412,208.2,20.585,61
0.023943,0.076617,9.871595,-0.0002,0.001327,0.001858,28.5,-21.12,-4.62,231.9244,-0.4406,-0.2275,55.814102,37.500412,208.2,20.585,71
0.040703,0.071828,9.857229,-0.000811,-0.000506,0.000636,28.56,-20.88,-5.04,234.1578,-0.4401,-0.2224,55.814102,37.500412,208.2,20.585,80
0.038308,0.079011,9.873989,-0.0002,0.000716,-0.001808,28.8,-20.7,-5.4,234.1578,-0.4401,-0.2224,55.814102,37.500412,208.2,20.585,91
0.038308,0.079011,9.873989,-0.0002,0.001327,0.001858,28.8,-20.7,-5.4,234.1578,-0.4401,-0.2224,55.814102,37.500412,208.2,20.585,101
0.028731,0.062251,9.871595,-0.001422,-0.001117,0.001858,28.86,-20.82,-5.22,234.1578,-0.4401,-0.2224,55.814102,37.500412,208.2,20.585,111
0.021548,0.093377,9.895537,0.001021,-0.000506,-0.000586,28.86,-20.82,-5.22,234.1578,-0.4401,-0.2224,55.814102,37.500412,208.2,20.585,121
0.035914,0.095771,9.890749,-0.002033,-0.002949,0.000636,28.8,-21.66,-5.1,232.8808,-0.4395,-0.2141,55.814102,37.500412,208.2,20.585,131
0.026337,0.086194,9.890749,0.002243,-0.001728,-0.001808,28.8,-21.66,-5.1,232.8808,-0.4395,-0.2141,55.814102,37.500412,208.2,20.585,141
0.026337,0.086194,9.890749,0.002243,0.001327,0.00369,29.22,-22.02,-4.68,232.8808,-0.4395,-0.2141,55.814102,37.500412,208.2,20.585,151
0.035914,0.074223,9.881172,-0.000811,-0.001117,2.5E-05,29.22,-22.02,-4.68,232.8808,-0.4395,-0.2141,55.814102,37.500412,208.2,20.585,161
0.01676,0.062251,9.888355,0.001632,0.000716,2.5E-05,29.58,-21.78,-4.5,233.7974,-0.4439,-0.2073,55.814102,37.500412,208.2,20.585,171
0.03352,0.06704,9.881172,0.000411,0.000105,-0.001808,29.58,-21.78,-4.5,233.7974,-0.4439,-0.2073,55.814102,37.500412,208.2,20.585,180
0.035914,0.076617,9.883567,0.000411,-0.001728,-0.002418,28.68,-21.72,-4.92,233.7974,-0.4439,-0.2073,55.814102,37.500412,208.2,20.585,191
0.035914,0.076617,9.883567,-0.001422,-0.001728,-0.00364,28.68,-21.72,-4.92,233.7974,-0.4439,-0.2073,55.814102,37.500412,208.2,20.585,200
0.059857,0.069434,9.888355,-0.001422,0.001938,-0.002418,28.8,-21.06,-4.98,234.1567,-0.4446,-0.2012,55.814102,37.500412,208.2,20.585,211
0.035914,0.071828,9.897932,-0.001422,0.001327,0.001247,28.8,-21.06,-4.98,234.1567,-0.4446,-0.2012,55.814102,37.500412,208.2,20.585,221
0.031126,0.076617,9.876384,0.002243,-0.001117,0.000636,29.64,-20.64,-5.46,234.1567,-0.4446,-0.2012,55.814102,37.500412,208.2,20.585,230
0.031126,0.086194,9.881172,0.000411,0.000716,0.003079,29.4,-20.7,-5.22,234.1567,-0.4446,-0.2012,55.814102,37.500412,208.2,20.585,242
0.031126,0.086194,9.881172,-0.000811,-0.00356,-0.002418,29.4,-20.7,-5.22,234.1567,-0.4446,-0.2012,55.814102,37.500412,208.2,20.585,251
0.026337,0.088588,9.881172,-0.002033,-0.001117,-0.000586,29.1,-20.94,-5.46,234.1565,-0.4443,-0.1992,55.814102,37.500412,208.2,20.585,261
0.055068,0.076617,9.907509,0.000411,0.000105,0.000636,29.1,-20.94,-5.46,234.1565,-0.4443,-0.1992,55.814102,37.500412,208.2,20.585,271
0.03352,0.076617,9.912297,0.000411,0.00377,2.5E-05,29.22,-21.84,-4.98,234.1565,-0.4443,-0.1992,55.814102,37.500412,208.2,20.585,280
0.03352,0.074223,9.888355,0.000411,0.00377,2.5E-05,29.22,-21.84,-4.98,234.1565,-0.4443,-0.1992,55.814102,37.500412,208.2,20.585,291
0.03352,0.074223,9.888355,-0.000811,0.001327,-0.001197,28.68,-21.72,-5.04,232.8804,-0.4446,-0.2011,55.814102,37.500412,208.2,20.585,301
0.021548,0.090982,9.866806,0.004076,-0.000506,0.001858,28.68,-21.72,-5.04,232.8804,-0.4446,-0.2011,55.814102,37.500412,208.2,20.585,310
0.035914,0.071828,9.883567,0.002243,0.001938,-0.000586,28.62,-21.72,-5.46,232.8804,-0.4446,-0.2011,55.814102,37.500412,208.2,20.585,322
0.023943,0.076617,9.890749,-0.002033,0.000105,-0.001808,28.62,-21.72,-5.46,232.8804,-0.4446,-0.2011,55.814102,37.500412,208.2,20.585,331
0.023943,0.076617,9.890749,-0.002033,0.000105,-0.001808,29.34,-21.36,-5.46,234.1569,-0.4466,-0.2008,55.814102,37.500412,208.2,20.585,340
0.062251,0.059857,9.864412,-0.0002,-0.001728,-0.003029,29.34,-21.36,-5.46,234.1569,-0.4466,-0.2008,55.814102,37.500412,208.2,20.585,351
0.055068,0.069434,9.871595,0.001632,-0.00356,-0.000586,29.52,-21.36,-5.82,234.1569,-0.4466,-0.2008,55.814102,37.500412,208.2,20.585,361
0.035914,0.086194,9.869201,0.001021,-0.001728,0.001247,29.52,-21.36,-5.82,234.1569,-0.4466,-0.2008,55.814102,37.500412,208.2,20.585,371
0.035914,0.086194,9.869201,0.001632,-0.000506,-0.001808,29.28,-21.6,-5.4,232.8798,-0.4405,-0.2,55.814102,37.500412,208.2,20.585,381
0.035914,0.069434,9.881172,-0.002033,0.000105,0.000636,29.28,-21.6,-5.4,232.8798,-0.4405,-0.2,55.814102,37.500412,208.2,20.585,391
0.052674,0.076617,9.878778,0.001632,0.000716,2.5E-05,29.34,-21.72,-5.46,232.8798,-0.4405,-0.2,55.814102,37.500412,208.2,20.585,401
0.031126,0.071828,9.917087,0.000411,0.001327,-0.000586,29.34,-21.72,-5.46,232.8798,-0.4405,-0.2,55.814102,37.500412,208.2,20.585,411
0.035914,0.064645,9.869201,-0.000811,0.001327,-0.002418,29.04,-22.08,-5.28,232.88,-0.4342,-0.2121,55.814102,37.500412,208.2,20.585,420
0.035914,0.064645,9.869201,-0.002033,-0.002949,2.5E-05,29.04,-22.14,-5.1,232.88,-0.4342,-0.2121,55.814102,37.500412,208.2,20.585,431
0.040703,0.079011,9.864412,-0.002033,-0.002338,2.5E-05,29.04,-22.14,-5.1,232.88,-0.4342,-0.2121,55.814102,37.500412,208.2,20.585,441
0.026337,0.069434,9.890749,-0.002033,-0.002338,2.5E-05,28.56,-22.14,-4.74,232.88,-0.4342,-0.2121,55.814102,37.500412,208.2,20.585,451
0.047885,0.074223,9.883567,-0.001422,0.000105,-0.001808,28.44,-21.96,-5.04,231.9094,-0.4341,-0.2203,55.814102,37.500412,208.2,20.585,461
0.047885,0.074223,9.883567,0.000411,-0.000506,-0.001197,28.44,-21.96,-5.04,231.9094,-0.4341,-0.2203,55.814102,37.500412,208.2,20.585,471
0.043097,0.071828,9.866806,-0.001422,-0.001117,2.5E-05,28.68,-21.48,-5.46,231.9094,-0.4341,-0.2203,55.814102,37.500412,208.2,20.585,481
0.045491,0.074223,9.878778,0.001632,0.000716,2.5E-05,28.68,-21.48,-5.46,231.9094,-0.4341,-0.2203,55.814102,37.500412,208.2,20.585,490
0.031126,0.069434,9.850046,-0.001422,0.001327,2.5E-05,28.44,-21.36,-5.16,233.1977,-0.4286,-0.2233,55.814102,37.500412,208.2,20.585,501
0.035914,0.081405,9.857229,-0.000811,0.001327,-0.000586,28.56,-21.54,-5.16,233.1977,-0.4286,-0.2233,55.814102,37.500412,208.2,20.585,511
0.035914,0.081405,9.857229,-0.000811,0.001938,-0.000586,28.56,-21.54,-5.16,233.1977,-0.4286,-0.2233,55.814102,37.500412,208.2,20.585,522
0.026337,0.081405,9.866806,0.001021,0.001938,0.000636,28.86,-22.02,-5.1,233.1977,-0.4286,-0.2233,55.814102,37.500412,208.2,20.585,531
0.03352,0.069434,9.873989,0.000411,-0.000506,0.001247,28.86,-22.02,-5.1,233.1977,-0.4286,-0.2233,55.814102,37.500412,208.2,20.585,541
0.026337,0.081405,9.838076,0.000411,0.000716,0.001247,28.92,-22.08,-5.1,232.8801,-0.4238,-0.2288,55.814102,37.500412,208.2,20.585,551
0.026337,0.081405,9.838076,-0.000811,-0.001117,0.000636,29.22,-21.42,-5.1,232.8801,-0.4238,-0.2288,55.814102,37.500412,208.2,20.585,561
0.026337,0.06704,9.859624,0.001632,0.000105,-0.000586,29.22,-21.42,-5.1,232.8801,-0.4238,-0.2288,55.814102,37.500412,208.2,20.585,571
0.043097,0.074223,9.883567,-0.002644,-0.001728,-0.001197,28.92,-21,-4.92,232.8801,-0.4238,-0.2288,55.814102,37.500412,208.2,20.585,581
0.043097,0.074223,9.883567,-0.002644,-0.001728,-0.001197,28.92,-21,-4.92,232.8801,-0.4238,-0.2288,55.814102,37.500412,208.2,20.585,591
0.035914,0.076617,9.866806,-0.0002,0.000105,-0.00364,28.62,-21.42,-5.52,234.1694,-0.4308,-0.2142,55.814102,37.500412,208.2,20.585,601
0.05028,0.081405,9.885961,-0.002033,-0.001728,-0.002418,28.8,-21.48,-5.94,234.1694,-0.4308,-0.2142,55.814102,37.500412,208.2,20.585,611
0.040703,0.071828,9.866806,-0.002033,-0.001728,-0.001197,28.8,-21.48,-5.94,234.1694,-0.4308,-0.2142,55.814102,37.500412,208.2,20.585,621
0.052674,0.071828,9.866806,-0.001422,-0.000506,0.000636,28.86,-21.48,-6.06,234.1694,-0.4308,-0.2142,55.814102,37.500412,208.2,20.585,631
0.052674,0.071828,9.866806,-0.000811,0.004381,0.001858,28.86,-21.48,-6.06,234.1694,-0.4308,-0.2142,55.814102,37.500412,208.2,20.585,641
0.031126,0.079011,9.857229,-0.000811,0.000716,0.000636,28.5,-21.36,-5.34,234.1563,-0.4343,-0.2119,55.814102,37.500412,208.2,20.585,651
0.021548,0.0838,9.866806,0.000411,-0.001728,0.003079,28.98,-21.18,-5.34,234.1563,-0.4343,-0.2119,55.814102,37.500412,208.2,20.585,660
0.043097,0.081405,9.864412,0.001632,-0.000506,0.001247,28.98,-21.18,-5.34,234.1563,-0.4343,-0.2119,55.814102,37.500412,208.2,20.585,671
0.043097,0.074223,9.871595,0.001632,0.001327,0.002469,28.92,-21.42,-5.82,234.1563,-0.4343,-0.2119,55.814102,37.500412,208.2,20.585,681
0.043097,0.074223,9.871595,0.001632,0.001327,0.002469,28.92,-21.42,-5.82,234.1563,-0.4343,-0.2119,55.814102,37.500412,208.2,20.585,691
0.035914,0.081405,9.873989,-0.001422,-0.001728,-0.001197,28.98,-21.9,-5.58,232.8929,-0.4308,-0.2157,55.814102,37.500412,208.2,20.585,701
0.035914,0.069434,9.871595,-0.0002,0.000716,-0.000586,28.98,-21.9,-5.58,232.8929,-0.4308,-0.2157,55.814102,37.500412,208.2,20.585,710
0.028731,0.088588,9.883567,0.001021,-0.000506,0.001858,28.8,-21.36,-4.86,232.8929,-0.4308,-0.2157,55.814102,37.500412,208.2,20.585,721
0.028731,0.088588,9.883567,-0.000811,-0.002338,0.001858,28.8,-21.36,-4.86,232.8929,-0.4308,-0.2157,55.814102,37.500412,208.2,20.585,732
0.031126,0.055068,9.876384,-0.000811,0.000716,0.000636,29.04,-21.48,-4.62,234.156,-0.4286,-0.2169,55.814102,37.500412,208.2,20.585,741
0.026337,0.06704,9.873989,-0.002644,-0.001728,0.000636,29.04,-21.48,-4.62,234.156,-0.4286,-0.2169,55.814102,37.500412,208.2,20.585,750
0.031126,0.071828,9.854836,0.000411,0.000105,-0.000586,28.86,-22.02,-5.04,234.156,-0.4286,-0.2169,55.814102,37.500412,208.2,20.585,761
0.031126,0.071828,9.854836,-0.000811,-0.00356,0.001247,28.86,-22.02,-5.04,234.156,-0.4286,-0.2169,55.814102,37.500412,208.2,20.585,771
0.028731,0.06704,9.864412,0.001632,-0.001728,-0.000586,28.74,-21.3,-4.98,234.1557,-0.4259,-0.2163,55.814102,37.500412,208.2,20.585,781
0.040703,0.055068,9.857229,0.001632,-0.001728,-0.000586,28.74,-21.3,-4.98,234.1557,-0.4259,-0.2163,55.814102,37.500412,208.2,20.585,791
0.035914,0.076617,9.835681,-0.001422,0.002549,0.001858,29.16,-20.82,-4.2,234.1557,-0.4259,-0.2163,55.814102,37.500412,208.2,20.585,801
0.035914,0.076617,9.835681,-0.000811,0.000105,2.5E-05,28.86,-21.12,-4.56,234.1557,-0.4259,-0.2163,55.814102,37.500412,208.2,20.585,811
0.038308,0.064645,9.869201,0.002243,0.000105,0.000636,28.86,-21.12,-4.56,234.1557,-0.4259,-0.2163,55.814102,37.500412,208.2,20.585,821
0.035914,0.069434,9.893144,0.000411,0.001938,-0.001197,28.32,-22.02,-5.04,231.9078,-0.4256,-0.2125,55.814102,37.500412,208.2,20.585,832
0.028731,0.081405,9.850046,0.001632,-0.001117,0.002469,28.32,-22.02,-5.04,231.9078,-0.4256,-0.2125,55.814102,37.500412,208.2,20.585,840
0.03352,0.074223,9.854836,-0.000811,-0.001117,0.001247,28.86,-22.02,-5.22,231.9078,-0.4256,-0.2125,55.814102,37.500412,208.2,20.585,851
0.03352,0.074223,9.854836,0.000411,-0.001117,-0.001197,29.4,-21.9,-4.44,231.9078,-0.4256,-0.2125,55.814102,37.500412,208.2,20.585,860
0.038308,0.074223,9.852441,-0.0002,0.000105,0.000636,29.4,-21.9,-4.44,231.9078,-0.4256,-0.2125,55.814102,37.500412,208.2,20.585,871
0.038308,0.062251,9.854836,-0.0002,-0.001728,0.001858,29.04,-21.72,-4.32,232.8662,-0.4233,-0.2147,55.814102,37.500412,208.2,20.585,881
0.038308,0.062251,9.850046,-0.0002,-0.001728,0.001858,29.04,-21.72,-4.32,232.8662,-0.4233,-0.2147,55.814102,37.500412,208.2,20.585,891
0.031126,0.069434,9.842864,-0.001422,0.000716,0.000636,28.68,-21.78,-4.98,232.8662,-0.4233,-0.2147,55.814102,37.500412,208.2,20.585,901
0.031126,0.069434,9.842864,-0.001422,0.000716,2.5E-05,28.68,-21.72,-4.62,232.8662,-0.4233,-0.2147,55.814102,37.500412,208.2,20.585,911
0.038308,0.079011,9.850046,0.002854,0.000105,0.000636,28.68,-21.72,-4.62,232.8662,-0.4233,-0.2147,55.814102,37.500412,208.2,20.585,921
0.03352,0.069434,9.859624,-0.0002,0.001327,0.001247,28.26,-21.6,-4.02,231.8948,-0.4279,-0.2099,55.814102,37.500412,208.2,20.585,931
0.05028,0.076617,9.876384,0.001632,0.000716,0.000636,28.26,-21.6,-4.02,231.8948,-0.4279,-0.2099,55.814102,37.500412,208.2,20.585,940
0.040703,0.071828,9.866806,0.002243,0.000105,0.001247,27.96,-20.88,-4.62,231.8948,-0.4279,-0.2099,55.814102,37.500412,208.2,20.585,951
0.040703,0.071828,9.866806,-0.000811,0.000716,-0.001808,28.02,-20.34,-4.74,231.8948,-0.4279,-0.2099,55.814102,37.500412,208.2,20.585,961
0.038308,0.0838,9.866806,-0.002033,-0.000506,-0.001197,28.02,-20.34,-4.74,231.8948,-0.4279,-0.2099,55.814102,37.500412,208.2,20.585,971
0.014366,0.071828,9.866806,0.002243,0.000716,0.001247,28.92,-20.34,-4.68,235.4744,-0.4285,-0.212,55.814102,37.500412,208.2,20.585,980
0.014366,0.071828,9.866806,0.002243,0.000716,0.001247,28.92,-20.34,-4.68,235.4744,-0.4285,-0.212,55.814102,37.500412,208.2,20.585,991
0.038308,0.071828,9.859624,0.002243,-0.001117,-0.001197,29.52,-21.24,-5.16,235.4744,-0.4285,-0.212,55.814102,37.500412,208.2,20.585,1000
0.035914,0.064645,9.854836,-0.0002,-0.001117,0.001247,28.92,-21.48,-4.92,235.4744,-0.4285,-0.212,55.814102,37.500412,208.2,20.585,1011
0.047885,0.0838,9.873989,-0.0002,0.00377,-0.001197,28.92,-21.48,-4.92,235.4744,-0.4285,-0.212,55.814102,37.500412,208.2,20.585,1023
0.047885,0.0838,9.873989,-0.001422,0.000105,0.001247,28.02,-22.14,-4.68,231.9084,-0.4324,-0.2095,55.814102,37.500412,208.2,20.585,1032
0.040703,0.090982,9.883567,-0.001422,0.000105,0.001247,28.02,-22.14,-4.68,231.9084,-0.4324,-0.2095,55.814102,37.500412,208.2,20.585,1040
0.031126,0.071828,9.869201,-0.000811,0.000716,0.000636,28.32,-21.66,-4.74,231.9084,-0.4324,-0.2095,55.814102,37.500412,208.2,20.585,1051
0.031126,0.071828,9.869201,0.004076,-0.000506,-0.000586,28.32,-21.66,-4.74,231.9084,-0.4324,-0.2095,55.814102,37.500412,208.2,20.585,1061
0.040703,0.06704,9.840469,0.000411,0.000105,0.001858,28.2,-21.78,-4.86,231.9084,-0.4324,-0.2095,55.814102,37.500412,208.2,20.585,1071
0.023943,0.081405,9.881172,0.000411,-0.001117,0.000636,28.74,-20.82,-4.74,234.1553,-0.4272,-0.2096,55.814102,37.500412,208.2,20.585,1080
0.045491,0.0838,9.866806,0.001021,0.001327,0.000636,28.74,-20.82,-4.74,234.1553,-0.4272,-0.2096,55.814102,37.500412,208.2,20.585,1091
0.045491,0.074223,9.893144,-0.0002,-0.001117,-0.001197,28.74,-20.82,-5.04,234.1553,-0.4272,-0.2096,55.814102,37.500412,208.2,20.585,1101
0.045491,0.074223,9.893144,0.000411,0.000716,-0.002418,28.5,-21.24,-5.7,234.1553,-0.4272,-0.2096,55.814102,37.500412,208.2,20.585,1111
0.059857,0.071828,9.869201,0.000411,-0.001728,2.5E-05,28.5,-21.24,-5.7,234.1553,-0.4272,-0.2096,55.814102,37.500412,208.2,20.585,1121
0.055068,0.079011,9.852441,-0.000811,-0.000506,-0.001808,28.14,-21.3,-5.76,233.2107,-0.4324,-0.2107,55.814102,37.500412,208.2,20.585,1131
0.057463,0.076617,9.873989,0.000411,-0.001117,0.002469,28.14,-21.3,-5.76,233.2107,-0.4324,-0.2107,55.814102,37.500412,208.2,20.585,1141
0.007183,0.0838,9.862018,0.000411,-0.001117,0.002469,28.26,-21.6,-5.52,233.2107,-0.4324,-0.2107,55.814102,37.500412,208.2,20.585,1150
0.007183,0.0838,9.862018,-0.002033,-0.001728,2.5E-05,28.26,-21.6,-5.52,233.2107,-0.4324,-0.2107,55.814102,37.500412,208.2,20.585,1161
0.047885,0.074223,9.876384,-0.0002,-0.001728,-0.000586,28.86,-21.6,-5.22,232.8797,-0.4333,-0.2087,55.814102,37.500412,208.2,20.585,1171
0.052674,0.074223,9.876384,-0.001422,0.000716,0.001247,28.86,-21.6,-5.22,232.8797,-0.4333,-0.2087,55.814102,37.500412,208.2,20.585,1181
0.026337,0.069434,9.866806,-0.002033,0.001327,2.5E-05,28.5,-21.48,-4.86,232.8797,-0.4333,-0.2087,55.814102,37.500412,208.2,20.585,1191
0.040703,0.071828,9.883567,0.002243,0.002549,0.002469,28.5,-21.48,-4.86,232.8797,-0.4333,-0.2087,55.814102,37.500412,208.2,20.585,1200
0.040703,0.071828,9.883567,0.000411,0.000716,0.001247,28.38,-21.78,-5.28,231.9085,-0.4341,-0.2091,55.814102,37.500412,208.2,20.585,1211
0.052674,0.079011,9.885961,0.000411,0.001327,0.001247,28.38,-21.78,-5.28,231.9085,-0.4341,-0.2091,55.814102,37.500412,208.2,20.585,1220
0.045491,0.076617,9.888355,0.002243,0.000105,-0.001197,28.5,-21.24,-4.86,231.9085,-0.4341,-0.2091,55.814102,37.500412,208.2,20.585,1231
0.045491,0.081405,9.866806,0.001632,0.001938,0.002469,28.5,-21.24,-4.86,231.9085,-0.4341,-0.2091,55.814102,37.500412,208.2,20.585,1241
0.03352,0.064645,9.873989,0.000411,0.00377,2.5E-05,28.2,-21.36,-4.44,233.1835,-0.4336,-0.2065,55.814102,37.500412,208.2,20.585,1250
0.03352,0.064645,9.873989,0.000411,-0.002949,-0.001197,28.56,-21,-4.56,233.1835,-0.4336,-0.2065,55.814102,37.500412,208.2,20.585,1261
0.03352,0.071828,9.864412,0.003465,-0.002338,-0.001197,28.56,-21,-4.56,233.1835,-0.4336,-0.2065,55.814102,37.500412,208.2,20.585,1271
0.05028,0.06704,9.888355,0.000411,0.000105,0.000636,29.04,-21.18,-4.74,233.1835,-0.4336,-0.2065,55.814102,37.500412,208.2,20.585,1281
0.026337,0.0838,9.876384,-0.002644,-0.001728,0.000636,29.04,-21.18,-4.74,233.1835,-0.4336,-0.2065,55.814102,37.500412,208.2,20.585,1290
0.026337,0.0838,9.876384,0.000411,0.000716,0.000636,28.74,-21.06,-5.76,234.1692,-0.4344,-0.2069,55.814102,37.500412,208.2,20.585,1301
0.045491,0.0838,9.883567,-0.0002,0.000105,0.00369,28.5,-21.36,-6.18,234.1692,-0.4344,-0.2069,55.814102,37.500412,208.2,20.585,1311
0.040703,0.086194,9.876384,-0.001422,-0.002949,0.00369,28.5,-21.36,-6.18,234.1692,-0.4344,-0.2069,55.814102,37.500412,208.2,20.585,1321
0.040703,0.059857,9.881172,0.000411,-0.000506,0.002469,27.84,-21.54,-6.6,234.1692,-0.4344,-0.2069,55.814102,37.500412,208.2,20.585,1331
0.040703,0.086194,9.869201,-0.002033,-0.001117,0.001858,27.84,-21.54,-6.6,234.1692,-0.4344,-0.2069,55.814102,37.500412,208.2,20.585,1341
0.040703,0.086194,9.869201,0.001021,0.000105,-0.001197,28.56,-21.54,-6.54,232.9052,-0.4277,-0.2128,55.814102,37.500412,208.2,20.585,1351
0.028731,0.074223,9.883567,-0.002033,-0.002338,2.5E-05,28.56,-21.54,-6.54,232.9052,-0.4277,-0.2128,55.814102,37.500412,208.2,20.585,1361
0.038308,0.071828,9.869201,-0.0002,-0.001728,0.001858,28.98,-21.54,-5.82,232.9052,-0.4277,-0.2128,55.814102,37.500412,208.2,20.585,1371
0.038308,0.071828,9.857229,-0.001422,0.001327,2.5E-05,28.98,-21.54,-5.82,232.9052,-0.4277,-0.2128,55.814102,37.500412,208.2,20.585,1380
0.043097,0.069434,9.900327,-0.001422,0.001327,2.5E-05,28.26,-21.48,-4.98,233.1965,-0.4245,-0.2139,55.814102,37.500412,208.2,20.585,1392
0.043097,0.069434,9.900327,-0.0002,0.001938,-0.001197,28.26,-21.48,-4.98,233.1965,-0.4245,-0.2139,55.814102,37.500412,208.2,20.585,1400
0.03352,0.064645,9.857229,0.002243,-0.002949,0.000636,28.38,-21.6,-5.22,233.1965,-0.4245,-0.2139,55.814102,37.500412,208.2,20.585,1411
0.035914,0.074223,9.857229,0.000411,-0.00356,-0.000586,28.38,-21.6,-5.22,233.1965,-0.4245,-0.2139,55.814102,37.500412,208.2,20.585,1421
0.047885,0.107742,9.881172,0.001021,0.001938,-0.000586,29.1,-21.12,-5.4,234.1553,-0.4224,-0.2164,55.814102,37.500412,208.2,20.585,1431
0.043097,0.093377,9.866806,-0.001422,0.000105,-0.001808,29.1,-21.12,-5.4,234.1553,-0.4224,-0.2164,55.814102,37.500412,208.2,20.585,1441
0.043097,0.093377,9.866806,0.000411,-0.001728,-0.001808,29.1,-21.24,-5.34,234.1553,-0.4224,-0.2164,55.814102,37.500412,208.2,20.585,1451
0.038308,0.081405,9.864412,0.000411,-0.001728,-0.001808,29.1,-21.24,-5.34,234.1553,-0.4224,-0.2164,55.814102,37.500412,208.2,20.585,1461
0.040703,0.057463,9.895537,-0.000811,-0.002949,0.001247,28.86,-21.66,-5.64,232.8927,-0.4247,-0.2214,55.814102,37.500412,208.2,20.585,1471
0.038308,0.064645,9.890749,-0.000811,-0.001728,0.000636,28.86,-21.66,-5.64,232.8927,-0.4247,-0.2214,55.814102,37.500412,208.2,20.585,1480
0.05028,0.076617,9.847652,-0.0002,0.002549,2.5E-05,28.32,-22.2,-6.36,232.8927,-0.4247,-0.2214,55.814102,37.500412,208.2,20.585,1491
0.05028,0.076617,9.847652,0.002243,0.000716,0.004301,28.32,-22.2,-6.36,232.8927,-0.4247,-0.2214,55.814102,37.500412,208.2,20.585,1500
0.03352,0.074223,9.869201,0.002243,-0.000506,0.001858,28.08,-22.86,-6.24,230.6768,-0.4267,-0.2215,55.814102,37.500412,208.2,20.585,1511
0.01676,0.090982,9.881172,0.002243,-0.000506,-0.001808,28.08,-22.86,-6.24,230.6768,-0.4267,-0.2215,55.814102,37.500412,208.2,20.585,1520
0.031126,0.06704,9.862018,-0.000811,0.002549,-0.001197,29.16,-22.08,-6.12,230.6768,-0.4267,-0.2215,55.814102,37.500412,208.2,20.585,1531
0.026337,0.076617,9.850046,-0.001422,-0.002338,-0.001197,29.16,-22.08,-6.12,230.6768,-0.4267,-0.2215,55.814102,37.500412,208.2,20.585,1541
0.026337,0.076617,9.850046,0.002854,-0.002338,0.001858,29.4,-21.18,-6.12,234.1696,-0.4322,-0.2152,55.814102,37.500412,208.2,20.585,1550
0.055068,0.081405,9.862018,0.001632,0.003159,0.002469,29.4,-21.18,-6.12,234.1696,-0.4322,-0.2152,55.814102,37.500412,208.2,20.585,1561
0.059857,0.090982,9.885961,0.001632,0.003159,0.002469,28.8,-20.82,-5.94,234.1696,-0.4322,-0.2152,55.814102,37.500412,208.2,20.585,1570
0.059857,0.071828,9.854836,0.001632,-0.000506,0.001858,28.8,-20.82,-5.94,234.1696,-0.4322,-0.2152,55.814102,37.500412,208.2,20.585,1581
0.045491,0.086194,9.862018,0.002243,0.001938,0.000636,28.74,-21,-5.16,234.1563,-0.4345,-0.2108,55.814102,37.500412,208.2,20.585,1591
0.045491,0.086194,9.862018,-0.003255,0.000105,-0.001197,28.74,-21,-5.16,234.1563,-0.4345,-0.2108,55.814102,37.500412,208.2,20.585,1602
0.045491,0.079011,9.862018,0.000411,-0.001117,-0.001197,28.74,-21.24,-5.46,234.1563,-0.4345,-0.2108,55.814102,37.500412,208.2,20.585,1610
0.019154,0.074223,9.859624,0.000411,-0.001117,-0.000586,28.74,-21.24,-5.46,234.1563,-0.4345,-0.2108,55.814102,37.500412,208.2,20.585,1621
0.040703,0.071828,9.897932,0.000411,-0.001117,-0.002418,29.04,-20.7,-6.48,234.1698,-0.435,-0.2131,55.814102,37.500412,208.2,20.585,1630
0.01676,0.06704,9.869201,-0.002644,0.001938,-0.001197,29.04,-20.7,-6.48,234.1698,-0.435,-0.2131,55.814102,37.500412,208.2,20.585,1641
0.01676,0.06704,9.869201,-0.0002,0.001938,-0.001808,29.22,-21,-6.42,234.1698,-0.435,-0.2131,55.814102,37.500412,208.2,20.585,1650
0.026337,0.0838,9.878778,-0.001422,-0.001728,2.5E-05,29.22,-21,-6.42,234.1698,-0.435,-0.2131,55.814102,37.500412,208.2,20.585,1661
