ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),,,,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms 
-0.01676,-0.019154,9.967366,,,,-0.0004,-0.000345,-0.002307,-19.32,-13.86,-48.36,126.3855,0.128,0.1726,32
-0.026337,-0.028731,9.967366,,,,0.000822,-0.000345,0.000748,-19.32,-13.86,-48.36,126.3855,0.128,0.1726,42
-0.038308,-0.01676,9.979338,,,,-0.0004,-0.000345,0.001969,-18.6,-14.34,-47.94,126.3855,0.128,0.1726,52
-0.03352,-0.014366,9.974549,,,,0.000211,-0.000345,0.003191,-18.42,-14.52,-47.88,126.3855,0.128,0.1726,62
-0.03352,-0.014366,9.974549,,,,0.001433,0.002099,0.004413,-18.42,-14.52,-47.88,126.3855,0.128,0.1726,71
-0.038308,-0.035914,9.962578,,,,0.000211,-0.001566,0.000748,-18.84,-14.34,-46.86,126.3821,0.1255,0.1721,82
-0.03352,-0.038308,9.974549,,,,0.000211,-0.001566,0.000748,-18.84,-14.34,-46.86,126.3821,0.1255,0.1721,91
-0.03352,-0.038308,9.974549,,,,0.001433,-0.001566,0.003191,-18.84,-14.1,-46.98,126.3821,0.1255,0.1721,101
-0.026337,-0.040703,9.967366,,,,0.000211,0.000266,0.000137,-18.84,-14.1,-46.98,126.3821,0.1255,0.1721,112
-0.035914,-0.028731,9.962578,,,,-0.00101,0.000877,0.00258,-19.38,-13.8,-47.76,126.3775,0.128,0.1794,121
-0.047885,-0.021548,9.974549,,,,0.000211,0.00271,0.001359,-19.38,-13.8,-47.76,126.3775,0.128,0.1794,131
-0.03352,-0.03352,9.962578,,,,0.000822,0.003932,0.000748,-19.44,-13.56,-48.18,126.3775,0.128,0.1794,142
-0.03352,-0.03352,9.962578,,,,-0.001621,-0.004621,0.000137,-19.44,-13.56,-48.18,126.3775,0.128,0.1794,151
-0.035914,-0.023943,9.953,,,,-0.004065,0.000266,0.000137,-19.2,-13.44,-48,124.3947,0.1342,0.1836,162
-0.026337,-0.026337,9.96976,,,,0.001433,0.000877,0.001359,-19.2,-13.44,-48,124.3947,0.1342,0.1836,171
-0.035914,-0.021548,9.960183,,,,-0.00101,-0.000955,0.001969,-19.08,-13.26,-48.66,124.3947,0.1342,0.1836,182
-0.026337,0.002394,9.953,,,,-0.0004,-0.000345,0.000748,-19.08,-13.26,-48.66,124.3947,0.1342,0.1836,191
-0.026337,0.002394,9.953,,,,0.002044,-0.000345,0.004413,-19.08,-13.38,-48.78,124.4027,0.1459,0.1943,202
-0.040703,-0.03352,9.964972,,,,0.002655,0.002099,0.004413,-19.08,-13.38,-48.78,124.4027,0.1459,0.1943,212
-0.05028,-0.021548,9.96976,,,,-0.002232,-0.000345,0.001359,-19.2,-13.5,-47.76,124.4027,0.1459,0.1943,221
-0.031126,-0.023943,9.981731,,,,0.002044,0.000877,0.001359,-19.2,-13.5,-47.76,124.4027,0.1459,0.1943,231
-0.031126,-0.023943,9.981731,,,,-0.0004,0.002099,0.000748,-19.02,-14.1,-47.22,126.3815,0.1419,0.1949,241
-0.031126,-0.023943,9.950606,,,,-0.0004,0.000266,0.006245,-19.02,-14.1,-47.22,126.3815,0.1419,0.1949,252
-0.028731,-0.031126,9.972155,,,,0.000822,-0.001566,-0.000474,-19.26,-14.64,-47.34,126.3815,0.1419,0.1949,262
-0.019154,-0.021548,9.964972,,,,0.000211,0.000877,0.000748,-19.26,-14.34,-47.34,126.3815,0.1419,0.1949,272
-0.019154,-0.021548,9.964972,,,,0.001433,0.004542,0.000137,-19.26,-14.34,-47.34,126.3815,0.1419,0.1949,282
-0.028731,-0.038308,9.964972,,,,0.001433,0.004542,0.000137,-18.96,-14.46,-48.42,126.3823,0.141,0.1928,291
-0.038308,-0.045491,9.955395,,,,0.003877,-0.000345,0.000137,-18.96,-14.46,-48.42,126.3823,0.141,0.1928,302
-0.03352,-0.014366,9.962578,,,,-0.00101,0.002099,-0.001085,-18.72,-14.82,-48.24,126.3823,0.141,0.1928,311
-0.03352,-0.014366,9.962578,,,,0.000822,0.003321,0.001359,-18.72,-14.82,-48.24,126.3823,0.141,0.1928,322
-0.047885,-0.021548,9.955395,,,,0.003877,0.00271,0.001969,-19.08,-13.68,-47.7,126.3822,0.1415,0.1936,332
-0.038308,-0.026337,9.955395,,,,0.002044,0.000266,0.006245,-19.08,-13.68,-47.7,126.3822,0.1415,0.1936,342
-0.019154,-0.014366,9.979338,,,,-0.0004,0.00271,0.001359,-19.08,-13.32,-48.12,126.3822,0.1415,0.1936,352
-0.019154,-0.014366,9.979338,,,,-0.0004,-0.000955,-0.001696,-19.08,-13.32,-48.12,126.3822,0.1415,0.1936,361
-0.043097,-0.019154,9.945818,,,,0.001433,0.002099,0.001359,-19.14,-14.1,-48.36,126.375,0.1388,0.196,372
-0.035914,-0.019154,9.96976,,,,-0.00101,-0.000345,0.001969,-19.14,-14.1,-48.36,126.375,0.1388,0.196,382
-0.023943,-0.021548,9.984126,,,,0.000211,0.002099,0.000137,-19.08,-14.04,-48.54,126.375,0.1388,0.196,391
-0.023943,-0.021548,9.981731,,,,-0.00101,-0.000345,-0.001696,-19.08,-14.04,-48.54,126.375,0.1388,0.196,402
-0.023943,-0.021548,9.981731,,,,-0.001621,0.000877,0.000748,-18.54,-13.56,-49.08,126.3804,0.1401,0.1931,411
-0.026337,-0.019154,9.953,,,,0.000822,0.000877,0.003191,-18.54,-13.56,-49.08,126.3804,0.1401,0.1931,422
-0.023943,-0.026337,9.972155,,,,-0.003454,-0.000955,-0.001085,-18.54,-13.56,-48.72,126.3804,0.1401,0.1931,432
-0.011971,-0.014366,9.964972,,,,0.003877,-0.003399,0.003191,-18.54,-13.56,-48.72,126.3804,0.1401,0.1931,441
-0.05028,-0.011971,9.967366,,,,-0.002232,0.000877,0.001359,-19.26,-13.74,-47.88,126.3847,0.1361,0.1843,452
-0.05028,-0.011971,9.967366,,,,0.000822,0.000877,-0.001085,-19.26,-13.74,-47.88,126.3847,0.1361,0.1843,461
-0.035914,-0.01676,9.964972,,,,0.000822,0.000877,-0.001085,-19.08,-14.1,-47.58,126.3847,0.1361,0.1843,471
-0.035914,-0.023943,9.972155,,,,0.002655,-0.001566,-0.000474,-19.08,-14.1,-47.58,126.3847,0.1361,0.1843,482
-0.026337,-0.011971,9.967366,,,,0.002655,-0.001566,-0.000474,-19.2,-13.56,-47.4,126.3908,0.1372,0.1805,491
-0.03352,-0.026337,9.972155,,,,0.000822,0.000266,0.001969,-19.2,-13.56,-47.4,126.3908,0.1372,0.1805,501
-0.03352,-0.026337,9.972155,,,,-0.0004,0.000266,0.001969,-19.44,-13.2,-47.94,126.3908,0.1372,0.1805,512
-0.026337,-0.004789,9.955395,,,,-0.0004,-0.000955,0.000748,-19.44,-13.2,-47.94,126.3908,0.1372,0.1805,522
-0.028731,-0.01676,9.945818,,,,-0.002232,0.00271,0.000137,-18.9,-14.1,-48.24,126.3853,0.1343,0.1813,532
-0.035914,-0.028731,9.955395,,,,-0.00101,-0.000955,-0.000474,-18.9,-14.1,-48.24,126.3853,0.1343,0.1813,542
-0.028731,-0.004789,9.948212,,,,-0.00101,-0.001566,0.000748,-18.42,-13.5,-47.88,126.3853,0.1343,0.1813,551
-0.023943,-0.007183,9.955395,,,,0.001433,0.000266,0.000137,-19.02,-13.14,-47.76,126.3853,0.1343,0.1813,562
-0.023943,-0.007183,9.955395,,,,0.003266,0.002099,0.003802,-19.02,-13.14,-47.76,126.3853,0.1343,0.1813,571
-0.040703,-0.019154,9.962578,,,,0.003266,0.002099,0.003802,-19.2,-13.44,-48.42,124.3961,0.1313,0.1782,581
-0.014366,-0.031126,9.960183,,,,0.001433,0.003321,0.001359,-19.2,-13.44,-48.42,124.3961,0.1313,0.1782,591
-0.03352,-0.019154,9.953,,,,0.000822,-0.002788,0.000748,-18.6,-14.46,-48.72,124.3961,0.1313,0.1782,602
-0.03352,-0.019154,9.953,,,,-0.0004,-0.000955,0.00258,-18.6,-14.46,-48.72,124.3961,0.1313,0.1782,612
-0.028731,-0.01676,9.953,,,,-0.00101,0.000877,0.001969,-18.54,-14.34,-48.48,126.373,0.1255,0.1797,622
-0.035914,-0.019154,9.962578,,,,0.000822,-0.002788,0.000748,-18.54,-14.34,-48.48,126.373,0.1255,0.1797,631
-0.019154,-0.021548,9.943423,,,,-0.0004,0.000266,0.000137,-18.84,-14.04,-47.94,126.373,0.1255,0.1797,642
-0.03352,-0.021548,9.955395,,,,0.002044,0.000266,0.000748,-18.84,-14.04,-47.94,126.373,0.1255,0.1797,653
-0.03352,-0.021548,9.955395,,,,-0.00101,0.000266,-0.000474,-19.08,-14.34,-47.58,126.3773,0.126,0.1768,662
-0.035914,-0.03352,9.953,,,,-0.0004,0.000877,0.000748,-19.08,-14.34,-47.58,126.3773,0.126,0.1768,671
-0.01676,-0.028731,9.945818,,,,0.001433,0.000877,0.001969,-18.96,-14.22,-47.64,126.3773,0.126,0.1768,682
-0.028731,-0.019154,9.950606,,,,-0.00101,0.000877,0.001359,-18.96,-14.22,-47.64,126.3773,0.126,0.1768,692
-0.01676,-0.023943,9.960183,,,,-0.00101,0.000877,0.001359,-19.14,-13.74,-48.06,126.378,0.1234,0.1726,701
-0.01676,-0.023943,9.960183,,,,-0.0004,-0.000955,0.001359,-19.14,-13.74,-48.06,126.378,0.1234,0.1726,711
-0.028731,-0.011971,9.948212,,,,-0.002232,0.000877,0.001359,-19.2,-13.5,-47.94,126.378,0.1234,0.1726,722
-0.019154,-0.009577,9.960183,,,,0.002655,-0.002177,0.000748,-19.2,-13.98,-47.88,126.378,0.1234,0.1726,731
-0.035914,-0.028731,9.950606,,,,-0.001621,-0.00401,0.00258,-19.2,-13.98,-47.88,126.378,0.1234,0.1726,741
-0.028731,-0.019154,9.93624,,,,0.000211,0.001488,0.003802,-19.08,-13.98,-48.6,126.3748,0.1235,0.1753,752
-0.028731,-0.019154,9.93624,,,,0.000211,-0.000345,0.000137,-19.08,-13.98,-48.6,126.3748,0.1235,0.1753,762
-0.031126,-0.03352,9.955395,,,,0.000211,0.00271,0.001969,-18.84,-13.38,-48.9,126.3748,0.1235,0.1753,771
-0.05028,-0.021548,9.962578,,,,-0.002843,-0.000955,-0.000474,-18.84,-13.38,-48.9,126.3748,0.1235,0.1753,782
-0.028731,-0.023943,9.945818,,,,-0.002843,-0.000955,-0.000474,-19.02,-13.68,-48.24,126.3858,0.1265,0.1704,791
-0.028731,-0.023943,9.945818,,,,-0.003454,-0.002177,0.00258,-19.02,-13.68,-48.24,126.3858,0.1265,0.1704,802
-0.040703,-0.031126,9.945818,,,,0.001433,-0.000345,0.003191,-19.26,-14.28,-48.48,126.3858,0.1265,0.1704,812
-0.031126,0.004789,9.938635,,,,0.000822,0.000877,0.001359,-19.26,-14.28,-48.48,126.3858,0.1265,0.1704,822
-0.023943,-0.031126,9.955395,,,,-0.00101,-0.002177,0.001359,-19.44,-13.86,-48.54,126.3744,0.129,0.1831,832
-0.023943,-0.031126,9.955395,,,,0.000822,0.000266,0.001359,-19.44,-13.86,-48.54,126.3744,0.129,0.1831,841
-0.03352,-0.021548,9.945818,,,,-0.001621,-0.005231,0.00258,-19.38,-13.44,-48.84,126.3744,0.129,0.1831,851
-0.038308,-0.01676,9.938635,,,,0.004487,0.003932,0.00258,-19.26,-13.44,-49.26,126.3744,0.129,0.1831,862
-0.035914,-0.026337,9.967366,,,,-0.00101,-0.000955,0.000748,-19.26,-13.44,-49.26,126.3744,0.129,0.1831,871
-0.040703,-0.019154,9.943423,,,,-0.00101,-0.000955,0.000748,-18.54,-13.26,-48.84,124.3906,0.1299,0.1812,882
-0.040703,-0.007183,9.967366,,,,0.002044,0.001488,-0.001696,-18.54,-13.26,-48.84,124.3906,0.1299,0.1812,892
-0.028731,-0.007183,9.967366,,,,0.002044,0.001488,-0.001696,-19.26,-13.74,-47.82,124.3906,0.1299,0.1812,901
-0.05028,-0.03352,9.943423,,,,0.002044,-0.002177,0.001969,-19.26,-13.74,-47.82,124.3906,0.1299,0.1812,912
-0.03352,-0.009577,9.950606,,,,-0.0004,-0.002177,0.001969,-20.04,-13.86,-48,124.9946,0.1303,0.1837,921
-0.03352,-0.009577,9.950606,,,,0.000211,0.002099,0.000137,-20.04,-13.86,-48,124.9946,0.1303,0.1837,931
-0.031126,-0.023943,9.953,,,,0.001433,-0.000345,0.003802,-19.74,-13.92,-48,124.9946,0.1303,0.1837,941
-0.03352,-0.01676,9.948212,,,,0.000822,0.000877,0.001359,-19.74,-13.92,-48,124.9946,0.1303,0.1837,952
-0.021548,-0.03352,9.941029,,,,-0.002232,-0.000955,0.000748,-19.26,-14.16,-47.7,126.3689,0.1256,0.1832,961
-0.045491,-0.03352,9.950606,,,,-0.00101,-0.002177,0.000137,-19.26,-14.16,-47.7,126.3689,0.1256,0.1832,972
-0.019154,-0.01676,9.957788,,,,0.004487,0.000877,0.004413,-18.84,-14.1,-48.12,126.3689,0.1256,0.1832,982
-0.019154,-0.01676,9.957788,,,,0.000211,-0.000345,0.001359,-18.84,-14.1,-48.12,126.3689,0.1256,0.1832,991
-0.01676,-0.01676,9.950606,,,,-0.001621,-0.002177,0.001359,-18.54,-13.92,-47.94,126.3721,0.1244,0.1789,1002
-0.040703,-0.028731,9.945818,,,,0.000822,0.000266,0.001969,-18.54,-13.92,-47.94,126.3721,0.1244,0.1789,1012
-0.040703,-0.028731,9.945818,,,,0.000211,0.000266,0.001969,-18.84,-13.62,-47.58,126.3721,0.1244,0.1789,1021
-0.045491,-0.023943,9.967366,,,,0.000211,0.000877,0.000748,-18.84,-13.62,-47.58,126.3721,0.1244,0.1789,1037
-0.045491,-0.023943,9.967366,,,,0.000211,0.000877,0.000748,-18.66,-13.08,-47.7,124.3719,0.1201,0.1826,1041
-0.031126,-0.026337,9.957788,,,,0.002044,0.002099,0.004413,-18.66,-13.08,-47.7,124.3719,0.1201,0.1826,1051
-0.023943,-0.038308,9.955395,,,,0.000211,0.003321,-0.000474,-18.78,-13.2,-47.82,124.3719,0.1201,0.1826,1061
-0.023943,-0.038308,9.955395,,,,0.000822,0.002099,0.003191,-18.78,-13.2,-47.82,124.3719,0.1201,0.1826,1072
-0.038308,-0.031126,9.962578,,,,0.000211,0.002099,0.000748,-19.2,-13.56,-48.84,126.3662,0.1253,0.1848,1081
-0.043097,-0.021548,9.955395,,,,0.001433,-0.000345,-0.000474,-19.2,-13.56,-48.84,126.3662,0.1253,0.1848,1091
-0.038308,-0.019154,9.945818,,,,-0.001621,-0.002177,-0.000474,-19.14,-13.68,-47.76,126.3662,0.1253,0.1848,1102
-0.03352,-0.040703,9.979338,,,,0.001433,0.006986,0.00258,-19.14,-13.68,-47.76,126.3662,0.1253,0.1848,1111
-0.019154,-0.023943,9.953,,,,-0.002232,-0.002788,0.00258,-19.38,-13.74,-46.86,126.365,0.1248,0.1857,1122
-0.019154,-0.023943,9.953,,,,0.003266,0.000877,-0.000474,-19.38,-13.74,-46.86,126.365,0.1248,0.1857,1131
-0.031126,-0.028731,9.962578,,,,-0.001621,-0.000955,-0.000474,-19.38,-13.32,-47.76,126.365,0.1248,0.1857,1142
-0.021548,-0.009577,9.972155,,,,-0.001621,-0.001566,0.000137,-19.38,-13.32,-47.76,126.365,0.1248,0.1857,1151
-0.028731,-0.014366,9.960183,,,,0.000822,-0.000345,0.001359,-19.38,-13.68,-48.24,126.3688,0.133,0.1933,1161
-0.028731,-0.014366,9.960183,,,,0.000211,0.000266,-0.000474,-19.38,-13.68,-48.24,126.3688,0.133,0.1933,1171
-0.035914,-0.035914,9.962578,,,,0.000211,0.002099,0.001969,-19.44,-14.58,-48.6,126.3688,0.133,0.1933,1181
-0.038308,-0.028731,9.948212,,,,-0.0004,0.001488,0.00258,-19.44,-14.58,-48.6,126.3688,0.133,0.1933,1191
-0.031126,-0.014366,9.960183,,,,0.001433,-0.000955,0.003802,-19.26,-14.16,-48.12,126.3712,0.1334,0.1918,1203
-0.031126,-0.014366,9.960183,,,,0.001433,-0.000955,0.003802,-19.26,-14.16,-48.12,126.3712,0.1334,0.1918,1211
-0.028731,-0.01676,9.957788,,,,0.001433,0.001488,0.000748,-19.02,-13.98,-47.64,126.3712,0.1334,0.1918,1221
-0.040703,-0.019154,9.955395,,,,0.000211,0.00271,-0.000474,-19.02,-13.98,-47.64,126.3712,0.1334,0.1918,1232
-0.055068,-0.047885,9.96976,,,,0.002655,0.002099,0.003191,-18.84,-13.86,-47.22,126.3631,0.1308,0.1955,1242
-0.043097,-0.019154,9.960183,,,,-0.0004,0.000877,0.00258,-18.84,-13.86,-47.22,126.3631,0.1308,0.1955,1252
-0.043097,-0.019154,9.960183,,,,0.000822,-0.003399,0.001359,-18.36,-13.5,-47.64,126.3631,0.1308,0.1955,1262
-0.047885,-0.021548,9.955395,,,,-0.0004,-0.001566,0.00258,-18.36,-13.5,-47.64,126.3631,0.1308,0.1955,1272
-0.035914,-0.026337,9.972155,,,,0.000211,0.000877,0.000748,-18.36,-14.16,-48,127.842,0.1313,0.1945,1282
-0.035914,-0.011971,9.962578,,,,0.000211,-0.000345,0.000748,-18.36,-14.16,-48,127.842,0.1313,0.1945,1292
-0.035914,-0.011971,9.962578,,,,0.000822,0.00271,0.00258,-18.78,-14.34,-47.34,127.842,0.1313,0.1945,1301
-0.026337,-0.047885,9.953,,,,0.000211,-0.002788,-0.002307,-18.78,-14.34,-47.34,127.842,0.1313,0.1945,1312
-0.019154,-0.035914,9.953,,,,0.000211,-0.000345,0.001969,-19.02,-14.1,-47.4,126.3657,0.1316,0.1944,1322
-0.021548,-0.023943,9.972155,,,,0.000211,-0.000345,0.001969,-19.32,-14.22,-47.28,126.3657,0.1316,0.1944,1332
-0.021548,-0.023943,9.972155,,,,-0.002232,0.000266,-0.000474,-19.32,-14.22,-47.28,126.3657,0.1316,0.1944,1341
-0.031126,-0.03352,9.955395,,,,0.001433,0.000266,0.001969,-19.68,-14.28,-47.4,126.3657,0.1316,0.1944,1352
-0.01676,-0.035914,9.962578,,,,-0.00101,0.000877,0.00258,-19.68,-14.28,-47.4,126.3657,0.1316,0.1944,1362
-0.01676,-0.035914,9.962578,,,,-0.0004,0.002099,0.003191,-19.14,-14.28,-48.3,126.3888,0.1435,0.1909,1371
-0.035914,-0.019154,9.960183,,,,-0.00101,0.000266,0.000137,-19.38,-13.92,-48.84,126.3888,0.1435,0.1909,1381
-0.043097,-0.031126,9.976943,,,,-0.0004,-0.000345,0.000137,-19.38,-13.92,-48.84,126.3888,0.1435,0.1909,1391
-0.038308,-0.019154,9.953,,,,0.000822,0.000266,0.000748,-18.72,-14.52,-48.72,126.3888,0.1435,0.1909,1402
-0.03352,-0.021548,9.957788,,,,-0.004676,-0.00401,-0.001085,-18.72,-14.52,-48.72,126.3888,0.1435,0.1909,1412
-0.038308,-0.035914,9.976943,,,,-0.001621,-0.003399,-0.002917,-18.96,-14.76,-48,128.3059,0.1523,0.1798,1422
-0.01676,-0.007183,9.974549,,,,0.000211,-0.000955,0.00258,-19.26,-14.4,-47.94,128.3059,0.1523,0.1798,1432
-0.01676,-0.007183,9.974549,,,,-0.0004,-0.002788,0.000748,-19.26,-14.4,-47.94,128.3059,0.1523,0.1798,1441
-0.026337,-0.011971,9.964972,,,,-0.0004,0.001488,0.001359,-19.2,-13.8,-48.24,128.3059,0.1523,0.1798,1451
-0.014366,-0.026337,9.960183,,,,0.003266,-0.001566,0.00258,-19.2,-13.8,-48.24,128.3059,0.1523,0.1798,1462
-0.031126,-0.031126,9.972155,,,,0.003266,-0.001566,0.00258,-18.66,-13.92,-48,126.4178,0.1527,0.1791,1472
-0.031126,-0.031126,9.972155,,,,-0.0004,-0.000955,0.00258,-18.66,-13.92,-48,126.4178,0.1527,0.1791,1482
-0.031126,-0.021548,9.941029,,,,0.000211,-0.002177,0.000748,-19.26,-13.26,-47.7,126.4178,0.1527,0.1791,1492
-0.031126,-0.01676,9.964972,,,,-0.003454,-0.000345,0.001969,-19.26,-13.26,-47.7,126.4178,0.1527,0.1791,1501
-0.03352,-0.021548,9.972155,,,,0.000211,0.000877,0.000748,-19.98,-12.78,-47.88,123.0753,0.1478,0.1798,1512
-0.038308,-0.023943,9.960183,,,,-0.001621,-0.002177,-0.001696,-19.98,-12.78,-47.88,123.0753,0.1478,0.1798,1521
-0.038308,-0.023943,9.960183,,,,0.002044,0.000877,0.000748,-19.38,-13.08,-48.24,123.0753,0.1478,0.1798,1531
-0.038308,-0.040703,9.964972,,,,-0.0004,-0.000955,0.003191,-19.38,-13.08,-48.24,123.0753,0.1478,0.1798,1542
-0.038308,-0.031126,9.972155,,,,-0.001621,0.000877,0.000748,-19.14,-13.86,-48.06,126.4002,0.1477,0.1869,1551
-0.023943,-0.028731,9.967366,,,,0.002044,0.001488,0.00258,-19.14,-13.86,-48.06,126.4002,0.1477,0.1869,1562
-0.023943,-0.009577,9.962578,,,,0.002044,0.000877,0.001969,-19.56,-13.86,-48.06,126.4002,0.1477,0.1869,1571
-0.023943,-0.009577,9.962578,,,,0.000211,0.000266,0.000137,-19.56,-13.86,-48.06,126.4002,0.1477,0.1869,1581
-0.028731,-0.028731,9.953,,,,-0.0004,-0.000955,0.001359,-18.78,-13.62,-47.64,126.4056,0.1482,0.1831,1591
-0.023943,-0.023943,9.955395,,,,0.000211,0.00271,0.001359,-18.78,-13.62,-47.64,126.4056,0.1482,0.1831,1602
-0.031126,-0.023943,9.962578,,,,-0.001621,-0.000345,0.000748,-18.3,-13.68,-48.3,126.4056,0.1482,0.1831,1612
-0.03352,-0.035914,9.974549,,,,-0.001621,-0.000345,0.000748,-18.3,-13.68,-48.3,126.4056,0.1482,0.1831,1622
-0.03352,-0.035914,9.974549,,,,0.002044,-0.000345,0.00258,-18.6,-14.22,-49.14,126.3988,0.1443,0.1838,1631
-0.035914,-0.009577,9.955395,,,,-0.001621,0.000266,0.00258,-18.6,-14.22,-49.14,126.3988,0.1443,0.1838,1642
-0.045491,-0.040703,9.957788,,,,-0.00101,0.002099,0.000748,-18.66,-14.16,-48.54,126.3988,0.1443,0.1838,1652
-0.055068,-0.011971,9.967366,,,,0.002044,-0.000345,0.001359,-18.66,-14.16,-48.54,126.3988,0.1443,0.1838,1661
-0.01676,-0.01676,9.962578,,,,-0.001621,0.000266,0.001359,-19.02,-13.74,-47.88,126.3947,0.1433,0.1856,1671
-0.01676,-0.01676,9.962578,,,,0.002044,0.001488,0.001359,-19.38,-13.74,-47.82,126.3947,0.1433,0.1856,1681
-0.035914,-0.05028,9.950606,,,,-0.0004,-0.000955,-0.001085,-19.38,-13.74,-47.82,126.3947,0.1433,0.1856,1692
-0.040703,-0.011971,9.979338,,,,0.000211,0.000266,0.000748,-18.66,-13.86,-47.58,126.3947,0.1433,0.1856,1702
-0.014366,-0.03352,9.967366,,,,-0.00101,-0.002788,0.001359,-18.66,-13.86,-47.58,126.3947,0.1433,0.1856,1712
-0.047885,-0.028731,9.953,,,,0.003877,-0.000345,0.001969,-18.9,-13.92,-47.28,126.3986,0.1453,0.1849,1722
-0.047885,-0.028731,9.953,,,,-0.0004,0.001488,0.00258,-18.9,-13.92,-47.28,126.3986,0.1453,0.1849,1732
-0.031126,-0.01676,9.953,,,,0.002044,0.002099,0.000748,-19.44,-13.56,-47.76,126.3986,0.1453,0.1849,1742
-0.028731,-0.014366,9.964972,,,,0.003266,-0.000955,0.000748,-19.44,-13.56,-47.76,126.3986,0.1453,0.1849,1751
-0.028731,-0.014366,9.964972,,,,-0.0004,0.000266,0.003191,-19.32,-13.26,-47.88,124.4105,0.1438,0.1841,1762
-0.026337,-0.01676,9.953,,,,0.002044,-0.000955,0.001969,-19.32,-13.26,-47.88,124.4105,0.1438,0.1841,1771
-0.021548,-0.021548,9.960183,,,,0.001433,0.001488,0.001359,-19.14,-13.68,-47.76,124.4105,0.1438,0.1841,1782
-0.021548,-0.021548,9.960183,,,,0.001433,0.001488,0.001359,-19.14,-13.68,-47.76,124.4105,0.1438,0.1841,1791
-0.03352,-0.031126,9.948212,,,,-0.00101,0.000877,0.001359,-19.08,-14.28,-48.36,126.3857,0.1394,0.1879,1801
-0.045491,-0.011971,9.964972,,,,-0.0004,-0.001566,0.000137,-19.08,-14.28,-48.36,126.3857,0.1394,0.1879,1812
-0.045491,-0.011971,9.964972,,,,0.000211,0.003932,0.003191,-18.96,-14.46,-48.36,126.3857,0.1394,0.1879,1821
-0.038308,-0.021548,9.962578,,,,-0.002232,-0.001566,0.00258,-18.96,-14.46,-48.36,126.3857,0.1394,0.1879,1832
-0.031126,-0.031126,9.964972,,,,0.002044,-0.000345,0.001969,-19.2,-14.7,-48.12,128.269,0.1372,0.191,1842
-0.038308,-0.035914,9.955395,,,,-0.001621,0.001488,0.001359,-19.2,-14.7,-48.12,128.269,0.1372,0.191,1851
-0.021548,-0.023943,9.972155,,,,0.000211,-0.002177,0.004413,-19.08,-14.1,-48.66,128.269,0.1372,0.191,1862
-0.021548,-0.023943,9.972155,,,,0.000822,0.001488,0.003802,-19.08,-14.1,-48.66,128.269,0.1372,0.191,1871
-0.035914,-0.021548,9.960183,,,,-0.0004,0.000877,0.001359,-19.08,-13.68,-48.36,126.38,0.1384,0.1913,1882
-0.023943,-0.035914,9.974549,,,,0.000211,-0.001566,0.000137,-19.08,-13.68,-48.36,126.38,0.1384,0.1913,1891
-0.023943,-0.026337,9.979338,,,,0.000211,0.000266,0.001359,-19.26,-14.28,-48.24,126.38,0.1384,0.1913,1901
-0.023943,-0.026337,9.979338,,,,0.000211,0.000266,0.001359,-19.26,-14.28,-48.24,126.38,0.1384,0.1913,1912
-0.045491,-0.038308,9.964972,,,,0.000211,-0.002788,0.004413,-18.96,-13.98,-48.06,126.3797,0.1387,0.1919,1922
-0.031126,-0.03352,9.962578,,,,0.000211,0.002099,0.001969,-18.96,-13.98,-48.06,126.3797,0.1387,0.1919,1932
-0.047885,-0.014366,9.957788,,,,0.000211,0.002099,0.003191,-19.02,-13.56,-48,126.3797,0.1387,0.1919,1942
-0.047885,-0.014366,9.957788,,,,-0.004065,-0.003399,-0.000474,-18.84,-13.98,-48.18,126.3797,0.1387,0.1919,1951
-0.035914,-0.031126,9.960183,,,,-0.004065,-0.003399,-0.000474,-18.84,-13.98,-48.18,126.3797,0.1387,0.1919,1961
-0.021548,-0.023943,9.964972,,,,0.000211,-0.000345,0.001359,-18.84,-14.16,-47.94,126.389,0.1444,0.1918,1972
-0.031126,-0.035914,9.941029,,,,-0.00101,0.002099,0.001359,-18.84,-14.16,-47.94,126.389,0.1444,0.1918,1981
-0.026337,-0.023943,9.991309,,,,0.000822,0.00271,0.000748,-18.96,-14.52,-48.24,126.389,0.1444,0.1918,1991
-0.026337,-0.023943,9.991309,,,,0.000822,-0.002177,-0.001085,-19.26,-14.52,-48.42,126.389,0.1444,0.1918,2002
-0.043097,-0.002394,9.964972,,,,0.000211,0.002099,0.001359,-19.26,-14.52,-48.42,126.389,0.1444,0.1918,2011
-0.03352,-0.03352,9.981731,,,,0.000822,-0.000345,0.000748,-18.3,-13.92,-49.02,127.8737,0.1458,0.1882,2022
-0.047885,-0.043097,9.967366,,,,0.000211,-0.000955,-0.002307,-18.48,-13.74,-48.84,127.8737,0.1458,0.1882,2031
-0.047885,-0.043097,9.967366,,,,-0.0004,0.001488,0.001969,-18.48,-13.74,-48.84,127.8737,0.1458,0.1882,2042
