ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),,,,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms 
-0.045491,-0.019154,9.931452,,,,0.001088,0.004962,0.001927,-19.56,-12.54,-48.24,123.0231,0.1365,0.2105,12932
-0.045491,-0.019154,9.931452,,,,0.001088,0.000686,0.00437,-19.32,-13.08,-47.7,124.3742,0.1394,0.2087,12942
-0.043097,-0.019154,9.950606,,,,0.001088,-0.001147,0.002538,-19.32,-13.08,-47.7,124.3742,0.1394,0.2087,12952
-0.040703,-0.026337,9.93624,,,,-0.001356,0.001908,-0.002349,-19.5,-13.44,-48.24,124.3742,0.1394,0.2087,12962
-0.045491,-0.01676,9.945818,,,,0.001088,0.002519,0.000705,-19.74,-13.5,-48.24,124.3742,0.1394,0.2087,12972
-0.045491,-0.01676,9.945818,,,,0.00231,-0.000536,0.001316,-19.74,-13.5,-48.24,124.3742,0.1394,0.2087,12982
-0.035914,-0.014366,9.941029,,,,0.001088,0.000686,0.002538,-20.28,-13.38,-47.88,123.0429,0.1433,0.2028,12991
-0.045491,-0.023943,9.929058,,,,-0.000134,7.5E-05,0.001316,-20.28,-13.38,-47.88,123.0429,0.1433,0.2028,13001
-0.03352,-0.031126,9.933846,,,,-0.000134,7.5E-05,0.001316,-19.86,-13.56,-48.66,123.0429,0.1433,0.2028,13011
-0.023943,-0.028731,9.945818,,,,-0.000134,7.5E-05,9.4E-05,-19.86,-13.56,-48.66,123.0429,0.1433,0.2028,13021
-0.023943,-0.028731,9.945818,,,,-0.000745,0.000686,-0.002349,-19.14,-13.14,-49.02,124.3779,0.1404,0.2071,13031
-0.038308,-0.026337,9.929058,,,,-0.001966,7.5E-05,0.001316,-19.14,-13.14,-49.02,124.3779,0.1404,0.2071,13041
-0.057463,-0.019154,9.924269,,,,0.000477,7.5E-05,0.001316,-18.78,-12.36,-48.9,124.3779,0.1404,0.2071,13052
-0.035914,-0.026337,9.91948,,,,-0.000134,0.001908,0.001927,-18.78,-12.36,-48.9,124.3779,0.1404,0.2071,13061
-0.035914,-0.026337,9.91948,,,,-0.000745,0.002519,0.002538,-19.56,-12.96,-48.72,123.0319,0.1401,0.208,13071
-0.031126,-0.031126,9.93624,,,,-0.000134,-0.001147,0.001927,-19.56,-12.96,-48.72,123.0319,0.1401,0.208,13082
-0.03352,-0.031126,9.917087,,,,-0.000745,-0.002979,0.001927,-20.28,-13.62,-48.06,123.0319,0.1401,0.208,13091
-0.031126,-0.035914,9.93624,,,,-0.000745,-0.002979,0.001927,-20.28,-13.62,-48.06,123.0319,0.1401,0.208,13101
-0.035914,-0.014366,9.926663,,,,0.001699,-0.002979,0.001316,-19.26,-13.56,-47.34,126.3603,0.1421,0.2131,13112
-0.035914,-0.014366,9.926663,,,,-0.001356,0.002519,-0.000517,-19.26,-13.56,-47.34,126.3603,0.1421,0.2131,13121
-0.035914,-0.019154,9.905115,,,,0.001699,0.003129,0.001927,-19.68,-13.32,-47.16,126.3603,0.1421,0.2131,13131
-0.043097,-0.014366,9.924269,,,,0.000477,0.002519,-0.003571,-19.86,-13.68,-47.46,126.3603,0.1421,0.2131,13141
-0.045491,-0.023943,9.914692,,,,-0.003188,-0.000536,0.000705,-19.86,-13.68,-47.46,126.3603,0.1421,0.2131,13152
-0.043097,-0.014366,9.933846,,,,0.001088,-0.000536,0.001927,-19.86,-13.86,-48.36,124.9806,0.1444,0.2163,13162
-0.043097,-0.014366,9.933846,,,,-0.001356,0.001908,9.4E-05,-19.86,-13.86,-48.36,124.9806,0.1444,0.2163,13172
-0.038308,-0.014366,9.938635,,,,-0.000745,0.000686,0.001927,-19.32,-13.08,-48.54,124.9806,0.1444,0.2163,13182
-0.040703,-0.021548,9.91948,,,,0.001088,-0.000536,-0.001739,-19.32,-13.08,-48.54,124.9806,0.1444,0.2163,13192
-0.035914,-0.023943,9.924269,,,,-0.003799,-0.000536,-0.002349,-18.72,-12.54,-47.76,124.3818,0.1486,0.2158,13201
-0.028731,-0.031126,9.938635,,,,-0.000745,-0.002368,0.002538,-18.72,-12.54,-47.76,124.3818,0.1486,0.2158,13212
-0.028731,-0.031126,9.938635,,,,-0.000745,7.5E-05,-0.001739,-19.2,-12.96,-47.46,124.3818,0.1486,0.2158,13222
-0.040703,-0.011971,9.931452,,,,0.001088,-0.000536,0.001927,-19.2,-12.96,-47.46,124.3818,0.1486,0.2158,13231
-0.028731,-0.03352,9.921875,,,,-0.000745,-0.000536,0.001316,-19.44,-12.66,-47.52,124.3858,0.1507,0.2153,13241
-0.035914,-0.01676,9.955395,,,,-0.000134,-0.002979,0.002538,-19.44,-12.66,-47.52,124.3858,0.1507,0.2153,13252
-0.035914,-0.01676,9.941029,,,,-0.001356,7.5E-05,0.000705,-18.78,-12.42,-47.7,124.3858,0.1507,0.2153,13261
-0.035914,-0.01676,9.941029,,,,0.003531,7.5E-05,0.003148,-18.78,-12.42,-47.7,124.3858,0.1507,0.2153,13271
-0.01676,-0.021548,9.933846,,,,-0.001356,-0.002368,9.4E-05,-19.32,-12.84,-48.66,124.3788,0.1475,0.2166,13281
-0.045491,-0.028731,9.917087,,,,-0.000745,-0.004812,-0.004793,-19.32,-12.84,-48.66,124.3788,0.1475,0.2166,13291
-0.05028,-0.011971,9.921875,,,,0.001088,0.000686,0.000705,-19.44,-12.78,-48.6,124.3788,0.1475,0.2166,13301
-0.03352,-0.023943,9.933846,,,,-0.000134,7.5E-05,-0.001128,-19.44,-12.78,-48.6,124.3788,0.1475,0.2166,13311
-0.03352,-0.023943,9.933846,,,,-0.000134,7.5E-05,-0.001128,-18.96,-12.78,-48.6,124.3775,0.1463,0.216,13321
-0.062251,-0.043097,9.933846,,,,0.00231,-0.001147,0.000705,-18.96,-12.78,-48.6,124.3775,0.1463,0.216,13332
-0.023943,-0.019154,9.921875,,,,0.00231,-0.001147,0.000705,-19.8,-13.2,-49.08,124.3775,0.1463,0.216,13341
-0.03352,-0.007183,9.921875,,,,0.001088,0.000686,-0.001128,-19.8,-13.2,-49.08,124.3775,0.1463,0.216,13351
-0.03352,-0.007183,9.921875,,,,0.00231,7.5E-05,9.4E-05,-19.68,-12.96,-49.02,123.0263,0.143,0.2175,13361
-0.031126,-0.014366,9.93624,,,,-0.002577,-0.001757,0.001927,-19.68,-12.96,-49.02,123.0263,0.143,0.2175,13372
-0.026337,-0.03352,9.924269,,,,0.001699,0.001297,0.000705,-19.14,-13.32,-48.72,123.0263,0.143,0.2175,13381
-0.031126,-0.03352,9.931452,,,,0.001699,0.001297,0.002538,-19.14,-13.32,-48.72,123.0263,0.143,0.2175,13391
-0.035914,-0.028731,9.929058,,,,0.002921,0.001908,-0.000517,-19.56,-13.62,-48.6,124.9735,0.1415,0.2182,13402
-0.035914,-0.028731,9.929058,,,,-0.000745,-0.002368,9.4E-05,-19.56,-13.62,-48.6,124.9735,0.1415,0.2182,13411
-0.038308,-0.031126,9.926663,,,,0.001088,-0.001147,0.001316,-19.56,-13.14,-48.42,124.9735,0.1415,0.2182,13421
-0.023943,-0.031126,9.929058,,,,0.000477,7.5E-05,9.4E-05,-19.56,-13.14,-48.42,124.9735,0.1415,0.2182,13432
-0.038308,-0.028731,9.929058,,,,-0.000134,-0.001147,0.000705,-18.96,-12.96,-48.3,124.3651,0.1415,0.2198,13441
-0.040703,-0.014366,9.941029,,,,-0.000745,-0.001757,-0.001128,-18.96,-12.96,-48.3,124.3651,0.1415,0.2198,13452
-0.040703,-0.014366,9.941029,,,,0.001088,-0.000536,-0.000517,-19.02,-12.72,-48.72,124.3651,0.1415,0.2198,13461
-0.035914,-0.009577,9.924269,,,,0.000477,-0.000536,0.001927,-19.02,-12.72,-48.72,124.3651,0.1415,0.2198,13473
-0.047885,-0.009577,9.924269,,,,0.000477,-0.000536,0.001927,-19.68,-12.72,-48.72,123.0209,0.1426,0.2217,13482
-0.043097,-0.031126,9.945818,,,,-0.000745,0.000686,0.000705,-19.5,-12.9,-48.54,123.0209,0.1426,0.2217,13491
-0.043097,-0.031126,9.945818,,,,0.001699,0.001297,0.002538,-19.5,-12.9,-48.54,123.0209,0.1426,0.2217,13501
-0.035914,-0.040703,9.924269,,,,0.000477,-0.005423,-0.001128,-18.9,-12.96,-48.36,123.0209,0.1426,0.2217,13512
-0.03352,-0.023943,9.93624,,,,0.00231,7.5E-05,9.4E-05,-18.9,-12.96,-48.36,123.0209,0.1426,0.2217,13522
-0.040703,-0.028731,9.931452,,,,0.000477,0.000686,0.001316,-18.48,-12.6,-49.44,125.8042,0.1415,0.2219,13531
-0.031126,-0.028731,9.941029,,,,0.000477,-0.000536,-0.000517,-18.48,-12.6,-49.44,125.8042,0.1415,0.2219,13542
-0.031126,-0.028731,9.941029,,,,0.001699,7.5E-05,-0.001739,-19.5,-12.72,-49.74,125.8042,0.1415,0.2219,13551
-0.043097,0.002394,9.945818,,,,0.001088,-0.001147,-0.001739,-19.5,-12.72,-49.74,125.8042,0.1415,0.2219,13562
-0.031126,-0.031126,9.938635,,,,-0.000745,0.002519,9.4E-05,-19.98,-12.24,-49.32,120.9758,0.1398,0.2214,13572
-0.031126,-0.019154,9.933846,,,,0.001088,0.000686,0.003148,-19.98,-12.24,-49.32,120.9758,0.1398,0.2214,13581
-0.031126,-0.019154,9.933846,,,,-0.001356,7.5E-05,0.001927,-19.44,-12.36,-48.84,120.9758,0.1398,0.2214,13591
-0.040703,-0.002394,9.926663,,,,-0.001356,0.000686,9.4E-05,-19.44,-12.36,-48.84,120.9758,0.1398,0.2214,13602
-0.038308,-0.028731,9.924269,,,,-0.000745,7.5E-05,9.4E-05,-18.96,-12.96,-48.18,124.3545,0.1359,0.2206,13611
-0.035914,-0.007183,9.91948,,,,-0.000745,0.003129,0.000705,-18.96,-12.96,-48.18,124.3545,0.1359,0.2206,13621
-0.038308,-0.026337,9.926663,,,,-0.001356,0.000686,0.001927,-18.96,-12.96,-48.48,124.3545,0.1359,0.2206,13632
-0.038308,-0.026337,9.926663,,,,0.001699,7.5E-05,0.000705,-18.96,-12.96,-48.48,124.3545,0.1359,0.2206,13641
-0.040703,-0.004789,9.924269,,,,-0.001356,7.5E-05,0.001927,-19.56,-12.84,-48.54,123.009,0.1318,0.216,13651
-0.038308,-0.011971,9.926663,,,,0.001088,-0.001757,0.001927,-19.56,-12.84,-48.54,123.009,0.1318,0.216,13661
-0.031126,-0.031126,9.924269,,,,0.001088,-0.002979,0.002538,-19.92,-12.36,-48.36,123.009,0.1318,0.216,13672
-0.03352,-0.028731,9.93624,,,,0.001088,0.001297,-0.001128,-19.92,-12.36,-48.36,123.009,0.1318,0.216,13681
-0.01676,-0.023943,9.926663,,,,0.001699,0.000686,0.000705,-19.74,-12.54,-49.32,123.0023,0.1261,0.2132,13692
-0.01676,-0.023943,9.926663,,,,0.001699,0.000686,0.000705,-19.74,-12.54,-49.32,123.0023,0.1261,0.2132,13701
-0.05028,-0.028731,9.933846,,,,0.000477,-0.001147,-0.000517,-19.14,-13.26,-49.26,123.0023,0.1261,0.2132,13711
-0.035914,-0.023943,9.941029,,,,0.000477,-0.001147,-0.000517,-19.14,-13.26,-49.26,123.0023,0.1261,0.2132,13721
-0.03352,-0.01676,9.945818,,,,0.001088,0.001908,0.001316,-19.14,-13.14,-49.26,124.3388,0.1229,0.2143,13731
-0.03352,-0.01676,9.945818,,,,-0.001356,-0.001757,0.000705,-19.44,-12.6,-49.08,124.3388,0.1229,0.2143,13741
-0.03352,-0.038308,9.93624,,,,0.00231,0.001297,0.001927,-19.44,-12.6,-49.08,124.3388,0.1229,0.2143,13752
-0.045491,-0.011971,9.933846,,,,-0.001356,-0.000536,-0.001128,-19.44,-12.66,-48.6,124.3388,0.1229,0.2143,13762
-0.028731,-0.01676,9.933846,,,,0.001699,-0.004201,0.000705,-19.44,-12.66,-48.6,124.3388,0.1229,0.2143,13772
-0.028731,-0.01676,9.933846,,,,-0.000134,0.002519,9.4E-05,-18.54,-12.9,-48.6,124.3343,0.119,0.2125,13781
-0.028731,-0.01676,9.926663,,,,0.001088,0.003129,0.005592,-18.54,-12.9,-48.6,124.3343,0.119,0.2125,13791
-0.040703,-0.031126,9.924269,,,,-0.002577,7.5E-05,-0.00296,-19.02,-12.18,-48.54,124.3343,0.119,0.2125,13801
-0.040703,-0.031126,9.914692,,,,-0.000745,7.5E-05,-0.001128,-19.02,-12.18,-48.54,124.3343,0.119,0.2125,13811
-0.040703,-0.031126,9.914692,,,,0.000477,7.5E-05,0.000705,-19.5,-12.18,-48.9,122.2455,0.1179,0.2127,13821
-0.038308,-0.03352,9.941029,,,,-0.001356,0.000686,-0.001128,-19.5,-12.18,-48.9,122.2455,0.1179,0.2127,13832
-0.040703,-0.009577,9.914692,,,,-0.001356,0.000686,-0.001128,-19.68,-12.54,-49.08,122.2455,0.1179,0.2127,13841
-0.043097,-0.028731,9.926663,,,,-0.002577,0.001297,0.002538,-19.68,-12.54,-49.08,122.2455,0.1179,0.2127,13852
-0.031126,-0.026337,9.921875,,,,0.001088,-0.002368,9.4E-05,-19.08,-12.12,-48.6,122.2473,0.1215,0.2168,13862
-0.031126,-0.026337,9.921875,,,,0.001088,0.000686,9.4E-05,-19.08,-12.12,-48.6,122.2473,0.1215,0.2168,13872
-0.031126,-0.040703,9.941029,,,,0.00231,0.001297,0.001927,-19.2,-12.54,-48.78,122.2473,0.1215,0.2168,13882
-0.040703,-0.021548,9.921875,,,,-0.000134,0.001297,0.001927,-19.2,-12.54,-48.78,122.2473,0.1215,0.2168,13891
-0.040703,-0.021548,9.91948,,,,-0.000134,-0.00359,-0.004182,-19.02,-12.54,-48.9,124.3389,0.1231,0.2146,13902
-0.040703,-0.021548,9.91948,,,,0.001088,0.000686,9.4E-05,-19.02,-12.54,-48.9,124.3389,0.1231,0.2146,13911
-0.040703,-0.031126,9.914692,,,,0.001088,0.000686,9.4E-05,-18.6,-12.72,-49.14,124.3389,0.1231,0.2146,13922
-0.019154,-0.031126,9.91948,,,,-0.001356,0.001297,-0.001128,-18.6,-12.72,-49.14,124.3389,0.1231,0.2146,13931
-0.028731,-0.007183,9.921875,,,,-0.001356,7.5E-05,0.002538,-19.38,-12.9,-49.8,124.3421,0.1257,0.215,13941
-0.03352,-0.026337,9.912297,,,,-0.000134,-0.001757,-0.001128,-19.38,-12.9,-49.8,124.3421,0.1257,0.215,13951
-0.03352,-0.026337,9.912297,,,,-0.000745,7.5E-05,-0.001128,-19.26,-12.78,-49.62,124.3421,0.1257,0.215,13962
-0.045491,-0.021548,9.91948,,,,0.002921,0.000686,9.4E-05,-19.26,-12.78,-49.62,124.3421,0.1257,0.215,13973
-0.028731,-0.028731,9.91948,,,,-0.001356,-0.001757,-0.002349,-19.2,-13.14,-49.02,124.342,0.1231,0.2119,13981
-0.021548,-0.03352,9.933846,,,,0.001088,-0.001757,0.001316,-19.2,-13.14,-49.02,124.342,0.1231,0.2119,13991
-0.021548,-0.03352,9.933846,,,,-0.000745,-0.001147,0.001927,-19.44,-12.84,-49.02,124.342,0.1231,0.2119,14002
-0.040703,-0.021548,9.921875,,,,-0.000745,-0.000536,0.000705,-19.86,-12.66,-48.06,124.342,0.1231,0.2119,14012
-0.047885,-0.03352,9.926663,,,,0.001699,-0.001147,-0.001128,-19.86,-12.66,-48.06,124.342,0.1231,0.2119,14021
-0.040703,-0.01676,9.950606,,,,0.001699,0.000686,0.000705,-19.62,-12.48,-48.48,120.9564,0.1219,0.2099,14032
-0.040703,-0.01676,9.950606,,,,0.001699,0.000686,0.000705,-19.62,-12.48,-48.48,120.9564,0.1219,0.2099,14041
-0.035914,-0.021548,9.950606,,,,0.00231,0.000686,-0.000517,-19.14,-12.9,-48.84,120.9564,0.1219,0.2099,14051
-0.023943,-0.021548,9.905115,,,,-0.000134,0.001297,0.002538,-19.14,-12.9,-48.84,120.9564,0.1219,0.2099,14062
-0.026337,-0.019154,9.924269,,,,0.000477,7.5E-05,0.000705,-19.14,-13.5,-48.36,124.3458,0.1233,0.2096,14071
-0.03352,-0.035914,9.926663,,,,0.000477,0.001297,0.00437,-19.14,-13.5,-48.36,124.3458,0.1233,0.2096,14081
-0.052674,-0.026337,9.912297,,,,0.001088,0.002519,0.000705,-19.26,-13.14,-48.6,124.3458,0.1233,0.2096,14092
-0.052674,-0.026337,9.912297,,,,-0.001356,-0.000536,-0.001739,-19.26,-13.14,-48.6,124.3458,0.1233,0.2096,14101
-0.040703,-0.014366,9.943423,,,,-0.000745,-0.000536,-0.002349,-19.26,-12.66,-49.08,124.3535,0.1279,0.2093,14112
-0.043097,-0.014366,9.909904,,,,-0.000134,0.000686,-0.000517,-19.26,-12.66,-49.08,124.3535,0.1279,0.2093,14121
-0.043097,-0.03352,9.924269,,,,-0.001966,-0.001757,9.4E-05,-19.32,-12.84,-48.84,124.3535,0.1279,0.2093,14131
-0.023943,-0.021548,9.931452,,,,-0.001356,7.5E-05,0.000705,-18.96,-12.72,-48.72,124.3535,0.1279,0.2093,14141
-0.023943,-0.021548,9.931452,,,,-0.000134,-0.002368,-0.001128,-18.96,-12.72,-48.72,124.3535,0.1279,0.2093,14152
-0.045491,-0.03352,9.912297,,,,0.001088,-0.005423,0.002538,-19.14,-12.54,-48.36,124.3534,0.1275,0.2093,14162
-0.026337,-0.021548,9.943423,,,,-0.001356,7.5E-05,-0.004182,-19.14,-12.54,-48.36,124.3534,0.1275,0.2093,14171
-0.047885,-0.031126,9.926663,,,,-0.001356,7.5E-05,0.001316,-19.98,-12.78,-48.48,124.3534,0.1275,0.2093,14181
-0.035914,-0.026337,9.931452,,,,-0.000134,-0.000536,0.001316,-19.98,-12.78,-48.48,124.3534,0.1275,0.2093,14192
-0.035914,-0.026337,9.931452,,,,0.003531,-0.000536,0.003148,-19.86,-12.48,-49.26,120.9692,0.1292,0.21,14201
-0.040703,-0.011971,9.914692,,,,-0.000134,7.5E-05,-0.001128,-19.86,-12.48,-49.26,120.9692,0.1292,0.21,14211
-0.040703,-0.014366,9.921875,,,,-0.000134,-0.001757,-0.001128,-19.44,-11.94,-49.08,120.9692,0.1292,0.21,14222
-0.03352,-0.014366,9.912297,,,,-0.001356,0.000686,0.003148,-19.44,-11.94,-49.08,120.9692,0.1292,0.21,14231
-0.052674,-0.023943,9.924269,,,,-0.001356,-0.001147,9.4E-05,-18.84,-12.12,-48.96,122.2738,0.1322,0.2107,14242
-0.052674,-0.023943,9.924269,,,,-0.000745,-0.002979,-0.000517,-18.84,-12.12,-48.96,122.2738,0.1322,0.2107,14251
-0.052674,-0.011971,9.933846,,,,-0.001966,-0.001147,9.4E-05,-18.6,-12.3,-49.02,122.2738,0.1322,0.2107,14261
-0.038308,-0.011971,9.907509,,,,0.001088,0.000686,0.001927,-18.6,-12.3,-49.02,122.2738,0.1322,0.2107,14271
-0.028731,-0.021548,9.917087,,,,0.001088,-0.002979,0.000705,-19.32,-12.12,-48.54,122.2718,0.1307,0.2102,14282
-0.047885,-0.021548,9.91948,,,,-0.000745,7.5E-05,-0.000517,-19.32,-12.12,-48.54,122.2718,0.1307,0.2102,14291
-0.047885,-0.021548,9.91948,,,,0.000477,0.001297,0.003148,-19.32,-12.24,-48,122.2718,0.1307,0.2102,14301
-0.038308,-0.026337,9.912297,,,,0.000477,-0.000536,-0.000517,-19.32,-12.24,-48,122.2718,0.1307,0.2102,14311
-0.03352,-0.023943,9.921875,,,,-0.000134,0.002519,0.001927,-19.26,-12.9,-47.88,124.3562,0.1304,0.2111,14322
-0.035914,-0.011971,9.90272,,,,0.001088,0.001908,9.4E-05,-19.26,-12.9,-47.88,124.3562,0.1304,0.2111,14332
-0.043097,-0.038308,9.93624,,,,-0.000745,0.001908,-0.001739,-19.2,-13.38,-48.6,124.3562,0.1304,0.2111,14341
-0.043097,-0.038308,9.93624,,,,-0.000134,-0.002368,0.002538,-19.2,-13.38,-48.6,124.3562,0.1304,0.2111,14352
-0.038308,-0.014366,9.931452,,,,-0.000745,0.001908,-0.002349,-19.32,-13.2,-49.32,124.3562,0.1303,0.2105,14361
-0.03352,-0.026337,9.941029,,,,-0.003188,-0.002368,0.003148,-19.32,-13.2,-49.32,124.3562,0.1303,0.2105,14372
-0.014366,-0.023943,9.905115,,,,-0.003188,-0.002368,0.003148,-19.68,-13.02,-49.38,124.3562,0.1303,0.2105,14381
-0.038308,-0.023943,9.914692,,,,-0.000134,-0.000536,-0.001128,-19.68,-13.02,-49.38,124.3562,0.1303,0.2105,14392
-0.038308,-0.023943,9.914692,,,,0.001088,-0.000536,0.000705,-19.56,-12.66,-49.32,123.0129,0.131,0.2111,14401
-0.03352,-0.023943,9.924269,,,,0.001699,0.00374,0.003148,-19.56,-12.66,-49.32,123.0129,0.131,0.2111,14412
-0.047885,-0.045491,9.929058,,,,0.00231,7.5E-05,0.000705,-19.32,-12.42,-48.96,123.0129,0.131,0.2111,14422
-0.023943,-0.031126,9.921875,,,,-0.000134,7.5E-05,9.4E-05,-19.32,-12.42,-48.96,123.0129,0.131,0.2111,14432
-0.052674,-0.026337,9.921875,,,,0.003531,7.5E-05,9.4E-05,-18.9,-12.66,-48.6,124.3652,0.1298,0.2023,14442
-0.03352,-0.021548,9.921875,,,,-0.000134,7.5E-05,9.4E-05,-18.9,-12.66,-48.6,124.3652,0.1298,0.2023,14452
-0.03352,-0.021548,9.921875,,,,0.000477,0.001297,0.001927,-18.96,-12.72,-47.94,124.3652,0.1298,0.2023,14461
-0.055068,-0.004789,9.924269,,,,-0.000134,0.001297,-0.002349,-18.96,-12.72,-47.94,124.3652,0.1298,0.2023,14471
-0.038308,-0.03352,9.929058,,,,-0.000134,0.001297,-0.002349,-19.2,-13.02,-48.12,124.3725,0.1298,0.1963,14481
-0.023943,-0.03352,9.914692,,,,-0.000134,-0.00359,9.4E-05,-19.26,-13.02,-48.42,124.3725,0.1298,0.1963,14491
-0.01676,-0.028731,9.926663,,,,-0.000745,-0.002979,0.003148,-19.26,-13.02,-48.42,124.3725,0.1298,0.1963,14502
-0.01676,-0.028731,9.926663,,,,0.00231,-0.002368,9.4E-05,-19.68,-13.02,-49.26,124.3725,0.1298,0.1963,14511
-0.040703,-0.023943,9.914692,,,,0.001088,-0.001147,0.000705,-19.68,-13.02,-49.26,124.3725,0.1298,0.1963,14523
-0.023943,-0.01676,9.933846,,,,0.001088,0.000686,0.000705,-19.8,-12.48,-49.02,120.9791,0.1294,0.2011,14532
-0.038308,-0.021548,9.909904,,,,0.001088,0.000686,9.4E-05,-19.8,-12.48,-49.02,120.9791,0.1294,0.2011,14541
-0.038308,-0.021548,9.909904,,,,-0.002577,-0.000536,-0.001128,-20.22,-12.3,-48.54,120.9791,0.1294,0.2011,14552
-0.040703,-0.01676,9.929058,,,,-0.002577,-0.000536,-0.001739,-20.22,-12.3,-48.54,120.9791,0.1294,0.2011,14561
-0.021548,-0.023943,9.91948,,,,0.001088,0.001908,9.4E-05,-20.28,-12.96,-48.78,123.0285,0.1308,0.1968,14571
-0.026337,-0.021548,9.933846,,,,-0.000745,-0.000536,-0.001739,-20.28,-12.96,-48.78,123.0285,0.1308,0.1968,14581
-0.05028,-0.011971,9.926663,,,,-0.001356,-0.000536,9.4E-05,-19.92,-13.08,-48.78,123.0285,0.1308,0.1968,14592
-0.05028,-0.011971,9.926663,,,,-0.000159,-0.001748,-0.002125,-19.92,-13.08,-48.78,123.0285,0.1308,0.1968,14602
-0.043097,-0.011971,9.93624,,,,-0.000159,-0.001748,-0.002125,-19.8,-13.14,-48.66,123.0241,0.1303,0.2001,14611
-0.057463,-0.014366,9.912297,,,,-0.00077,0.001307,0.000319,-19.8,-13.14,-48.66,123.0241,0.1303,0.2001,14621
-0.021548,-0.01676,9.941029,,,,0.002284,0.000696,-0.001514,-19.86,-13.32,-49.26,123.0241,0.1303,0.2001,14632
-0.021548,-0.01676,9.941029,,,,0.000451,-0.000526,0.000319,-19.86,-13.32,-49.26,123.0241,0.1303,0.2001,14641
-0.038308,-0.021548,9.93624,,,,0.001062,0.001307,0.00093,-19.5,-13.08,-49.26,124.368,0.1296,0.1997,14652
-0.031126,-0.019154,9.921875,,,,-0.001992,-0.002359,0.002762,-19.5,-13.08,-49.26,124.368,0.1296,0.1997,14661
-0.052674,-0.023943,9.933846,,,,-0.001992,-0.001137,-0.000292,-19.2,-12.72,-48.96,124.368,0.1296,0.1997,14671
-0.03352,-0.021548,9.924269,,,,0.000451,0.001307,-0.000292,-19.2,-12.72,-48.96,124.368,0.1296,0.1997,14681
-0.03352,-0.021548,9.924269,,,,-0.00077,8.5E-05,-0.000292,-19.26,-12.48,-48.6,122.2783,0.1283,0.2006,14691
-0.031126,-0.038308,9.924269,,,,0.001673,-0.000526,0.000319,-19.26,-12.48,-48.6,122.2783,0.1283,0.2006,14702
-0.035914,-0.01676,9.933846,,,,-0.001381,8.5E-05,-0.000292,-19.62,-12.42,-48.18,122.2783,0.1283,0.2006,14711
-0.035914,-0.035914,9.950606,,,,0.001062,-0.000526,0.001541,-19.62,-12.42,-48.18,122.2783,0.1283,0.2006,14722
-0.040703,-0.019154,9.91948,,,,0.001062,8.5E-05,-0.000292,-19.8,-12.72,-48.54,123.0161,0.1296,0.2063,14731
-0.040703,-0.019154,9.91948,,,,-0.001992,0.000696,0.005206,-19.8,-12.72,-48.54,123.0161,0.1296,0.2063,14742
-0.045491,-0.019154,9.926663,,,,-0.001992,0.000696,0.005206,-19.44,-12.72,-48.6,123.0161,0.1296,0.2063,14751
-0.021548,-0.021548,9.926663,,,,-0.001381,0.001307,-0.001514,-19.44,-12.72,-48.6,123.0161,0.1296,0.2063,14762
-0.021548,-0.021548,9.926663,,,,0.000451,-0.000526,0.000319,-19.26,-12.66,-49.02,124.3579,0.1302,0.2089,14772
-0.031126,-0.019154,9.929058,,,,-0.00077,0.001918,-0.000292,-19.26,-12.66,-49.02,124.3579,0.1302,0.2089,14782
-0.035914,-0.026337,9.926663,,,,0.000451,0.001307,0.000319,-19.02,-12.84,-49.08,124.3579,0.1302,0.2089,14791
-0.035914,-0.021548,9.91948,,,,-0.000159,0.001918,-0.002125,-19.02,-12.84,-49.08,124.3579,0.1302,0.2089,14801
-0.035914,-0.021548,9.91948,,,,-0.000159,0.000696,-0.000292,-18.36,-13.56,-48.72,127.8363,0.1356,0.2037,14811
-0.038308,-0.040703,9.924269,,,,-0.000159,0.001307,-0.001514,-18.36,-13.56,-48.72,127.8363,0.1356,0.2037,14822
-0.064645,-0.031126,9.917087,,,,-0.000159,8.5E-05,0.001541,-18.24,-13.62,-49.08,127.8363,0.1356,0.2037,14831
-0.03352,-0.019154,9.938635,,,,0.000451,0.001307,0.00093,-18.24,-13.62,-49.08,127.8363,0.1356,0.2037,14842
-0.03352,-0.019154,9.938635,,,,0.000451,0.00375,0.000319,-19.38,-13.08,-48.9,124.3838,0.1416,0.2039,14851
-0.028731,-0.019154,9.931452,,,,0.001673,-0.001748,0.000319,-19.38,-13.08,-48.9,124.3838,0.1416,0.2039,14861
-0.038308,0.009577,9.941029,,,,-0.001381,0.001918,0.00093,-19.86,-13.26,-48.36,124.3838,0.1416,0.2039,14872
-0.055068,-0.026337,9.938635,,,,-0.003214,8.5E-05,-0.000292,-19.86,-13.26,-48.36,124.3838,0.1416,0.2039,14881
-0.03352,-0.031126,9.938635,,,,0.000451,0.000696,0.00093,-19.26,-13.38,-48.6,124.3841,0.143,0.2056,14891
-0.026337,-0.019154,9.924269,,,,0.000451,0.001918,-0.000292,-19.26,-13.38,-48.6,124.3841,0.143,0.2056,14902
