Keuwl Accelerometer Data File
2021-04-23 02-12-39

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
2.2157350,0.001708,0.031972,1.010428,1.010935,1.814883,86.941299
2.2177346,0.002197,0.033193,1.007743,1.008292,1.890723,86.213890
2.2197344,0.000732,0.034169,1.002374,1.002956,1.952743,88.772423
2.2217343,-0.000244,0.033925,1.000177,1.000752,1.942695,90.412193
2.2237339,-0.000976,0.033437,0.998469,0.999029,1.918773,91.672394
2.2257338,-0.000244,0.035878,0.995052,0.995698,2.065070,90.389763
2.2277334,-0.000732,0.036610,0.994320,0.994994,2.109050,91.145760
2.2297332,-0.003173,0.037342,0.987242,0.987953,2.173939,94.856606
2.2317328,-0.004393,0.037830,0.984557,0.985293,2.215142,96.624031
2.2337325,-0.004149,0.038074,0.982116,0.982863,2.233181,96.219231
2.2357323,-0.004149,0.039783,0.977967,0.978785,2.342011,95.954109
2.2377322,-0.004149,0.041247,0.975527,0.976407,2.433330,95.744156
2.2397318,-0.004149,0.041247,0.970401,0.971286,2.446167,95.744156
2.2417314,-0.002929,0.041979,0.965520,0.966437,2.495597,93.990913
2.2437315,-0.001953,0.041735,0.964056,0.964960,2.481518,92.678551
2.2457311,-0.001708,0.043688,0.962347,0.963340,2.601282,92.239479
2.2477310,-0.001708,0.043444,0.955757,0.956746,2.604590,92.252045
2.2497306,-0.000488,0.043444,0.954537,0.955525,2.606093,90.643745
2.2517304,0.000488,0.041979,0.952340,0.953265,2.524139,89.333801
2.2537303,-0.000244,0.042467,0.950876,0.951824,2.557266,90.329285
2.2557299,-0.001220,0.042223,0.949900,0.950839,2.546144,91.655487
2.2577298,-0.001464,0.041247,0.948191,0.949089,2.492379,92.033318
2.2597294,-0.001220,0.040271,0.947459,0.948315,2.434939,91.735703
2.2617292,-0.003661,0.041003,0.947703,0.948597,2.487190,95.102165
2.2637289,-0.003905,0.039783,0.948435,0.949277,2.413381,95.606163
2.2657285,-0.005125,0.039294,0.948191,0.949019,2.393183,97.431404
2.2677283,-0.002929,0.038806,0.948924,0.949721,2.348354,94.316025
2.2697282,-0.003905,0.039783,0.948435,0.949277,2.413381,95.606163
2.2717278,-0.004149,0.038806,0.947703,0.948506,2.358168,96.102783
2.2737277,-0.003417,0.037830,0.946483,0.947245,2.298144,95.161095
2.2757273,-0.002685,0.037830,0.946971,0.947730,2.293369,94.059349
2.2783389,-0.001953,0.037830,0.946239,0.946997,2.292516,92.954582
2.2803385,-0.001464,0.037342,0.945263,0.946001,2.263994,92.245743
2.2823384,-0.001953,0.036366,0.946483,0.947183,2.203448,93.073334
2.2843380,-0.000976,0.035389,0.946483,0.947145,2.142197,91.580170
2.2863381,0.001708,0.034169,0.947459,0.948077,2.068006,87.137596
2.2883377,0.002929,0.033193,0.947703,0.948289,2.013728,84.957550
2.2903376,0.003173,0.032217,0.949900,0.950451,1.951841,84.375374
2.2923372,0.003173,0.032217,0.949900,0.950451,1.951841,84.375374
2.2943370,0.005369,0.032217,0.950388,0.950949,1.968315,80.537682
2.2963367,0.005369,0.030752,0.953561,0.954072,1.875132,80.095818
2.2983365,0.006590,0.029288,0.954293,0.954765,1.801788,77.319618
2.3003361,0.009030,0.029044,0.954049,0.954534,1.825956,72.728256
2.3023360,0.008786,0.027579,0.956245,0.956683,1.733817,72.328949
2.3043356,0.007078,0.027823,0.956734,0.957164,1.718739,75.727486
2.3063354,0.005858,0.028800,0.958442,0.958893,1.756357,78.503441
2.3083351,0.007322,0.028067,0.959418,0.959857,1.731784,75.379128
2.3103349,0.006346,0.027335,0.957954,0.958365,1.677948,76.930679
2.3123345,0.007810,0.027579,0.961127,0.961554,1.708231,74.188629
2.3143344,0.007566,0.027579,0.962103,0.962528,1.702609,74.659111
2.3163340,0.005125,0.027579,0.963567,0.963976,1.667535,79.472214
2.3183339,0.005125,0.028556,0.964300,0.964736,1.723287,79.824486
2.3203335,0.004393,0.029044,0.964544,0.964991,1.744282,81.398613
2.3223333,0.001464,0.029044,0.967228,0.967665,1.722151,87.113579
2.3243330,0.000244,0.030020,0.968693,0.969158,1.775088,89.534187
2.3263328,0.000488,0.030508,0.968693,0.969173,1.804068,89.083344
2.3283324,-0.001708,0.030752,0.969669,0.970158,1.819191,93.179832
2.3303323,-0.002685,0.030752,0.970157,0.970648,1.822416,94.989365
2.3323321,-0.003905,0.031728,0.967961,0.968488,1.891551,97.016502
2.3343318,-0.004393,0.031728,0.967961,0.968490,1.895272,97.883141
2.3363314,-0.005125,0.031972,0.967472,0.968014,1.916936,99.107338
2.3383312,-0.007322,0.032705,0.967228,0.967809,1.984456,102.619324
2.3403308,-0.008542,0.033437,0.967472,0.968088,2.042964,104.331070
2.3423309,-0.008786,0.033437,0.966496,0.967114,2.048704,104.722977
2.3443303,-0.010251,0.033193,0.966252,0.966877,2.059090,107.161919
2.3463304,-0.010251,0.033925,0.966496,0.967146,2.100029,106.812630
2.3483303,-0.011959,0.035389,0.964544,0.965267,2.217879,108.671707
2.3503299,-0.014156,0.036610,0.963812,0.964610,2.332129,111.139824
2.3523297,-0.014156,0.036610,0.963812,0.964610,2.332129,111.139824
2.3543293,-0.016352,0.038318,0.964788,0.965687,2.472589,113.110443
2.3563292,-0.019037,0.035633,0.964056,0.964902,2.399636,118.113205
2.3583288,-0.018793,0.035633,0.965032,0.965872,2.390401,117.807037
2.3603284,-0.021234,0.035389,0.967717,0.968596,2.442002,120.963753
2.3623283,-0.021966,0.034657,0.969669,0.970537,2.423012,122.366638
2.3643281,-0.021234,0.032217,0.970645,0.971412,2.276323,123.388512
2.3663278,-0.020013,0.029532,0.973574,0.974227,2.098538,124.124939
2.3683276,-0.019281,0.028556,0.975527,0.976135,2.022940,124.027756
2.3703272,-0.020501,0.027091,0.981384,0.981972,1.982680,127.116859
2.3723269,-0.021478,0.022210,0.986510,0.986993,1.793842,134.039825
2.3743267,-0.021234,0.021478,0.990170,0.990631,1.747085,134.672592
2.3763263,-0.020501,0.019525,0.995784,0.996186,1.628587,136.397186
2.3783262,-0.017573,0.016840,1.003594,1.003889,1.389171,136.218872
2.3803260,-0.016840,0.013912,1.008963,1.009200,1.240489,140.440323
2.3823256,-0.013912,0.012203,1.017262,1.017430,1.042302,138.742981
2.3843253,-0.012447,0.011227,1.020923,1.021060,0.940452,137.950775
2.3863251,-0.009519,0.008298,1.029953,1.030030,0.702208,138.918243
2.3883247,-0.008054,0.007810,1.040448,1.040508,0.617706,135.881409
2.3903246,-0.007810,0.006834,1.044597,1.044648,0.568895,138.814072
2.3923242,-0.005125,0.006346,1.049478,1.049510,0.445433,128.927551
2.3943241,-0.002197,0.005858,1.056312,1.056330,0.338620,110.556046
2.3963237,-0.000976,0.004393,1.058264,1.058274,0.243090,102.528809
2.3983235,0.001464,0.002685,1.061926,1.061930,0.165511,61.389542
2.4003232,0.002685,0.002197,1.063390,1.063396,0.187672,39.289406
2.4023232,0.004393,0.001953,1.065342,1.065353,0.258688,23.962490
2.4043229,0.004393,0.002197,1.069736,1.069747,0.262443,26.565052
2.4063227,0.004881,0.002685,1.071932,1.071947,0.297394,28.810795
2.4083223,0.006590,0.006590,1.073885,1.073925,0.496928,45.000000
2.4103222,0.008786,0.007322,1.075837,1.075898,0.609093,39.805573
2.4123220,0.008786,0.007078,1.076325,1.076384,0.600683,38.853374
2.4143217,0.010251,0.008054,1.077546,1.077624,0.692951,38.157227
2.4163215,0.011471,0.008786,1.078766,1.078863,0.767448,37.450581
2.4183211,0.014156,0.010251,1.080230,1.080372,0.927040,35.909721
2.4203210,0.016596,0.012691,1.079010,1.079212,1.109417,37.405354
2.4223206,0.017085,0.014888,1.078766,1.079004,1.203660,41.069824
2.4243205,0.017817,0.020013,1.074861,1.075195,1.427933,48.323116
2.4263203,0.018549,0.024162,1.071688,1.072121,1.628107,52.487385
2.4283202,0.019037,0.025383,1.071200,1.071670,1.696621,53.130100
2.4303198,0.021722,0.028312,1.066563,1.067160,1.916221,52.503086
2.4323196,0.022942,0.029044,1.060949,1.061595,1.998020,51.694229
2.4343195,0.022942,0.031484,1.057532,1.058250,2.109700,53.919846
2.4363191,0.024162,0.035878,1.051431,1.052320,2.355843,56.040939
2.4383190,0.024406,0.038074,1.048746,1.049721,2.469182,57.339088
2.4403188,0.025627,0.040271,1.044841,1.045931,2.615764,57.528809
2.4423184,0.025627,0.043932,1.037519,1.038765,2.806446,59.743565
2.4443183,0.025139,0.045152,1.034590,1.035880,2.859512,60.892830
2.4463179,0.024651,0.047593,1.027268,1.028666,2.986686,62.618160
2.4483178,0.024406,0.049301,1.020923,1.022404,3.084388,63.662312
2.4503174,0.023674,0.050521,1.017750,1.019278,3.137811,64.892258
2.4523175,0.023186,0.051986,1.013113,1.014710,3.215707,65.962685
2.4543173,0.022454,0.052474,1.009696,1.011308,3.235432,66.833580
2.4563169,0.020745,0.054182,1.005302,1.006975,3.302983,69.049011
2.4583168,0.018061,0.056623,1.003594,1.005352,3.389169,72.309113
2.4603167,0.015864,0.056867,1.001642,1.003380,3.373246,74.412498
2.4623163,0.014156,0.057355,1.000421,1.002164,3.379450,76.135986
2.4643161,0.012447,0.057843,1.000421,1.002169,3.384660,77.855721
2.4663157,0.010983,0.058087,1.002130,1.003872,3.375973,79.293159
2.4683156,0.008786,0.057843,1.001642,1.003349,3.342929,81.362869
2.4703155,0.008298,0.058331,1.001642,1.003373,3.366390,81.903465
2.4723151,0.008542,0.059064,1.002862,1.004636,3.405536,81.770485
2.4743149,0.009030,0.061992,0.999689,1.001650,3.585831,81.712059
2.4763145,0.009274,0.063213,0.998713,1.000754,3.660302,81.653221
2.4783144,0.009030,0.066142,0.997248,0.999480,3.829605,82.225395
2.4803140,0.008054,0.068826,0.995784,0.998192,3.980740,83.325531
2.4823139,0.009274,0.070047,0.994076,0.996584,4.065679,82.457672
2.4843135,0.009274,0.071511,0.990903,0.993523,4.162219,82.610397
2.4863131,0.011715,0.071999,0.989682,0.992367,4.215425,80.758286
2.4883130,0.010983,0.074196,0.988950,0.991790,4.337115,81.579865
2.4903128,0.009030,0.075416,0.986021,0.988943,4.404867,83.171852
2.4923124,0.010007,0.076148,0.984313,0.987305,4.461552,82.513641
2.4943123,0.009274,0.078589,0.981872,0.985056,4.607810,83.269516
2.4963119,0.011959,0.079077,0.978455,0.981718,4.672777,81.400070
2.4983115,0.012203,0.078833,0.977967,0.981215,4.663208,81.200523
2.5003114,0.012203,0.080541,0.977479,0.980868,4.763865,81.384354
2.5023115,0.012447,0.081762,0.975771,0.979269,4.844684,81.343826
2.5043111,0.012935,0.081518,0.974306,0.977796,4.842216,80.983337
2.5063109,0.012447,0.079809,0.972842,0.976189,4.746315,81.135376
2.5083106,0.011471,0.079321,0.973086,0.976381,4.708400,81.771194
2.5103104,0.009030,0.079321,0.972598,0.975869,4.692480,83.505058
2.5123100,0.007078,0.078345,0.973086,0.976260,4.621689,84.837761
2.5143099,0.006834,0.077369,0.973086,0.976181,4.563556,84.952271
2.5163095,0.006102,0.076636,0.976259,0.979281,4.502630,85.447838
2.5183094,0.002685,0.076880,0.978699,0.981718,4.494270,88.000008
2.5203090,0.002197,0.076636,0.978944,0.981941,4.478116,88.358215
2.5223088,0.001708,0.074196,0.979920,0.982726,4.331105,88.680923
2.5243084,0.000976,0.074684,0.980652,0.983492,4.355456,89.251076
2.5263083,0.000000,0.073952,0.981628,0.984410,4.308299,90.000000
2.5283079,-0.001464,0.073219,0.982604,0.985330,4.262413,91.145760
2.5303078,0.001220,0.071511,0.984557,0.987151,4.154872,89.022354
2.5323074,0.000488,0.071267,0.984313,0.986890,4.141228,89.607567
2.5343072,-0.000732,0.070047,0.986021,0.988507,4.063655,90.598892
2.5363069,-0.000732,0.070291,0.986021,0.988524,4.077751,90.596809
2.5383067,-0.001708,0.066874,0.989194,0.991454,3.868828,91.463440
2.5403063,-0.002685,0.065409,0.993099,0.995255,3.771436,92.350372
2.5423062,-0.004149,0.064677,0.995052,0.997160,3.726570,93.670547
2.5443058,-0.003905,0.061992,0.999201,1.001130,3.557214,93.604424
2.5463057,-0.003417,0.061992,1.000909,1.002833,3.549555,93.154846
2.5483053,-0.003661,0.061992,1.005058,1.006975,3.535627,93.379684
2.5503051,-0.004637,0.061260,1.008719,1.010588,3.485207,94.328873
2.5523047,-0.005125,0.061504,1.011892,1.013773,3.490259,94.763641
2.5543046,-0.005125,0.061992,1.016774,1.018674,3.500789,94.726303
2.5563042,-0.004393,0.061016,1.019946,1.021779,3.432336,94.118187
2.5583041,-0.003905,0.062236,1.021411,1.023313,3.493623,93.590324
2.5603037,-0.003173,0.063457,1.022875,1.024847,3.554351,92.862404
2.5623033,-0.003417,0.064189,1.023607,1.025624,3.593304,93.047089
2.5643034,-0.002685,0.063945,1.027024,1.029016,3.565900,92.404137
2.5663033,-0.005613,0.065653,1.029709,1.031815,3.661479,94.887009
2.5683029,-0.005858,0.065165,1.028733,1.030811,3.639164,95.136375
2.5703027,-0.007566,0.064433,1.030929,1.032969,3.600870,96.697243
2.5723023,-0.007810,0.063945,1.031173,1.033184,3.574729,96.963470
2.5743020,-0.008542,0.063945,1.031417,1.033433,3.579054,97.608963
2.5763018,-0.011715,0.064189,1.030929,1.032992,3.621528,100.343185
2.5783014,-0.011227,0.064677,1.029221,1.031312,3.649427,99.847557
2.5803013,-0.011471,0.064921,1.026048,1.028164,3.676422,100.020264
2.5823011,-0.011959,0.063945,1.022875,1.024942,3.639057,100.593246
2.5843008,-0.012447,0.063701,1.020923,1.022984,3.637712,101.056412
2.5863006,-0.015864,0.062236,1.016041,1.018069,3.617038,104.300278
2.5883002,-0.016108,0.062481,1.012625,1.014678,3.645937,104.456757
2.5903001,-0.015864,0.063945,1.010428,1.012573,3.730614,103.933289
2.5922997,-0.014644,0.063457,1.008475,1.010576,3.694857,102.994621
2.5942996,-0.012203,0.063701,1.005058,1.007149,3.692418,100.844810
2.5962992,-0.011959,0.064921,1.004570,1.006737,3.759684,100.437477
2.5982990,-0.010983,0.067118,1.002862,1.005165,3.879644,99.293312
2.6002986,-0.009519,0.067362,1.002374,1.004680,3.882722,98.042892
2.6022985,-0.006102,0.067606,1.000177,1.002478,3.882671,95.157127
2.6042981,-0.005125,0.069070,0.997004,0.999407,3.973896,94.243851
2.6062980,-0.003661,0.070047,0.996516,0.998982,4.026279,92.991829
2.6082976,-0.001953,0.070779,0.994320,0.996837,4.073186,91.580170
2.6102974,-0.001953,0.071511,0.995052,0.997620,4.112136,91.564003
2.6122971,-0.002441,0.071511,0.994808,0.997378,4.113946,91.954727
2.6142969,-0.002685,0.071511,0.996516,0.999082,4.107467,92.150024
2.6162965,-0.002441,0.071023,0.996272,0.998803,4.080008,91.968155
2.6182964,-0.003905,0.072975,0.997004,0.999679,4.192225,93.063072
2.6202960,-0.002685,0.072975,0.999445,1.002109,4.178936,92.106918
2.6222961,-0.003173,0.073463,0.999689,1.002390,4.206821,92.473030
2.6242957,-0.004149,0.073463,1.000665,1.003367,4.205518,93.232536
2.6262956,-0.004637,0.073708,0.999689,1.002413,4.225124,93.599960
2.6282952,-0.004393,0.073463,1.000665,1.003368,4.206263,93.422249
2.6302950,-0.005858,0.073463,1.001886,1.004592,4.207007,94.558792
2.6322947,-0.005858,0.074196,1.002374,1.005133,4.246393,94.513992
2.6342945,-0.005858,0.075416,1.004814,1.007658,4.305161,94.441238
2.6362941,-0.004393,0.073463,1.007499,1.010183,4.177858,93.422249
2.6382940,-0.004149,0.073708,1.008719,1.011417,4.185773,93.221855
2.6402936,-0.001708,0.074196,1.010672,1.013393,4.199786,91.319077
2.6422935,0.000488,0.074440,1.012136,1.014870,4.206542,89.624298
2.6442931,0.000976,0.074440,1.013357,1.016088,4.201744,89.248627
2.6462929,0.002197,0.074440,1.014577,1.017306,4.198107,88.309792
2.6482925,0.004149,0.075416,1.015065,1.017871,4.255469,86.850983
2.6502924,0.002929,0.078589,1.015065,1.018107,4.430228,87.865738
2.6522920,0.003661,0.078345,1.013845,1.016874,4.423547,87.324570
2.6542919,0.005369,0.078589,1.012136,1.015197,4.450211,86.091454
2.6562915,0.004637,0.078589,1.009940,1.013003,4.457203,86.623108
2.6582911,0.004149,0.080297,1.005547,1.008756,4.571704,87.042061
2.6602910,0.003905,0.080541,1.004326,1.007558,4.590347,87.224197
2.6622908,0.005125,0.081029,1.001642,1.004927,4.634218,86.380692
2.6642904,0.005369,0.081029,0.998713,1.002009,4.648610,86.208832
2.6662903,0.005858,0.081029,0.997492,1.000795,4.656146,85.865326
2.6682899,0.006346,0.082006,0.995784,0.999175,4.721860,85.575218
2.6702895,0.006346,0.082250,0.994320,0.997736,4.742682,85.588295
2.6722894,0.005858,0.082494,0.991391,0.994834,4.768592,85.938477
2.6742892,0.007810,0.082982,0.989438,0.992943,4.815115,84.623291
2.6762888,0.008054,0.083958,0.990170,0.993756,4.868765,84.520370
2.6782889,0.006346,0.085667,0.989926,0.993647,4.959423,85.763603
2.6802886,0.007078,0.085667,0.988950,0.992679,4.967593,85.276886
2.6822884,0.005613,0.085423,0.989194,0.992892,4.946171,86.240257
2.6842880,0.005613,0.085667,0.990415,0.994128,4.954087,86.250938
2.6862879,0.006346,0.086155,0.991391,0.995148,4.980080,85.787521
2.6882875,0.006834,0.085423,0.989682,0.993385,4.948824,85.426079
2.6902874,0.007810,0.085179,0.987486,0.991183,4.950605,84.761169
2.6922870,0.008542,0.085179,0.987730,0.991433,4.953414,84.273155
2.6942868,0.007566,0.086155,0.987242,0.991023,5.006564,84.981232
2.6962864,0.008298,0.085667,0.986754,0.990500,4.984916,84.467239
2.6982863,0.010007,0.086643,0.987242,0.991087,5.048767,83.411926
2.7002859,0.009519,0.087131,0.986510,0.990396,5.077287,83.765518
2.7022858,0.008298,0.086643,0.986998,0.990828,5.039639,84.529205
2.7042854,0.008542,0.087619,0.985045,0.988971,5.107029,84.431656
2.7062852,0.007810,0.088351,0.985533,0.989516,5.142662,84.948311
2.7082849,0.007810,0.088840,0.986265,0.990289,5.166874,84.975922
2.7102847,0.006346,0.090548,0.985777,0.989948,5.260938,85.991219
2.7122843,0.006346,0.090304,0.986998,0.991140,5.240450,85.980415
2.7142842,0.007078,0.090060,0.987242,0.991366,5.228322,85.506317
2.7162838,0.006590,0.091524,0.989926,0.994170,5.295907,85.881813
2.7182834,0.004149,0.088840,0.993099,0.997074,5.117454,87.326042
2.7202833,0.005125,0.088595,0.994076,0.998029,5.101425,86.689056
2.7222831,0.006102,0.088107,0.993343,0.997262,5.080836,86.038475
2.7242827,0.006346,0.087619,0.993587,0.997463,5.052685,85.857674
2.7262826,0.008786,0.086887,0.999201,1.003010,4.994928,84.225677
2.7282822,0.011471,0.085667,1.002130,1.005850,4.929388,82.373283
2.7302818,0.011959,0.084446,1.004814,1.008428,4.851675,81.939461
2.7322817,0.011227,0.082494,1.007987,1.011420,4.721653,82.249962
2.7342813,0.011715,0.081029,1.011648,1.014956,4.626773,81.773277
2.7362812,0.011471,0.080541,1.012869,1.016130,4.592139,81.894203
2.7382813,0.011715,0.080785,1.013601,1.016883,4.604450,81.748764
2.7402809,0.011471,0.080297,1.015797,1.019031,4.565444,81.869896
2.7422805,0.011715,0.079809,1.017018,1.020212,4.534923,81.649246
2.7442803,0.012447,0.078345,1.018238,1.021323,4.454698,80.972389
2.7462800,0.012203,0.078345,1.020434,1.023510,4.443075,81.146568
2.7482798,0.010495,0.079321,1.020434,1.023567,4.483405,82.463104
2.7502794,0.010983,0.080053,1.020190,1.023385,4.528570,82.188065
2.7522793,0.012203,0.081029,1.019214,1.022503,4.596615,81.435478
2.7542791,0.012203,0.080785,1.018482,1.021754,4.586420,81.409988
2.7562788,0.012203,0.081029,1.017262,1.020557,4.605386,81.435478
2.7582786,0.012447,0.082494,1.014577,1.018001,4.700780,81.419510
2.7602782,0.010983,0.082982,1.014089,1.017538,4.718623,82.460556
2.7622781,0.011471,0.083714,1.012869,1.016387,4.768715,82.197563
2.7642777,0.011471,0.083470,1.011404,1.014907,4.762014,82.175034
2.7662773,0.009274,0.082738,1.010672,1.014095,4.709190,83.604164
2.7682772,0.008542,0.082738,1.009940,1.013359,4.708191,84.105392
2.7702770,0.008054,0.082250,1.010428,1.013802,4.675836,84.407265
2.7722766,0.007810,0.080541,1.009940,1.013176,4.580907,84.461365
2.7742765,0.007566,0.080297,1.009940,1.013155,4.565916,84.617203
2.7762761,0.006346,0.081274,1.012869,1.016144,4.601513,85.535515
2.7782757,0.004881,0.080053,1.012869,1.016039,4.527401,86.510674
2.7802756,0.004393,0.077613,1.013357,1.016334,4.386643,86.760300
2.7822752,0.001708,0.077857,1.014089,1.017075,4.391284,88.742928
2.7842751,0.001708,0.077124,1.015309,1.018236,4.345011,88.730995
2.7862749,0.000732,0.076880,1.017994,1.020893,4.319059,89.454346
2.7882745,-0.001464,0.076880,1.019214,1.022111,4.314522,91.091217
2.7902744,-0.001464,0.077369,1.020679,1.023608,4.335535,91.084335
2.7922740,-0.003173,0.078345,1.020434,1.023443,4.393915,92.319122
2.7942736,-0.005125,0.080053,1.021167,1.024312,4.491567,93.663330
2.7962735,-0.007566,0.078589,1.023363,1.026404,4.411620,95.499107
2.7982731,-0.008298,0.078589,1.022387,1.025437,4.419915,96.027527
2.8002732,-0.008298,0.078833,1.022875,1.025942,4.431333,96.009003
2.8022730,-0.007566,0.080297,1.024584,1.027753,4.500933,95.382797
2.8042727,-0.005613,0.083226,1.025072,1.028460,4.652232,93.858681
2.8062723,-0.005613,0.083714,1.026048,1.029473,4.674830,93.836250
2.8082721,-0.004637,0.083714,1.027756,1.031171,4.663755,93.170578
2.8102717,-0.004149,0.083226,1.028245,1.031616,4.633161,92.854027
2.8122716,-0.003173,0.083226,1.028977,1.032342,4.627492,92.183243
2.8142712,-0.003173,0.082982,1.029709,1.033052,4.610699,92.189651
2.8162711,-0.002441,0.082982,1.029953,1.033293,4.608277,91.684685
2.8182709,-0.001953,0.082982,1.029953,1.033292,4.607554,91.347885
2.8202705,-0.004149,0.082494,1.028489,1.031800,4.591584,92.879311
2.8222704,-0.005613,0.081762,1.027756,1.031019,4.559176,93.927574
2.8242700,-0.007078,0.082982,1.023363,1.026747,4.652569,94.875191
2.8262699,-0.008786,0.083958,1.021655,1.025136,4.723478,95.974327
2.8282695,-0.009519,0.084446,1.021411,1.024940,4.756087,96.431053
2.8302693,-0.010739,0.086155,1.015553,1.019258,4.886477,97.105042
2.8322692,-0.010739,0.086155,1.015553,1.019258,4.886477,97.105042
2.8342690,-0.011715,0.087131,1.012869,1.016677,4.960726,97.657707
2.8362687,-0.011959,0.088351,1.009940,1.013867,5.044963,97.708656
2.8382685,-0.012447,0.089328,1.007255,1.011285,5.116726,97.932755
2.8402684,-0.012203,0.091524,1.003106,1.007347,5.259150,97.594643
2.8422680,-0.012203,0.092256,1.000421,1.004740,5.314412,97.535065
2.8442678,-0.012203,0.092256,0.999445,1.003768,5.319535,97.535065
2.8462679,-0.011227,0.094697,0.993587,0.998153,5.482228,96.761238
2.8482676,-0.011227,0.095917,0.991147,0.995840,5.565036,96.676003
2.8502674,-0.010739,0.097626,0.987974,0.992844,5.677131,96.277298
2.8522673,-0.010007,0.098846,0.985045,0.990043,5.759357,95.780617
2.8542669,-0.009763,0.099334,0.985289,0.990332,5.784520,95.613007
2.8562667,-0.010007,0.100555,0.984801,0.989972,5.858660,95.683052
2.8582664,-0.011471,0.103483,0.985777,0.991260,6.029191,96.325363
2.8602662,-0.012691,0.104460,0.985777,0.991378,6.093005,96.927216
2.8622661,-0.012447,0.103972,0.987974,0.993508,6.050127,96.826859
2.8642657,-0.012935,0.103972,0.987974,0.993514,6.053495,97.091904
2.8662655,-0.013912,0.104460,0.988706,0.994306,6.083957,97.585876
2.8682654,-0.015132,0.104704,0.991391,0.997019,6.090978,98.223572
2.8702650,-0.015376,0.105680,0.992367,0.998097,6.142195,98.278252
2.8722649,-0.015376,0.106900,0.995540,1.001381,6.191534,98.185036
2.8742645,-0.016108,0.107388,0.998225,1.004114,6.208388,98.530769
2.8762643,-0.016108,0.107877,0.998713,1.004651,6.232751,98.492729
2.8782642,-0.015376,0.108121,1.000909,1.006850,6.226866,98.093887
2.8802638,-0.015620,0.108121,1.002618,1.008552,6.218297,98.220619
2.8822634,-0.015132,0.108121,1.002618,1.008544,6.214386,97.967072
2.8842633,-0.013912,0.109097,1.003106,1.009117,6.256926,97.266953
2.8862629,-0.013179,0.109829,1.004570,1.010642,6.283691,96.842773
2.8882627,-0.012447,0.110317,1.007011,1.013112,6.291113,96.437561
2.8902624,-0.011227,0.110805,1.006279,1.012423,6.315686,95.785553
2.8922622,-0.011227,0.110805,1.006279,1.012423,6.315686,95.785553
2.8942618,-0.011959,0.109829,1.006523,1.012568,6.263878,96.214386
2.8962617,-0.011227,0.108853,1.005791,1.011726,6.209336,95.888611
2.8982613,-0.010495,0.107633,1.006279,1.012073,6.133923,95.569061
2.9002614,-0.009030,0.106900,1.007743,1.013437,6.076606,94.828590
2.9022610,-0.008786,0.106656,1.008963,1.014623,6.054564,94.709381
2.9042609,-0.009274,0.107388,1.009940,1.015675,6.091943,94.936028
2.9062605,-0.010007,0.106900,1.009452,1.015145,6.071249,95.347717
2.9082603,-0.010007,0.106412,1.009452,1.015094,6.043967,95.372108
2.9102600,-0.007078,0.107633,1.013113,1.018838,6.077283,93.762329
2.9122598,-0.005125,0.108609,1.013601,1.019416,6.122726,92.701843
2.9142594,-0.004149,0.110073,1.012625,1.018598,6.208136,92.158684
2.9162593,-0.002685,0.110805,1.014089,1.020128,6.237531,91.387955
2.9182589,-0.001464,0.111782,1.014577,1.020717,6.287746,90.750557
2.9202588,-0.001708,0.111782,1.014333,1.020475,6.289461,90.875633
2.9222584,-0.001220,0.112026,1.013845,1.020016,6.305713,90.624115
2.9242582,-0.002441,0.112270,1.014089,1.020288,6.318945,91.245361
2.9262581,-0.004149,0.113490,1.012869,1.019215,6.397458,92.093750
2.9282577,-0.003417,0.116663,1.012136,1.018843,6.577930,91.677643
2.9302576,-0.003661,0.117639,1.010672,1.017502,6.642367,91.782486
2.9322572,-0.004637,0.118860,1.007987,1.014982,6.730214,92.234222
2.9342568,-0.004881,0.120812,1.005547,1.012790,6.856523,92.313721
2.9362566,-0.005125,0.121544,1.002862,1.010213,6.916450,92.414658
2.9382563,-0.006346,0.124717,0.998957,1.006732,7.125519,92.912735
2.9402561,-0.006590,0.127646,0.997248,1.005406,7.303663,92.955284
2.9422560,-0.004637,0.130575,0.992855,1.001415,7.496902,92.033951
2.9442556,-0.004149,0.135456,0.988462,0.997709,7.806628,91.754456
2.9462552,-0.003905,0.137652,0.984801,0.994383,7.960230,91.624977
2.9482551,-0.001953,0.140581,0.978211,0.988263,8.178917,90.795723
2.9502547,-0.001220,0.143266,0.973818,0.984301,8.369498,90.488029
2.9522545,-0.000488,0.144974,0.972842,0.983585,8.475978,90.192917
2.9542542,-0.000488,0.147171,0.968449,0.979568,8.640929,90.190033
2.9562540,-0.000488,0.147903,0.967472,0.978713,8.691901,90.189095
2.9582536,-0.001708,0.148147,0.967228,0.978510,8.708698,90.660713
2.9602537,-0.003661,0.144974,0.969425,0.980212,8.508031,91.446556
2.9622533,-0.003905,0.142778,0.970645,0.981098,8.371046,91.566673
2.9642532,-0.003417,0.137897,0.976259,0.985955,8.042250,91.419426
2.9662528,-0.004637,0.132527,0.982604,0.991512,7.685948,92.004005
2.9682527,-0.005613,0.130575,0.985777,0.994403,7.552293,92.461670
2.9702523,-0.008786,0.126914,0.992367,1.000488,7.305274,93.960312
2.9722521,-0.014400,0.124229,1.000909,1.008692,7.122022,96.611855
2.9742517,-0.017085,0.121544,1.005058,1.012525,6.962551,98.001205
2.9762516,-0.020990,0.117395,1.014821,1.021804,6.702356,100.137039
