ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),Time since start in ms 
0.148445,0.102954,9.771035,-0.019652,0.027432,-0.003914,141.36,-18.6,142.08,261.5385,-0.6755,-0.7576,55.81396,37.500267,210.3566,28
0.114925,0.081405,9.845258,-0.008656,0.018879,-0.002082,141.36,-18.6,142.08,261.5385,-0.6755,-0.7576,55.81396,37.500267,210.3566,38
0.117319,0.052674,9.842864,0.006005,0.003608,-0.006969,141.48,-18.3,142.2,261.5385,-0.6755,-0.7576,55.81396,37.500267,210.3566,49
0.136474,0.098165,9.905115,0.021276,-0.006777,-0.006358,141.48,-18.3,142.2,261.5385,-0.6755,-0.7576,55.81396,37.500267,210.3566,58
0.136474,0.098165,9.905115,0.021276,-0.006777,-0.006358,141.48,-17.94,142.2,261.9732,-0.6591,-0.6621,55.81396,37.500267,210.3566,67
0.126897,0.112531,9.780613,0.023109,-0.010442,-0.009412,141.48,-17.94,142.2,261.9732,-0.6591,-0.6621,55.81396,37.500267,210.3566,77
0.134079,0.112531,9.699207,0.019444,-0.009831,-0.006969,141.24,-17.88,142.08,261.9732,-0.6591,-0.6621,55.81396,37.500267,210.3566,88
0.131685,0.117319,9.711179,-0.001326,-0.00189,-0.002082,141.24,-17.88,142.08,261.9732,-0.6591,-0.6621,55.81396,37.500267,210.3566,98
0.136474,0.117319,9.80695,-0.011099,0.001775,0.002194,141.12,-18.6,141.9,261.5788,-0.6495,-0.6699,55.81396,37.500267,210.3566,108
0.136474,0.117319,9.80695,-0.013543,0.006662,0.001583,141.12,-18.6,141.9,261.5788,-0.6495,-0.6699,55.81396,37.500267,210.3566,118
0.114925,0.119714,9.809344,-0.006823,0.007884,0.000362,141.48,-18.6,142.14,261.5788,-0.6495,-0.6699,55.81396,37.500267,210.3566,128
0.098165,0.155628,9.747093,-0.001936,0.000553,0.000362,141.48,-18.6,142.14,261.5788,-0.6495,-0.6699,55.81396,37.500267,210.3566,137
0.126897,0.143657,9.70639,-0.006823,-0.004333,-0.003914,141.54,-18.3,142.44,262.0586,-0.6289,-0.6699,55.81396,37.500267,210.3566,148
0.126897,0.143657,9.70639,-0.012932,-0.009831,-0.00758,141.54,-18.3,142.44,262.0586,-0.6289,-0.6699,55.81396,37.500267,210.3566,158
0.090982,0.114925,9.749487,-0.020873,-0.00922,-0.005747,141.3,-18.42,142.44,262.0586,-0.6289,-0.6699,55.81396,37.500267,210.3566,168
0.110137,0.079011,9.888355,-0.026982,-0.004944,-0.004525,141.3,-18.42,142.44,262.0586,-0.6289,-0.6699,55.81396,37.500267,210.3566,178
0.134079,0.047885,9.948212,-0.023317,-5.7E-05,-0.002082,140.94,-18.24,142.68,261.9891,-0.6355,-0.6799,55.81396,37.500267,210.3566,188
0.134079,0.047885,9.948212,-0.009878,-0.003112,0.001583,141,-18.36,142.68,261.9891,-0.6355,-0.6799,55.81396,37.500267,210.3566,198
0.098165,0.074223,9.96976,0.006616,-0.011664,0.003416,141,-18.36,142.68,261.9891,-0.6355,-0.6799,55.81396,37.500267,210.3566,208
0.119714,0.117319,9.907509,0.020666,-0.024492,0.002194,141.36,-18,142.62,261.9891,-0.6355,-0.6799,55.81396,37.500267,210.3566,219
0.126897,0.165205,9.818921,0.028607,-0.030601,-0.000249,141.36,-18,142.62,261.9891,-0.6355,-0.6799,55.81396,37.500267,210.3566,228
0.148445,0.158022,9.694419,0.019444,-0.026325,-0.003304,141.9,-17.58,141.84,262.0911,-0.5944,-0.6844,55.81396,37.500267,210.3566,238
0.148445,0.158022,9.694419,-0.000104,-0.012275,-0.004525,141.9,-17.58,141.84,262.0911,-0.5944,-0.6844,55.81396,37.500267,210.3566,248
0.117319,0.150839,9.730332,-0.013543,-0.000668,-0.005747,141.3,-17.7,141.6,262.0911,-0.5944,-0.6844,55.81396,37.500267,210.3566,259
0.117319,0.181965,9.814133,-0.016597,0.001775,-0.00758,141.3,-17.7,141.6,262.0911,-0.5944,-0.6844,55.81396,37.500267,210.3566,268
0.117319,0.181965,9.814133,-0.011099,0.001775,-0.003914,140.76,-17.76,142.26,261.9749,-0.6474,-0.7277,55.81396,37.500267,210.3566,278
0.184359,0.052674,9.835681,-0.007434,0.000553,-0.004525,140.76,-17.76,142.26,261.9749,-0.6474,-0.7277,55.81396,37.500267,210.3566,288
0.162811,0.052674,9.862018,0.00234,0.00483,-0.004525,140.58,-18.12,142.5,261.9749,-0.6474,-0.7277,55.81396,37.500267,210.3566,298
0.093377,0.098165,9.814133,0.024942,0.002386,-0.00819,140.58,-18.12,142.5,261.9749,-0.6474,-0.7277,55.81396,37.500267,210.3566,308
0.093377,0.098165,9.814133,0.029218,-0.013496,-0.00758,141.24,-18.12,142.62,261.9591,-0.6563,-0.7367,55.81396,37.500267,210.3566,318
0.01676,0.196331,9.63935,0.021887,-0.018383,-0.014299,141.9,-17.88,142.44,261.9591,-0.6563,-0.7367,55.81396,37.500267,210.3566,327
0.062251,0.177176,9.514848,-0.013543,-0.011664,-0.012467,141.9,-17.88,142.44,261.9591,-0.6563,-0.7367,55.81396,37.500267,210.3566,338
0.011971,0.093377,9.627379,-0.013543,-0.011664,-0.012467,141.6,-18.06,141.9,261.9591,-0.6563,-0.7367,55.81396,37.500267,210.3566,348
0.011971,0.093377,9.627379,-0.056914,0.028653,-0.002693,141.6,-18.06,141.9,261.9591,-0.6563,-0.7367,55.81396,37.500267,210.3566,358
0.035914,0.076617,9.826104,-0.056914,0.028653,-0.002693,141.66,-18.12,141.54,261.9787,-0.6988,-0.7337,55.81396,37.500267,210.3566,367
0.155628,0.138868,9.941029,-0.04653,0.015214,0.001583,141.66,-18.12,141.54,261.9787,-0.6988,-0.7337,55.81396,37.500267,210.3566,378
0.198725,0.141262,9.90272,-0.023928,-0.00189,-0.003914,142.08,-18.18,142.08,261.9787,-0.6988,-0.7337,55.81396,37.500267,210.3566,388
0.198725,0.141262,9.90272,-0.006823,-0.018383,-0.002693,142.08,-18.18,142.08,261.9787,-0.6988,-0.7337,55.81396,37.500267,210.3566,398
0.189148,0.090982,9.850046,-0.00438,-0.022659,-0.002082,141.72,-18.42,142.2,262.0865,-0.6093,-0.6152,55.81396,37.500267,210.3566,408
0.172388,0.05028,9.878778,-0.006823,-0.011664,0.00647,141.72,-18.42,142.2,262.0865,-0.6093,-0.6152,55.81396,37.500267,210.3566,418
0.181965,0.007183,9.905115,-0.006212,0.001775,0.014412,141.18,-18,142.08,262.0865,-0.6093,-0.6152,55.81396,37.500267,210.3566,428
0.165205,0.011971,9.900327,0.00295,-0.003112,0.016855,141.18,-18,142.08,262.0865,-0.6093,-0.6152,55.81396,37.500267,210.3566,438
0.165205,0.011971,9.900327,0.018222,-0.012275,0.009525,140.82,-17.94,141.9,262.0294,-0.6015,-0.6748,55.81396,37.500267,210.3566,448
0.148445,0.026337,9.840469,0.029218,-0.022659,-0.00086,140.82,-17.94,141.9,262.0294,-0.6015,-0.6748,55.81396,37.500267,210.3566,458
0.095771,0.076617,9.778218,0.024331,-0.021438,-0.002082,140.76,-18.06,142.14,262.0294,-0.6015,-0.6748,55.81396,37.500267,210.3566,468
0.052674,0.124502,9.670476,0.024331,-0.021438,-0.002082,140.76,-18.06,142.14,262.0294,-0.6015,-0.6748,55.81396,37.500267,210.3566,479
0.052674,0.124502,9.670476,0.012113,-0.009831,-0.005136,141.18,-17.64,142.62,262.0632,-0.552,-0.7514,55.81396,37.500267,210.3566,487
0.158022,0.124502,9.644139,-0.01843,0.001775,-0.005747,141.18,-17.64,142.62,262.0632,-0.552,-0.7514,55.81396,37.500267,210.3566,498
0.167599,0.158022,9.768641,-0.029425,0.017658,0.002194,141.42,-17.46,142.26,262.0632,-0.552,-0.7514,55.81396,37.500267,210.3566,508
0.165205,0.141262,9.79019,-0.030036,0.017047,0.001583,141.42,-17.46,142.26,262.0632,-0.552,-0.7514,55.81396,37.500267,210.3566,518
0.150839,0.10056,9.847652,-0.015986,0.00483,0.001583,141.6,-17.28,141.6,262.5465,-0.5296,-0.761,55.81396,37.500267,210.3566,528
0.150839,0.10056,9.847652,-0.004991,-0.004333,0.000972,141.6,-17.28,141.6,262.5465,-0.5296,-0.761,55.81396,37.500267,210.3566,538
0.141262,0.114925,9.818921,0.001729,-0.010442,0.002805,141.36,-17.1,141.72,262.5465,-0.5296,-0.761,55.81396,37.500267,210.3566,548
0.150839,0.074223,9.835681,-0.003158,-0.003723,-0.003914,141.36,-17.1,141.72,262.5465,-0.5296,-0.761,55.81396,37.500267,210.3566,558
0.158022,0.069434,9.838076,-0.00438,-0.001279,-0.006969,141.06,-17.7,142.62,262.0876,-0.5258,-0.7672,55.81396,37.500267,210.3566,568
0.102954,0.071828,9.857229,-0.00438,-0.001279,-0.006969,141.06,-17.7,142.62,262.0876,-0.5258,-0.7672,55.81396,37.500267,210.3566,578
0.102954,0.117319,9.869201,-0.001936,0.000553,-0.003914,140.94,-17.88,142.38,262.0876,-0.5258,-0.7672,55.81396,37.500267,210.3566,587
0.102954,0.117319,9.869201,-0.001936,0.004219,-0.001471,140.94,-17.82,142.2,262.0876,-0.5258,-0.7672,55.81396,37.500267,210.3566,598
0.102954,0.136474,9.847652,0.004172,0.003608,-0.004525,140.94,-17.82,142.2,262.0876,-0.5258,-0.7672,55.81396,37.500267,210.3566,608
0.057463,0.107742,9.742304,0.00295,0.002386,-0.003304,141,-17.7,142.26,262.0812,-0.532,-0.7971,55.81396,37.500267,210.3566,618
0.057463,0.107742,9.742304,-0.00438,0.000553,0.003416,141,-17.7,142.26,262.0812,-0.532,-0.7971,55.81396,37.500267,210.3566,628
0.093377,0.131685,9.780613,-0.006823,-0.003723,0.000972,141.18,-18.12,141.9,262.0812,-0.532,-0.7971,55.81396,37.500267,210.3566,638
0.114925,0.093377,9.835681,-0.009267,0.001775,0.004638,141.54,-18.36,141.84,262.0812,-0.532,-0.7971,55.81396,37.500267,210.3566,649
0.112531,0.088588,9.866806,-0.006823,-0.000668,0.002805,141.54,-18.36,141.84,262.0812,-0.532,-0.7971,55.81396,37.500267,210.3566,658
0.150839,0.105348,9.888355,0.004172,-0.000668,0.000972,141.48,-17.94,142.5,262.0585,-0.556,-0.7557,55.81396,37.500267,210.3566,668
0.150839,0.105348,9.888355,0.012113,-0.001279,-0.00086,141.48,-17.94,142.5,262.0585,-0.556,-0.7557,55.81396,37.500267,210.3566,678
0.148445,0.114925,9.821315,0.018222,-0.004333,-0.005747,141.42,-18.48,142.2,262.0585,-0.556,-0.7557,55.81396,37.500267,210.3566,688
0.102954,0.124502,9.785401,0.018222,-0.006777,-0.003914,141.42,-18.48,142.2,262.0585,-0.556,-0.7557,55.81396,37.500267,210.3566,698
0.155628,0.131685,9.766247,0.015168,-0.006777,-0.002082,141.3,-18.84,142.08,261.6386,-0.5796,-0.7373,55.81396,37.500267,210.3566,708
0.143657,0.110137,9.759064,0.010892,-0.00189,-0.00086,141.3,-18.84,142.08,261.6386,-0.5796,-0.7373,55.81396,37.500267,210.3566,718
0.143657,0.110137,9.759064,0.010892,-0.00189,-0.00086,141.6,-18.48,142.38,261.6386,-0.5796,-0.7373,55.81396,37.500267,210.3566,728
0.134079,0.090982,9.751882,0.004783,0.002386,0.001583,141.6,-18.48,142.38,261.6386,-0.5796,-0.7373,55.81396,37.500267,210.3566,738
0.174782,0.10056,9.787795,0.00295,-0.007388,-0.003304,141.6,-18.48,142.38,261.6386,-0.5796,-0.7373,55.81396,37.500267,210.3566,748
0.227456,0.10056,9.792584,0.004172,-0.007999,-0.005136,141.12,-18.18,142.2,261.9801,-0.6389,-0.75,55.81396,37.500267,210.3566,758
0.227456,0.10056,9.792584,-0.000104,-0.007999,-0.010023,141,-17.76,142.5,261.9801,-0.6389,-0.75,55.81396,37.500267,210.3566,768
0.124502,0.088588,9.785401,-0.006212,0.002997,-0.012467,141,-17.76,142.5,261.9801,-0.6389,-0.75,55.81396,37.500267,210.3566,778
0.090982,0.06704,9.794978,-0.010489,0.013382,-0.00758,141.3,-18.06,141.96,261.974,-0.6399,-0.7828,55.81396,37.500267,210.3566,788
0.150839,0.079011,9.792584,-0.009878,0.012771,-0.00086,141.3,-18.06,141.96,261.974,-0.6399,-0.7828,55.81396,37.500267,210.3566,798
0.174782,0.126897,9.727939,-0.008656,0.011549,-0.002693,141.48,-18.72,141.42,261.974,-0.6399,-0.7828,55.81396,37.500267,210.3566,808
0.174782,0.126897,9.727939,-0.009878,0.002997,-0.011856,141.48,-18.72,141.42,261.974,-0.6399,-0.7828,55.81396,37.500267,210.3566,818
0.131685,0.138868,9.708784,-0.009878,-0.005555,-0.017964,141.9,-18.48,141.84,262.0636,-0.6057,-0.7913,55.81396,37.500267,210.3566,828
0.086194,0.136474,9.747093,-0.014765,-0.007388,-0.018575,141.9,-18.48,141.84,262.0636,-0.6057,-0.7913,55.81396,37.500267,210.3566,838
0.088588,0.126897,9.794978,-0.013543,-0.00922,-0.013688,141.72,-17.94,142.08,262.0636,-0.6057,-0.7913,55.81396,37.500267,210.3566,848
0.088588,0.126897,9.794978,-0.012932,-0.007999,-0.00758,141.72,-17.94,142.08,262.0636,-0.6057,-0.7913,55.81396,37.500267,210.3566,858
0.086194,0.088588,9.80695,-0.009267,-5.7E-05,-0.003304,141.06,-17.88,141.72,262.0207,-0.5898,-0.8093,55.81396,37.500267,210.3566,868
0.119714,0.086194,9.864412,-0.006212,-0.001279,-0.001471,141.06,-17.88,141.72,262.0207,-0.5898,-0.8093,55.81396,37.500267,210.3566,878
0.086194,0.074223,9.826104,-0.008656,0.002997,-0.005136,141,-17.58,142.26,262.0207,-0.5898,-0.8093,55.81396,37.500267,210.3566,888
0.141262,0.098165,9.780613,-0.015375,0.003608,-0.013688,141,-17.58,142.26,262.0207,-0.5898,-0.8093,55.81396,37.500267,210.3566,898
0.141262,0.098165,9.780613,-0.015375,0.003608,-0.013688,141.66,-17.52,142.38,262.0835,-0.5866,-0.7871,55.81396,37.500267,210.3566,908
0.114925,0.081405,9.80695,-0.020262,0.006662,-0.017353,141.66,-17.52,142.38,262.0835,-0.5866,-0.7871,55.81396,37.500267,210.3566,918
0.102954,0.10056,9.830893,-0.020873,0.000553,-0.017353,141.48,-17.94,141.54,262.0835,-0.5866,-0.7871,55.81396,37.500267,210.3566,928
0.102954,0.10056,9.830893,-0.017208,-0.00922,-0.016743,141.48,-17.94,141.54,262.0835,-0.5866,-0.7871,55.81396,37.500267,210.3566,937
0.110137,0.102954,9.842864,-0.006212,-0.018383,-0.008801,141.12,-17.7,141.42,262.0755,-0.5499,-0.7454,55.81396,37.500267,210.3566,949
0.179571,0.079011,9.828498,0.000507,-0.017773,-0.002082,141.12,-17.7,141.42,262.0755,-0.5499,-0.7454,55.81396,37.500267,210.3566,958
0.215485,0.040703,9.804555,-0.004991,-0.002501,-0.001471,141.72,-18,141.24,262.0755,-0.5499,-0.7454,55.81396,37.500267,210.3566,968
0.215485,0.040703,9.804555,-0.019041,0.010938,-0.005136,141.72,-18,141.24,262.0755,-0.5499,-0.7454,55.81396,37.500267,210.3566,978
0.232245,0.069434,9.763853,-0.019041,0.01216,-0.006358,141.96,-18.54,141.42,261.7394,-0.5385,-0.7612,55.81396,37.500267,210.3566,987
0.119714,0.162811,9.692024,-0.024538,0.004219,-0.017964,141.96,-18.54,141.42,261.7394,-0.5385,-0.7612,55.81396,37.500267,210.3566,998
0.119714,0.162811,9.692024,-0.017819,-0.011053,-0.019186,141.24,-18.42,141.96,261.7394,-0.5385,-0.7612,55.81396,37.500267,210.3566,1008
0.052674,0.057463,9.730332,-0.017819,-0.011053,-0.019186,141.24,-18.42,141.96,261.7394,-0.5385,-0.7612,55.81396,37.500267,210.3566,1018
0.007183,0.031126,9.835681,-0.017208,-0.003723,-0.00758,141.48,-18.54,141.84,261.7033,-0.5048,-0.807,55.81396,37.500267,210.3566,1031
-0.057463,-0.009577,9.93624,-0.017208,-0.003723,-0.00758,141.48,-18.54,141.84,261.7033,-0.5048,-0.807,55.81396,37.500267,210.3566,1038
-0.057463,-0.009577,9.93624,0.00295,-0.00861,0.007692,141.48,-18.54,141.84,261.7033,-0.5048,-0.807,55.81396,37.500267,210.3566,1048
0.21309,0.081405,9.91948,0.009059,-0.020216,-0.002082,141.48,-18.3,141.96,261.7033,-0.5048,-0.807,55.81396,37.500267,210.3566,1058
0.28013,0.110137,9.866806,0.00967,-0.028157,-0.006358,141.24,-18.18,141.78,262.1524,-0.4668,-0.7634,55.81396,37.500267,210.3566,1068
0.22985,0.071828,9.838076,-0.006212,-0.014107,-0.010634,141.24,-18.18,141.78,262.1524,-0.4668,-0.7634,55.81396,37.500267,210.3566,1078
0.138868,0.05028,9.950606,-0.024538,0.00544,-0.005747,141.42,-18.24,141.48,262.1524,-0.4668,-0.7634,55.81396,37.500267,210.3566,1088
0.138868,0.05028,9.950606,-0.022706,0.01949,0.004638,141.3,-17.94,141.66,262.1524,-0.4668,-0.7634,55.81396,37.500267,210.3566,1098
0.179571,0.045491,9.941029,-0.001326,0.014603,0.005249,141.3,-17.94,141.66,262.1524,-0.4668,-0.7634,55.81396,37.500267,210.3566,1108
0.186753,0.057463,9.859624,0.020055,-0.004333,0.004638,141.42,-17.7,141.12,262.1924,-0.4257,-0.8,55.81396,37.500267,210.3566,1118
0.134079,0.014366,9.744699,0.027385,-0.013496,-0.001471,141.42,-17.7,141.12,262.1924,-0.4257,-0.8,55.81396,37.500267,210.3566,1128
0.134079,0.014366,9.744699,0.021276,-0.014718,0.002194,141.48,-18.36,141.12,262.1924,-0.4257,-0.8,55.81396,37.500267,210.3566,1138
0.138868,0.023943,9.759064,0.00967,0.00544,0.004638,141.36,-18.54,141.66,262.1924,-0.4257,-0.8,55.81396,37.500267,210.3566,1147
0.198725,0.045491,9.687236,0.00967,0.00544,0.004638,141.36,-18.54,141.66,262.1924,-0.4257,-0.8,55.81396,37.500267,210.3566,1158
0.167599,0.047885,9.730332,-0.008656,0.018879,-0.000249,141.48,-18.24,141.96,262.1887,-0.4167,-0.8624,55.81396,37.500267,210.3566,1168
0.167599,0.047885,9.730332,-0.008656,0.018879,-0.000249,141.48,-18.24,141.96,262.1887,-0.4167,-0.8624,55.81396,37.500267,210.3566,1178
0.155628,0.086194,9.747093,-0.003769,0.009106,-0.006358,141.66,-18.18,141.84,262.1887,-0.4167,-0.8624,55.81396,37.500267,210.3566,1188
0.177176,0.126897,9.73991,0.003561,-0.001279,-0.00758,141.66,-18.18,141.84,262.1887,-0.4167,-0.8624,55.81396,37.500267,210.3566,1198
0.189148,0.112531,9.687236,-0.001326,-0.004944,-0.010634,141.78,-17.88,141.36,262.2888,-0.3755,-0.8634,55.81396,37.500267,210.3566,1208
0.189148,0.112531,9.687236,-0.017819,-0.003112,-0.00819,141.78,-17.88,141.36,262.2888,-0.3755,-0.8634,55.81396,37.500267,210.3566,1218
0.193936,0.057463,9.742304,-0.035534,0.013992,-0.003304,141.18,-17.82,141.36,262.2888,-0.3755,-0.8634,55.81396,37.500267,210.3566,1228
0.189148,0.038308,9.859624,-0.037977,0.020101,0.003416,141.18,-17.82,141.36,262.2888,-0.3755,-0.8634,55.81396,37.500267,210.3566,1238
0.189148,0.038308,9.859624,-0.037977,0.020101,0.003416,141.18,-17.82,141.36,262.2888,-0.3755,-0.8634,55.81396,37.500267,210.3566,1248
0.210696,0.023943,9.907509,-0.030036,0.011549,0.000972,141.24,-18.12,141.54,262.2166,-0.3831,-0.9055,55.81396,37.500267,210.3566,1259
0.160416,0.021548,9.912297,0.004172,-0.009831,-0.00086,141.18,-18.06,141.78,262.2166,-0.3831,-0.9055,55.81396,37.500267,210.3566,1268
0.122108,0.043097,9.878778,0.024331,-0.022049,0.000972,141.18,-18.06,141.78,262.2166,-0.3831,-0.9055,55.81396,37.500267,210.3566,1278
0.122108,0.043097,9.878778,0.027385,-0.022659,0.003416,141,-18.9,142.02,261.8586,-0.3322,-0.9375,55.81396,37.500267,210.3566,1288
0.131685,0.086194,9.768641,0.017,-0.003723,0.000972,141,-18.9,142.02,261.8586,-0.3322,-0.9375,55.81396,37.500267,210.3566,1298
0.150839,0.112531,9.703996,0.00295,0.002997,0.000972,141.42,-18.72,141.42,261.8586,-0.3322,-0.9375,55.81396,37.500267,210.3566,1308
0.150839,0.160416,9.737515,-0.008656,0.002386,-0.005136,141.42,-18.72,141.42,261.8586,-0.3322,-0.9375,55.81396,37.500267,210.3566,1318
0.150839,0.160416,9.737515,-0.014765,0.008495,-0.011856,141.72,-17.82,140.76,262.2894,-0.358,-0.9828,55.81396,37.500267,210.3566,1327
0.090982,0.124502,9.768641,-0.01171,0.000553,-0.011856,141.72,-17.82,140.76,262.2894,-0.358,-0.9828,55.81396,37.500267,210.3566,1338
0.057463,0.0838,9.80695,-0.01171,0.000553,-0.011856,141.72,-17.82,140.76,262.2894,-0.358,-0.9828,55.81396,37.500267,210.3566,1348
0.110137,0.074223,9.862018,-0.006212,-0.00922,-0.008801,141.6,-17.94,141,262.2894,-0.358,-0.9828,55.81396,37.500267,210.3566,1358
0.110137,0.074223,9.862018,0.001118,-0.003112,-0.001471,141.3,-18.12,141.6,262.2076,-0.3862,-0.9453,55.81396,37.500267,210.3566,1368
0.141262,0.007183,9.888355,0.001729,-0.000668,0.001583,141.3,-18.12,141.6,262.2076,-0.3862,-0.9453,55.81396,37.500267,210.3566,1378
0.150839,0.055068,9.90272,0.006616,-0.000668,0.001583,141.48,-18.12,141.24,262.2076,-0.3862,-0.9453,55.81396,37.500267,210.3566,1388
0.167599,0.045491,9.881172,0.013335,0.002997,-0.001471,141.48,-18.12,141.24,262.2076,-0.3862,-0.9453,55.81396,37.500267,210.3566,1398
0.141262,0.055068,9.809344,0.012113,0.003608,-0.001471,141.54,-18,141.18,262.2465,-0.4146,-0.8848,55.81396,37.500267,210.3566,1408
0.141262,0.055068,9.809344,0.001118,0.01216,-0.003914,141.54,-18,141.18,262.2465,-0.4146,-0.8848,55.81396,37.500267,210.3566,1418
0.150839,0.074223,9.799767,-0.009267,0.018269,-0.004525,141.48,-18,141.12,262.2465,-0.4146,-0.8848,55.81396,37.500267,210.3566,1428
0.114925,0.05028,9.792584,-0.010489,0.018879,0.000362,141.48,-18,141.12,262.2465,-0.4146,-0.8848,55.81396,37.500267,210.3566,1438
0.136474,0.071828,9.792584,-0.011099,0.011549,-0.001471,141.36,-18.36,141.24,262.1998,-0.4108,-0.853,55.81396,37.500267,210.3566,1448
0.136474,0.071828,9.792584,-0.01171,0.00544,-0.001471,141.36,-18.36,141.24,262.1998,-0.4108,-0.853,55.81396,37.500267,210.3566,1458
0.150839,0.05028,9.842864,-0.01171,0.00544,-0.001471,141.36,-18.36,141.24,262.1998,-0.4108,-0.853,55.81396,37.500267,210.3566,1467
0.112531,0.069434,9.842864,-0.00438,0.010938,-0.000249,141.78,-17.94,141.24,262.1998,-0.4108,-0.853,55.81396,37.500267,210.3566,1478
0.122108,0.079011,9.799767,0.015779,-0.003723,0.005859,141.78,-17.64,140.88,262.292,-0.3795,-0.8122,55.81396,37.500267,210.3566,1488
0.201119,0.047885,9.751882,0.017611,-0.011053,0.001583,141.78,-17.64,140.88,262.292,-0.3795,-0.8122,55.81396,37.500267,210.3566,1498
0.201119,0.047885,9.751882,0.012113,-0.013496,-0.000249,140.82,-17.76,141.06,262.292,-0.3795,-0.8122,55.81396,37.500267,210.3566,1508
0.191542,0.059857,9.754275,-0.006212,0.009716,-0.003914,140.82,-17.76,141.06,262.292,-0.3795,-0.8122,55.81396,37.500267,210.3566,1518
0.119714,0.06704,9.744699,-0.017819,0.010938,-0.004525,140.82,-17.88,141.66,262.2133,-0.3986,-0.8201,55.81396,37.500267,210.3566,1529
0.064645,0.074223,9.778218,-0.019041,0.013382,-0.005747,140.82,-17.88,141.66,262.2133,-0.3986,-0.8201,55.81396,37.500267,210.3566,1538
0.064645,0.074223,9.778218,-0.01171,0.003608,-0.000249,140.88,-17.76,141.72,262.2133,-0.3986,-0.8201,55.81396,37.500267,210.3566,1548
0.107742,0.071828,9.792584,0.001118,-0.007999,0.000972,140.88,-17.76,141.72,262.2133,-0.3986,-0.8201,55.81396,37.500267,210.3566,1558
0.057463,0.062251,9.799767,0.009059,-0.01594,-0.00086,141.06,-17.34,141.18,262.6452,-0.3744,-0.829,55.81396,37.500267,210.3566,1568
0.071828,0.011971,9.799767,0.010281,-0.017773,0.002805,141.06,-17.34,141.18,262.6452,-0.3744,-0.829,55.81396,37.500267,210.3566,1578
0.141262,0.011971,9.727939,0.008448,-0.014718,-0.000249,140.82,-17.94,140.94,262.6452,-0.3744,-0.829,55.81396,37.500267,210.3566,1589
0.141262,0.011971,9.727939,-0.001936,-0.006166,0.001583,140.82,-17.94,140.94,262.6452,-0.3744,-0.829,55.81396,37.500267,210.3566,1598
0.146051,0.05028,9.749487,-0.015375,-5.7E-05,0.002805,140.52,-18,141.18,262.244,-0.3754,-0.7946,55.81396,37.500267,210.3566,1608
0.201119,0.023943,9.794978,-0.017819,0.004219,0.002805,140.52,-18,141.18,262.244,-0.3754,-0.7946,55.81396,37.500267,210.3566,1618
0.198725,-0.011971,9.852441,-0.019652,0.010938,-0.00086,141.18,-18.3,141.54,262.244,-0.3754,-0.7946,55.81396,37.500267,210.3566,1628
0.198725,-0.011971,9.852441,-0.011099,0.009716,0.000972,141.18,-18.3,141.54,262.244,-0.3754,-0.7946,55.81396,37.500267,210.3566,1638
0.169994,0.014366,9.826104,-0.011099,0.009716,0.000972,141.3,-18.6,141.6,261.8849,-0.3311,-0.7708,55.81396,37.500267,210.3566,1648
0.117319,0.081405,9.775824,0.010281,-0.014718,-0.008801,141.3,-18.6,141.6,261.8849,-0.3311,-0.7708,55.81396,37.500267,210.3566,1658
0.088588,0.134079,9.63935,0.010281,-0.025103,-0.00819,141.42,-18.3,141.54,261.8849,-0.3311,-0.7708,55.81396,37.500267,209.0256,1668
0.090982,0.031126,9.644139,-0.010489,-0.018994,-0.003304,141.42,-18.3,141.54,261.8849,-0.3311,-0.7708,55.81396,37.500267,209.0256,1678
0.090982,0.031126,9.644139,-0.026982,0.006662,0.000362,141.9,-18.6,141.24,261.9928,-0.2795,-0.7972,55.81396,37.500267,209.0256,1688
0.076617,0.021548,9.785401,-0.026982,0.006662,0.000362,141.9,-18.6,141.24,261.9928,-0.2795,-0.7972,55.81396,37.500267,209.0256,1698
0.102954,0.002394,9.854836,-0.03248,0.015825,0.010135,141.6,-18.54,141.06,261.9928,-0.2795,-0.7972,55.81396,37.500267,209.0256,1707
0.181965,0.057463,9.838076,-0.02576,0.001775,0.00647,141.6,-18.54,141.06,261.9928,-0.2795,-0.7972,55.81396,37.500267,209.0256,1718
0.196331,0.076617,9.838076,-0.01843,-0.015329,-0.002693,141.54,-18.18,141,262.4135,-0.2618,-0.7879,55.81396,37.500267,209.0256,1728
0.196331,0.076617,9.838076,-0.01171,-0.028157,-0.012467,141.54,-18.18,141,262.4135,-0.2618,-0.7879,55.81396,37.500267,209.0256,1738
0.174782,0.045491,9.866806,-0.016597,-0.020827,-0.008801,141.18,-17.88,141.24,262.4135,-0.2618,-0.7879,55.81396,37.500267,209.0256,1748
0.150839,-0.002394,9.897932,-0.022095,-0.003112,0.000972,141.18,-17.88,141.24,262.4135,-0.2618,-0.7879,55.81396,37.500267,209.0256,1758
