LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
55.855846,37.48426,176.4108,0.0181,3804
55.855846,37.48426,176.4108,0.0181,3814
55.855846,37.48426,176.4108,0.0181,3824
55.855846,37.48426,176.4108,0.0181,3834
55.855846,37.48426,176.4108,0.0181,3845
55.855846,37.48426,176.4108,0.0181,3855
55.855846,37.48426,176.4108,0.0181,3864
55.855846,37.48426,176.4108,0.0181,3874
55.855846,37.48426,176.4108,0.0181,3885
55.855846,37.48426,176.4108,0.0181,3894
55.855846,37.48426,176.4108,0.0181,3904
55.855846,37.48426,176.4108,0.0181,3914
55.855846,37.48426,176.4108,0.0181,3924
55.855846,37.48426,176.4108,0.0181,3934
55.855846,37.48426,176.4108,0.0181,3944
55.855846,37.48426,176.4108,0.0181,3955
55.855846,37.48426,176.4108,0.0181,3965
55.855846,37.48426,176.4108,0.0181,3974
55.855846,37.48426,176.4108,0.0181,3984
55.855846,37.48426,176.4108,0.0181,3994
55.855846,37.48426,176.4108,0.0181,4004
55.855846,37.48426,176.4108,0.0181,4014
55.855846,37.48426,176.4108,0.0181,4024
55.855846,37.48426,176.4108,0.0181,4034
55.855846,37.48426,176.4108,0.0181,4044
55.855846,37.48426,176.4108,0.0181,4054
55.855846,37.48426,176.4108,0.0181,4064
55.855846,37.48426,176.4108,0.0181,4074
55.855846,37.48426,176.4108,0.0181,4085
55.855846,37.48426,176.4108,0.0181,4094
55.855846,37.48426,176.4108,0.0181,4105
55.855846,37.48426,176.4108,0.0181,4114
55.855846,37.48426,176.4108,0.0181,4124
55.855846,37.48426,176.4108,0.0181,4134
55.855846,37.48426,176.4108,0.0181,4145
55.855846,37.48426,176.4108,0.0181,4154
55.855846,37.48426,176.4108,0.0181,4164
55.855846,37.48426,176.4108,0.0181,4174
55.855846,37.48426,176.4108,0.0181,4184
55.855846,37.48426,176.4108,0.0181,4195
55.855846,37.48426,176.4108,0.0181,4204
55.855846,37.48426,176.4108,0.0181,4214
55.855846,37.48426,176.4108,0.0181,4224
55.855846,37.48426,176.4108,0.0181,4235
55.855846,37.48426,176.4108,0.0181,4244
55.855846,37.48426,176.4108,0.0181,4254
55.855846,37.48426,176.4108,0.0181,4265
55.855846,37.48426,176.4108,0.0181,4274
55.855846,37.48426,176.4108,0.0181,4284
55.855846,37.48426,176.4108,0.0181,4295
55.855846,37.48426,176.4108,0.0181,4304
55.855846,37.48426,176.4108,0.0181,4314
55.855846,37.48426,176.4108,0.0181,4324
55.855846,37.48426,176.4108,0.0181,4334
55.855846,37.48426,176.4108,0.0181,4345
55.855846,37.48426,176.4108,0.0181,4354
55.855846,37.48426,176.4108,0.0181,4364
55.855846,37.48426,176.4108,0.0181,4374
55.855846,37.48426,176.4108,0.0181,4384
55.855846,37.48426,176.4108,0.0181,4394
55.855846,37.48426,176.4108,0.0181,4405
55.855846,37.48426,176.4108,0.0181,4414
55.855846,37.48426,176.4108,0.0181,4424
55.855846,37.48426,176.4108,0.0181,4434
55.855846,37.48426,176.4108,0.0181,4444
55.855846,37.48426,176.4108,0.0181,4455
55.855846,37.48426,176.4108,0.0181,4464
55.855846,37.48426,176.4108,0.0181,4474
55.855846,37.48426,176.4108,0.0181,4484
55.855846,37.48426,176.4108,0.0181,4494
55.855846,37.48426,176.4108,0.0181,4505
55.855846,37.48426,176.4108,0.0181,4514
55.855846,37.48426,176.4108,0.0181,4524
55.855846,37.48426,176.4108,0.0181,4534
55.855846,37.48426,176.4108,0.0181,4544
55.855846,37.48426,176.4108,0.0181,4554
55.855846,37.48426,176.4108,0.0181,4564
55.855846,37.48426,176.4108,0.0181,4575
55.855846,37.48426,176.4108,0.0181,4584
55.855846,37.48426,176.4108,0.0181,4594
55.855846,37.48426,176.4108,0.0181,4605
55.855846,37.48426,176.4108,0.0181,4614
55.855846,37.48426,176.4108,0.0181,4625
55.855846,37.48426,176.4108,0.0181,4634
55.855846,37.48426,176.4108,0.0181,4644
55.855846,37.48426,176.4108,0.0181,4654
55.855846,37.48426,176.4108,0.0181,4665
55.855846,37.48426,176.4108,0.0181,4674
55.855846,37.48426,176.4108,0.0181,4684
55.855846,37.48426,176.4108,0.0181,4694
55.855846,37.48426,176.4108,0.0181,4704
55.855846,37.48426,176.4108,0.0181,4714
55.855846,37.48426,176.4108,0.0181,4724
55.855846,37.48426,176.4108,0.0181,4734
55.855846,37.48426,176.4108,0.0181,4745
55.855846,37.48426,176.4108,0.0181,4754
55.855846,37.48426,176.4108,0.0181,4764
55.855846,37.48426,176.4108,0.0181,4774
55.855846,37.48426,176.4108,0.0181,4784
55.855846,37.48426,176.4108,0.0181,4795
55.855846,37.48426,176.4108,0.0181,4804
55.855846,37.48426,176.4108,0.0181,4815
55.855846,37.48426,176.4108,0.0181,4824
55.855846,37.48426,176.4108,0.0181,4834
55.855846,37.48426,176.4108,0.0181,4845
55.855846,37.48426,176.4108,0.0181,4854
55.855846,37.48426,176.4108,0.0181,4865
55.855846,37.48426,176.4108,0.0181,4874
55.855846,37.48426,176.4108,0.0181,4885
55.855846,37.48426,176.4108,0.0181,4894
55.855846,37.48426,176.4108,0.0181,4904
55.855846,37.48426,176.4108,0.0181,4914
55.855846,37.48426,176.4108,0.0181,4924
55.855846,37.48426,176.4108,0.0181,4934
55.855846,37.48426,176.4108,0.0181,4944
55.855846,37.48426,176.4108,0.0181,4955
55.855846,37.48426,176.4108,0.0181,4964
55.855846,37.48426,176.4108,0.0181,4975
55.855846,37.48426,176.4108,0.0181,4984
55.855846,37.48426,176.4108,0.0181,4995
55.855846,37.48426,176.4108,0.0181,5004
55.855846,37.48426,176.4108,0.0181,5014
55.855846,37.48426,176.4108,0.0181,5024
55.855846,37.48426,176.4108,0.0181,5034
55.855846,37.48426,176.4108,0.0181,5045
55.855846,37.48426,176.4108,0.0181,5054
55.855846,37.48426,176.4108,0.0181,5064
55.855846,37.48426,176.4108,0.0181,5074
55.855846,37.48426,176.4108,0.0181,5085
55.855846,37.48426,176.4108,0.0181,5094
55.855846,37.48426,176.4108,0.0181,5104
55.855846,37.48426,176.4108,0.0181,5114
55.855846,37.48426,176.4108,0.0181,5125
55.855846,37.48426,176.4108,0.0181,5137
55.855846,37.48426,176.4108,0.0181,5144
55.855846,37.48426,176.4108,0.0181,5154
55.855846,37.48426,176.4108,0.0181,5165
55.855846,37.48426,176.4108,0.0181,5175
55.855846,37.48426,176.4108,0.0181,5184
55.855846,37.48426,176.4108,0.0181,5194
55.855846,37.48426,176.4108,0.0181,5204
55.855846,37.48426,176.4108,0.0181,5214
55.855846,37.48426,176.4108,0.0181,5224
55.855846,37.48426,176.4108,0.0181,5234
55.855846,37.48426,176.4108,0.0181,5245
55.855846,37.48426,176.4108,0.0181,5254
55.855846,37.48426,176.4108,0.0181,5264
55.855846,37.48426,176.4108,0.0181,5274
55.855846,37.48426,176.4108,0.0181,5284
55.855846,37.48426,176.4108,0.0181,5295
55.855846,37.48426,176.4108,0.0181,5304
55.855846,37.48426,176.4108,0.0181,5315
55.855846,37.48426,176.4108,0.0181,5324
55.855846,37.48426,176.4108,0.0181,5334
55.855846,37.48426,176.4108,0.0181,5344
55.855846,37.48426,176.4108,0.0181,5354
55.855846,37.48426,176.4108,0.0181,5364
55.855846,37.48426,176.4108,0.0181,5374
55.855846,37.48426,176.4108,0.0181,5384
55.855846,37.48426,176.4108,0.0181,5394
55.855846,37.48426,176.4108,0.0181,5404
55.855846,37.48426,176.4108,0.0181,5414
55.855846,37.48426,176.4108,0.0181,5424
55.855846,37.48426,176.4108,0.0181,5434
55.855846,37.48426,176.4108,0.0181,5444
55.855846,37.48426,176.4108,0.0181,5454
55.855846,37.48426,176.4108,0.0181,5464
55.855846,37.48426,176.4108,0.0181,5474
55.855846,37.48426,176.4108,0.0181,5484
55.855846,37.48426,176.4108,0.0181,5494
55.855846,37.48426,176.4108,0.0181,5504
55.855846,37.48426,176.4108,0.0181,5514
55.855846,37.48426,176.4108,0.0181,5524
55.855846,37.48426,176.4108,0.0181,5534
55.855846,37.48426,176.4108,0.0181,5544
