ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),ATMOSPHERIC PRESSURE (hPa),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.277736,0.373507,9.864412,0.32357,0.370229,9.794315,-0.005602,0.009106,-0.016132,135.48,-36.42,144.24,252.3064,-2.1398,-1.9054,1002.875,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,16,2021-05-11 18:51:36:133
0.366324,0.404632,9.90272,0.323248,0.373137,9.794216,0.010892,-0.020216,-0.019797,136.02,-36.78,144.48,252.3064,-2.1398,-1.9054,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,26,2021-05-11 18:51:36:143
0.366324,0.404632,9.90272,0.323248,0.373137,9.794216,0.010892,-0.020216,-0.019797,136.02,-36.78,144.48,252.3064,-2.1398,-1.9054,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,36,2021-05-11 18:51:36:153
0.335198,0.450124,9.785401,0.327416,0.380429,9.793797,0.022498,-0.003723,-0.027738,135.54,-36.72,144.3,252.3064,-2.1398,-1.9054,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,46,2021-05-11 18:51:36:163
0.217879,0.390267,9.696813,0.32811,0.384558,9.793612,0.013335,-0.00861,-0.014299,135.42,-36.48,144.54,252.1714,-2.2474,-1.9188,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,56,2021-05-11 18:51:36:173
0.217879,0.390267,9.696813,0.32811,0.384558,9.793612,0.013335,-0.00861,-0.014299,135.42,-36.48,144.54,252.1714,-2.2474,-1.9188,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,67,2021-05-11 18:51:36:184
0.225062,0.361536,9.852441,0.323291,0.388227,9.793628,0.013335,0.001164,-0.004525,135.06,-36.42,144.18,252.1714,-2.2474,-1.9188,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,76,2021-05-11 18:51:36:193
0.225062,0.361536,9.852441,0.323291,0.388227,9.793628,0.025552,-0.012275,-0.008801,135.06,-36.42,144.18,252.1714,-2.2474,-1.9188,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,86,2021-05-11 18:51:36:203
0.277736,0.332804,9.862018,0.317188,0.390376,9.793742,0.036548,-0.016551,-0.012467,135.42,-37.44,144.96,252.1714,-2.2474,-1.9188,1002.8767,55.81399,37.500248,207.6069,NaN,,0.0335,8.0,319.2401,24 / 26,,96,2021-05-11 18:51:36:213
0.323227,0.404632,9.873989,0.3156,0.391651,9.793742,0.041435,-0.018383,-0.017964,135.66,-37.38,145.32,251.8919,-2.2814,-1.855,1002.8767,55.81399,37.500244,207.794,NaN,,0.0,8.0,,23 / 26,,106,2021-05-11 18:51:36:223
