Keuwl Accelerometer Data File
2021-04-30 04-10-13

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
22.2739697,0.064645,0.117319,9.780613,9.781530,0.784844,61.144341
22.2759705,0.069434,0.112531,9.768641,9.769536,0.775312,58.324532
22.2779694,0.074223,0.110137,9.763853,9.764756,0.779340,56.023457
22.2799702,0.059857,0.107742,9.756670,9.757448,0.723617,60.945396
22.2819691,0.062251,0.122108,9.778218,9.779179,0.803082,62.987335
22.2839699,0.062251,0.126897,9.763853,9.764876,0.829451,63.868999
22.2859688,0.069434,0.131685,9.768641,9.769775,0.872901,62.198540
22.2879696,0.064645,0.129291,9.773430,9.774499,0.847422,63.434948
22.2899685,0.079011,0.117319,9.771035,9.772058,0.829215,56.040939
22.2919674,0.076617,0.105348,9.771035,9.771903,0.763614,53.972626
22.2939682,0.083800,0.114925,9.771035,9.772071,0.834156,53.901718
22.2959671,0.083800,0.129291,9.780613,9.781826,0.902440,57.050785
22.2979679,0.086194,0.124502,9.785401,9.786573,0.886690,55.304848
22.2999668,0.079011,0.122108,9.780613,9.781694,0.852028,57.094757
22.3019676,0.083800,0.122108,9.778218,9.779340,0.867729,55.539185
22.3039665,0.090982,0.136474,9.780613,9.781988,0.960830,56.309933
22.3059673,0.086194,0.136474,9.778218,9.779551,0.945847,57.724358
22.3079662,0.081405,0.129291,9.771035,9.772230,0.896130,57.804264
22.3099651,0.067040,0.105348,9.771035,9.771833,0.732219,57.528809
22.3119659,0.067040,0.112531,9.778218,9.779096,0.767448,59.215851
22.3139648,0.062251,0.124502,9.775824,9.776814,0.815654,63.434948
22.3159657,0.074223,0.129291,9.771035,9.772172,0.874021,60.140984
22.3179646,0.079011,0.107742,9.759064,9.759978,0.784345,53.746162
22.3199654,0.081405,0.117319,9.756670,9.757715,0.838601,55.244087
22.3219643,0.083800,0.110137,9.763853,9.764833,0.811806,52.733601
22.3239651,0.081405,0.110137,9.756670,9.757631,0.804299,53.530769
22.3259640,0.083800,0.114925,9.768641,9.769677,0.834391,53.901718
22.3279629,0.098165,0.119714,9.766247,9.767474,0.908275,50.648247
22.3299637,0.088588,0.122108,9.768641,9.769806,0.884702,54.039482
22.3319626,0.076617,0.124502,9.775824,9.776917,0.856608,58.392498
22.3339634,0.069434,0.131685,9.768641,9.769775,0.872901,62.198540
22.3359623,0.069434,0.129291,9.759064,9.760167,0.861619,61.762550
22.3379631,0.081405,0.119714,9.754275,9.755350,0.850418,55.784298
22.3399620,0.098165,0.122108,9.759064,9.760322,0.919836,51.203449
22.3419628,0.083800,0.117319,9.766247,9.767311,0.845804,54.462322
22.3439617,0.088588,0.126897,9.761458,9.762685,0.908275,55.080597
22.3459606,0.076617,0.126897,9.754275,9.755402,0.870656,58.877529
22.3479614,0.071828,0.119714,9.761458,9.762457,0.819483,59.036243
22.3499603,0.069434,0.124502,9.787795,9.788834,0.834625,60.851925
22.3519611,0.069434,0.129291,9.785401,9.786502,0.859345,61.762550
22.3539600,0.086194,0.124502,9.775824,9.776997,0.887573,55.304848
22.3559608,0.088588,0.124502,9.763853,9.765048,0.896348,54.566685
22.3579597,0.083800,0.122108,9.754275,9.755400,0.869982,55.539185
22.3599586,0.074223,0.117319,9.761458,9.762445,0.814694,57.680382
22.3619595,0.069434,0.124502,9.766247,9.767287,0.836265,60.851925
22.3639584,0.057463,0.119714,9.759064,9.759967,0.779340,64.358994
22.3659592,0.064645,0.119714,9.763853,9.764801,0.798439,61.630955
22.3679581,0.071828,0.129291,9.766247,9.767366,0.867504,60.945393
22.3699589,0.064645,0.119714,9.773430,9.774377,0.797458,61.630955
22.3719578,0.064645,0.110137,9.783007,9.783840,0.747820,59.588921
22.3739567,0.057463,0.110137,9.775824,9.776613,0.728199,62.447189
22.3759575,0.076617,0.112531,9.761458,9.762407,0.798929,55.750965
22.3779564,0.081405,0.110137,9.761458,9.762420,0.804056,53.530769
22.3799572,0.088588,0.114925,9.780613,9.781690,0.850188,52.373764
22.3819561,0.093377,0.119714,9.766247,9.767426,0.890434,52.045769
22.3839569,0.086194,0.117319,9.763853,9.764938,0.854321,53.695503
22.3859558,0.088588,0.114925,9.771035,9.772113,0.850878,52.373764
22.3879566,0.076617,0.126897,9.768641,9.769766,0.869307,58.877529
