Keuwl Accelerometer Data File
2021-04-27 07-46-47

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.016760,0.634483,9.560339,9.581385,3.798235,91.513123
0.0019998,-0.028731,0.627300,9.553157,9.573773,3.760829,92.622398
0.0039995,-0.028731,0.624906,9.555551,9.576006,3.745647,92.632439
0.0059992,-0.023943,0.624906,9.555551,9.575993,3.744445,92.194168
0.0079990,-0.019154,0.636877,9.560339,9.581548,3.812900,91.722664
0.0099988,-0.011971,0.629694,9.548368,9.569117,3.773823,91.089142
0.0119986,0.000000,0.639271,9.534002,9.555410,3.836042,90.000000
0.0139983,-0.004789,0.636877,9.538791,9.560029,3.819878,90.430786
0.0159981,-0.002394,0.636877,9.538791,9.560028,3.819775,90.215393
0.0179979,0.011971,0.632089,9.538791,9.559718,3.791837,88.914986
0.0199976,0.021548,0.646454,9.557945,9.579806,3.871509,88.090851
0.0219974,0.011971,0.636877,9.529214,9.550480,3.824284,88.923141
0.0239972,0.014366,0.632089,9.529214,9.550165,3.795914,88.698044
0.0259970,0.002394,0.632089,9.514848,9.535820,3.800658,89.782974
0.0279969,0.000000,0.622511,9.502876,9.523244,3.747947,90.000000
0.0299967,-0.014366,0.620117,9.498088,9.518321,3.736488,91.327080
0.0319966,-0.021548,0.615329,9.490906,9.510857,3.711776,92.005646
0.0339965,0.004789,0.620117,9.493299,9.513533,3.737431,89.557571
0.0359964,0.011971,0.622511,9.490906,9.511307,3.753376,88.898293
0.0379962,0.009577,0.629694,9.474146,9.495053,3.802924,89.128647
0.0399961,0.011971,0.636877,9.478934,9.500313,3.844507,88.923141
0.0419960,0.011971,0.648848,9.478934,9.501123,3.916567,88.943001
0.0439960,0.019154,0.656031,9.476540,9.499239,3.961755,88.327606
0.0459959,0.023943,0.660820,9.478934,9.501971,3.990518,87.924973
0.0479958,0.057463,0.648848,9.495694,9.518010,3.924259,84.939041
0.0499958,0.064645,0.644060,9.498088,9.520119,3.898677,84.268318
0.0519957,0.064645,0.644060,9.490906,9.512954,3.901639,84.268318
0.0539956,0.050280,0.651243,9.483723,9.506189,3.939946,85.585190
0.0559956,0.050280,0.641666,9.486116,9.507926,3.881511,85.519562
0.0579956,0.057463,0.646454,9.505271,9.527401,3.905953,84.920395
0.0599955,0.059857,0.644060,9.526819,9.548753,3.884184,84.690369
0.0619955,0.052674,0.641666,9.534002,9.555717,3.863307,85.307137
0.0639955,0.062251,0.620117,9.557945,9.578243,3.730772,84.267502
0.0659954,0.055068,0.610540,9.605830,9.625371,3.651519,84.846092
0.0679954,0.052674,0.605752,9.627379,9.646562,3.613897,85.030258
0.0699954,0.035914,0.608146,9.646533,9.665751,3.613626,86.620316
0.0719953,0.033520,0.610540,9.663293,9.682619,3.620663,86.857506
0.0739954,0.038308,0.620117,9.675264,9.695192,3.674237,86.464981
0.0759953,0.019154,0.612934,9.694419,9.713795,3.619473,88.210091
0.0779953,0.009577,0.610540,9.723150,9.742305,3.593467,89.101318
0.0799952,0.014366,0.615329,9.732727,9.752170,3.618553,88.662598
0.0819952,0.004789,0.629694,9.773430,9.793695,3.686527,89.564301
0.0839952,-0.007183,0.646454,9.797373,9.818680,3.775276,90.636597
0.0859951,-0.016760,0.648848,9.816526,9.837961,3.782893,91.479637
0.0879951,-0.002394,0.653637,9.850046,9.871710,3.796534,90.209877
0.0899950,-0.007183,0.663214,9.873989,9.896240,3.842928,90.620506
0.0919949,-0.021548,0.672791,9.900327,9.923184,3.889675,91.834473
0.0939949,-0.031126,0.687157,9.919480,9.943301,3.966794,92.593506
0.0959948,-0.047885,0.687157,9.936240,9.960088,3.965658,93.986290
0.0979947,-0.064645,0.684763,9.964972,9.988680,3.948387,95.393059
0.0999947,-0.062251,0.675186,9.996098,10.019068,3.880502,95.267700
0.1019946,-0.069434,0.665608,10.024829,10.047141,3.819160,95.955360
0.1039945,-0.067040,0.656031,10.017646,10.039328,3.766292,95.834785
0.1059945,-0.062251,0.665608,10.010463,10.032760,3.820595,95.343056
0.1079943,-0.067040,0.689551,10.012857,10.036797,3.958046,95.552971
0.1099942,-0.069434,0.699128,10.015251,10.039863,4.012638,95.671738
0.1119941,-0.071828,0.715888,10.017646,10.043449,4.107991,95.729568
0.1139939,-0.069434,0.732648,9.996098,10.023151,4.210637,95.413826
0.1159938,-0.067040,0.737437,9.988914,10.016323,4.239608,95.194427
0.1179937,-0.071828,0.763774,9.955395,9.984908,4.406378,95.372513
0.1199936,-0.069434,0.766168,9.941029,9.970752,4.425141,95.178284
0.1219934,-0.062251,0.770957,9.924269,9.954364,4.456456,94.616348
0.1239932,-0.067040,0.806871,9.897932,9.930991,4.676338,94.749573
0.1259930,-0.069434,0.809265,9.893144,9.926431,4.693523,94.903900
0.1279929,-0.043097,0.802082,9.869201,9.901834,4.652990,93.075623
0.1299927,-0.026337,0.814053,9.857229,9.890821,4.723519,91.853043
0.1319925,-0.021548,0.811659,9.847652,9.881068,4.713389,91.520767
0.1339924,-0.019154,0.799688,9.852441,9.884860,4.641652,91.372093
0.1359922,-0.011971,0.809265,9.835681,9.868925,4.704154,90.847511
0.1379920,-0.023943,0.802082,9.835681,9.868360,4.664091,91.709816
0.1399918,-0.016760,0.787716,9.835681,9.867188,4.579966,91.218872
0.1419916,-0.009577,0.785322,9.838076,9.869374,4.564243,90.698692
0.1439914,-0.023943,0.782928,9.842864,9.873982,4.550015,91.751617
0.1459912,-0.035914,0.773351,9.857229,9.887585,4.490782,92.658882
0.1479910,-0.038308,0.770957,9.866806,9.896954,4.473258,92.844658
