ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
0.459701,1.003201,9.811738,-0.068012,0.030477,-0.014985,-1960.2,-1939.86,1859.46,135.7422,-5.6177,-2.8237,55.85583,37.484573,176.486,0.0235,10
0.390267,0.885882,9.792584,-0.047242,0.006043,-0.018039,-1959.18,-1939.8,1858.8,135.7422,-5.6177,-2.8237,55.85583,37.484573,176.486,0.0235,20
0.469278,0.909824,9.794978,-0.022808,-0.009229,-0.017428,-1959.18,-1939.8,1858.8,135.7422,-5.6177,-2.8237,55.85583,37.484573,176.486,0.0235,30
0.469278,0.909824,9.794978,-0.022197,-0.012894,-0.016206,-1958.88,-1939.62,1858.5,135.743,-5.5412,-2.7918,55.85583,37.484573,176.486,0.0235,41
0.418998,0.900247,9.708784,-0.028306,-0.010451,-0.018039,-1958.88,-1939.62,1858.5,135.743,-5.5412,-2.7918,55.85583,37.484573,176.486,0.0235,50
0.426181,0.92419,9.725544,-0.032582,-0.004342,-0.01865,-1959.66,-1939.14,1859.16,135.743,-5.5412,-2.7918,55.85583,37.484573,176.486,0.0235,60
0.500403,0.914613,9.670476,-0.033193,-0.006175,-0.01865,-1959.66,-1939.14,1859.16,135.743,-5.5412,-2.7918,55.85583,37.484573,176.486,0.0235,70
0.500403,0.914613,9.670476,-0.031971,-0.019003,-0.024148,-1959.84,-1939.5,1858.86,135.7078,-5.4959,-2.7721,55.85583,37.484573,176.486,0.0235,80
0.548289,0.969681,9.57231,-0.028917,-0.040994,-0.029034,-1959.84,-1939.5,1858.86,135.7078,-5.4959,-2.7721,55.85583,37.484573,176.486,0.0235,90
0.493221,0.996018,9.591465,-0.026473,-0.047713,-0.027202,-1959.9,-1939.68,1858.44,135.7078,-5.4959,-2.7721,55.85583,37.484573,176.486,0.0235,100
0.498009,1.003201,9.555551,-0.03869,-0.022668,-0.019261,-1959.9,-1939.68,1858.44,135.7078,-5.4959,-2.7721,55.85583,37.484573,176.486,0.0235,110
0.466884,0.972076,9.498088,-0.067401,0.001767,-0.007654,-1960.38,-1939.32,1858.86,135.6812,-5.4513,-2.7932,55.85583,37.484573,176.486,0.0235,121
0.498009,0.962499,9.668081,-0.101609,0.021314,-0.009487,-1960.38,-1939.32,1858.86,135.6812,-5.4513,-2.7932,55.85583,37.484573,176.486,0.0235,131
0.498009,0.962499,9.668081,-0.106496,0.031699,-0.010098,-1960.2,-1939.8,1858.68,135.6812,-5.4513,-2.7932,55.85583,37.484573,176.486,0.0235,140
0.442941,0.881093,9.850046,-0.086338,0.021925,-0.009487,-1960.2,-1939.8,1858.68,135.6812,-5.4513,-2.7932,55.85583,37.484573,176.486,0.0235,150
0.409421,0.852362,9.98652,-0.086338,0.021925,-0.009487,-1959.54,-1939.92,1858.2,135.6736,-5.438,-2.8258,55.85583,37.484573,176.486,0.0235,160
