6.84,9.6,-12,320.0798,0.6876,-1.9878,24
6.84,9.6,-12,320.0798,0.6876,-1.9878,33
6.12,9.42,-11.88,324.078,0.7166,-1.9891,43
6.12,9.42,-11.88,324.078,0.7166,-1.9891,53
6.24,9.24,-12.36,324.078,0.7166,-1.9891,63
6.24,9.24,-12.36,324.078,0.7166,-1.9891,73
6.9,9.96,-12.42,323.0791,0.6628,-1.9842,84
6.9,9.96,-12.42,323.0791,0.6628,-1.9842,94
7.44,8.94,-12.18,323.0791,0.6628,-1.9842,103
7.44,8.94,-12.18,323.0791,0.6628,-1.9842,113
7.14,8.76,-12.18,320.1055,0.6447,-1.9911,123
7.14,8.76,-12.18,320.1055,0.6447,-1.9911,133
6.06,9.48,-11.46,320.1055,0.6447,-1.9911,143
6.06,9.48,-11.46,320.1055,0.6447,-1.9911,153
6.12,9.24,-11.16,324.2784,0.6859,-1.9935,163
6.12,9.24,-11.16,324.2784,0.6859,-1.9935,173
7.14,9.3,-11.46,324.2784,0.6859,-1.9935,183
7.14,9.3,-11.46,324.2784,0.6859,-1.9935,193
7.5,9.66,-11.82,319.5466,0.646,-1.9984,203
7.5,9.66,-11.82,319.5466,0.646,-1.9984,213
7.26,9.54,-12.12,319.5466,0.646,-1.9984,223
7.26,9.54,-12.12,319.5466,0.646,-1.9984,234
6.36,9.24,-12.42,324.0944,0.6768,-1.9994,243
6.36,9.24,-12.42,324.0944,0.6768,-1.9994,253
6.54,9.54,-12.9,324.0944,0.6768,-1.9994,263
6.54,9.54,-12.9,324.0944,0.6768,-1.9994,273
7.02,9.48,-12.84,319.9613,0.6345,-1.9718,284
7.02,9.48,-12.84,319.9613,0.6345,-1.9718,294
6.72,9.48,-12.42,319.9613,0.6345,-1.9718,303
6.72,9.48,-12.42,319.9613,0.6345,-1.9718,313
6.96,9.12,-11.88,320.076,0.68,-1.9992,323
6.96,9.12,-11.88,320.076,0.68,-1.9992,333
6.6,8.82,-11.88,320.076,0.68,-1.9992,343
6.6,8.82,-11.88,320.076,0.68,-1.9992,353
6.48,9.3,-12.36,324.0882,0.6904,-1.9966,363
6.48,9.3,-12.36,324.0882,0.6904,-1.9966,373
6.66,9.24,-11.58,324.0882,0.6904,-1.9966,384
6.66,9.24,-11.58,324.0882,0.6904,-1.9966,393
6.96,9.3,-11.1,320.237,0.7404,-1.9616,403
6.96,9.3,-11.1,320.237,0.7404,-1.9616,413
7.26,9.66,-11.7,320.237,0.7404,-1.9616,423
7.26,9.66,-11.7,320.237,0.7404,-1.9616,433
6.84,9.9,-12.48,322.9856,0.8279,-1.9812,443
6.84,9.9,-12.48,322.9856,0.8279,-1.9812,453
6.6,9.96,-12.36,322.9856,0.8279,-1.9812,463
6.6,9.96,-12.36,322.9856,0.8279,-1.9812,474
6.24,9.36,-11.7,324.1665,0.609,-1.9661,483
6.24,9.36,-11.7,324.1665,0.609,-1.9661,493
6.06,9.18,-11.94,324.1665,0.609,-1.9661,504
6.06,9.18,-11.94,324.1665,0.609,-1.9661,513
6.72,9.78,-12.36,323.0328,0.821,-1.9243,524
6.72,9.78,-12.36,323.0328,0.821,-1.9243,533
7.02,9.42,-12.72,323.0328,0.821,-1.9243,545
7.02,9.42,-12.72,323.0328,0.821,-1.9243,553
7.32,9,-12.54,319.9918,0.7416,-1.8443,563
7.32,9,-12.54,319.9918,0.7416,-1.8443,573
7.74,9.36,-11.64,319.9918,0.7416,-1.8443,583
7.74,9.36,-11.64,319.9918,0.7416,-1.8443,593
7.62,9.24,-11.7,316.4314,0.8633,-1.8933,604
7.62,9.24,-11.7,316.4314,0.8633,-1.8933,614
6.96,9.12,-12.54,316.4314,0.8633,-1.8933,623
6.96,9.12,-12.54,316.4314,0.8633,-1.8933,633
6.66,9.54,-13.08,323.0136,0.6891,-1.8482,643
6.66,9.54,-13.08,323.0136,0.6891,-1.8482,653
7.2,9.54,-12.9,323.0136,0.6891,-1.8482,663
7.2,9.54,-12.9,323.0136,0.6891,-1.8482,673
7.38,9.18,-12.06,320.0769,0.7729,-1.9191,683
7.38,9.18,-12.06,320.0769,0.7729,-1.9191,693
6.84,9.54,-11.94,320.0769,0.7729,-1.9191,703
6.84,9.54,-11.94,320.0769,0.7729,-1.9191,713
6.66,9.36,-11.94,320.0028,0.8712,-1.9306,723
6.66,9.36,-11.94,320.0028,0.8712,-1.9306,734
6.78,8.7,-12.24,320.0028,0.8712,-1.9306,743
6.78,8.7,-12.24,320.0028,0.8712,-1.9306,753
6.42,8.7,-12.84,323.9592,0.731,-1.9075,763
6.42,8.7,-12.84,323.9592,0.731,-1.9075,773
6.06,8.28,-12.78,323.9592,0.731,-1.9075,784
6.06,8.28,-12.78,323.9592,0.731,-1.9075,793
5.76,8.34,-12.24,320.6799,0.8939,-1.932,803
5.76,8.34,-12.24,320.6799,0.8939,-1.932,814
6.24,9.42,-12.6,320.6799,0.8939,-1.932,823
6.24,9.42,-12.6,320.6799,0.8939,-1.932,833
6.72,9.9,-13.14,322.9338,0.7569,-1.8933,844
6.72,9.9,-13.14,322.9338,0.7569,-1.8933,854
6.24,9.42,-12.9,322.9338,0.7569,-1.8933,863
6.24,9.42,-12.9,322.9338,0.7569,-1.8933,873
6.96,9.54,-12.54,322.7988,0.9111,-1.9389,883
6.96,9.54,-12.54,322.7988,0.9111,-1.9389,893
7.5,9.9,-12.24,322.7988,0.9111,-1.9389,903
7.5,9.9,-12.24,322.7988,0.9111,-1.9389,913
7.08,9.36,-12.12,320.1017,0.7622,-1.8963,924
7.08,9.36,-12.12,320.1017,0.7622,-1.8963,933
6.42,8.82,-11.82,320.1017,0.7622,-1.8963,943
6.42,8.82,-11.82,320.1017,0.7622,-1.8963,953
5.58,9.06,-12.3,324.0531,0.8473,-1.9215,963
5.58,9.06,-12.3,324.0531,0.8473,-1.9215,974
6.06,9.42,-12.6,324.0531,0.8473,-1.9215,984
6.06,9.42,-12.6,324.0531,0.8473,-1.9215,993
7.08,9.36,-12.48,320.0524,0.813,-1.9165,1003
7.08,9.36,-12.48,320.0524,0.813,-1.9165,1013
7.26,9.9,-12.6,320.0524,0.813,-1.9165,1030
7.26,9.9,-12.6,320.0524,0.813,-1.9165,1033
6.3,10.02,-12.78,326.7254,0.8535,-1.9402,1043
6.3,10.02,-12.78,326.7254,0.8535,-1.9402,1053
5.76,9.48,-12.9,326.7254,0.8535,-1.9402,1063
5.76,9.48,-12.9,326.7254,0.8535,-1.9402,1074
5.82,9.54,-13.5,326.7636,0.8154,-1.9234,1084
5.82,9.54,-13.5,326.7636,0.8154,-1.9234,1093
6.48,9.42,-13.26,326.7636,0.8154,-1.9234,1103
6.48,9.42,-13.26,326.7636,0.8154,-1.9234,1113
6.9,9.3,-12.3,320.0172,0.7865,-1.9844,1123
6.9,9.3,-12.3,320.0172,0.7865,-1.9844,1133
6.42,9.3,-12.24,320.0172,0.7865,-1.9844,1143
6.06,9.3,-12.12,320.0172,0.7865,-1.9844,1153
6.06,9.06,-12.66,323.882,0.7618,-1.9667,1163
6.06,9.06,-12.66,323.882,0.7618,-1.9667,1173
6.48,9.3,-12.66,323.882,0.7618,-1.9667,1184
6.48,9.3,-12.66,323.882,0.7618,-1.9667,1193
6.84,9.54,-12.18,323.0805,0.7514,-1.9147,1204
6.84,9.54,-12.18,323.0805,0.7514,-1.9147,1214
6.42,8.76,-12.36,323.0805,0.7514,-1.9147,1223
6.42,8.76,-12.36,323.0805,0.7514,-1.9147,1234
5.94,8.82,-12.42,324.1288,0.7154,-1.9316,1243
5.82,9.24,-12.36,324.1288,0.7154,-1.9316,1253
5.82,9.24,-12.36,324.1288,0.7154,-1.9316,1264
6.18,9.9,-12.96,324.1288,0.7154,-1.9316,1273
6.54,10.08,-12.48,323.0729,0.7075,-1.9583,1284
6.54,10.08,-12.48,323.0729,0.7075,-1.9583,1294
6.36,9.96,-12.3,323.0729,0.7075,-1.9583,1303
6.36,9.96,-12.3,323.0729,0.7075,-1.9583,1313
6.24,9,-12.66,323.9129,0.7601,-1.9352,1323
6.24,9,-12.66,323.9129,0.7601,-1.9352,1333
6.9,9.24,-12.66,323.9129,0.7601,-1.9352,1344
6.9,9.24,-12.66,323.9129,0.7601,-1.9352,1353
6.54,9.36,-13.26,319.9394,0.7142,-1.9299,1363
6.54,9.36,-13.26,319.9394,0.7142,-1.9299,1374
6,8.82,-13.38,319.9394,0.7142,-1.9299,1384
6,8.82,-13.38,319.9394,0.7142,-1.9299,1393
5.88,9,-12.54,323.9263,0.7058,-1.9611,1404
5.88,9,-12.54,323.9263,0.7058,-1.9611,1413
