ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
0.079011,1.168406,9.687236,-0.009369,-0.096583,-0.008265,-1958.94,-1941.12,1858.56,136.7788,-7.4899,-2.1417,55.855835,37.48527,174.5871,0.0101,10
0.442941,1.108549,9.840469,-0.035636,-0.043437,0.033274,-1958.46,-1940.64,1858.44,136.7788,-7.4899,-2.1417,55.855835,37.48527,174.5871,0.0101,20
0.555472,1.273754,9.766247,-0.050908,-0.00312,0.057708,-1958.46,-1940.64,1858.44,136.7788,-7.4899,-2.1417,55.855835,37.48527,174.5871,0.0101,31
0.555472,1.273754,9.766247,-0.057016,0.034142,0.061985,-1958.46,-1941.06,1857.48,136.7046,-7.5136,-2.3307,55.855835,37.48527,174.5871,0.0101,40
0.378295,1.470085,9.514848,-0.077786,-0.006785,0.070537,-1958.46,-1941.06,1857.48,136.7046,-7.5136,-2.3307,55.855835,37.48527,174.5871,0.0101,51
0.268159,1.692752,9.07909,-0.121768,-0.06665,0.069926,-1958.82,-1940.76,1857.48,136.7046,-7.5136,-2.3307,55.855835,37.48527,174.5871,0.0101,60
0.28013,1.61853,9.356826,-0.145592,-0.10147,0.07298,-1958.82,-1940.76,1857.48,136.7046,-7.5136,-2.3307,55.855835,37.48527,174.5871,0.0101,70
0.332804,1.455719,9.545974,-0.174302,-0.078868,0.091306,-1958.76,-1940.22,1858.2,136.6296,-7.3975,-2.3473,55.855835,37.48527,174.5871,0.0101,80
0.160416,1.422199,9.093455,-0.211565,-0.105746,0.11513,-1958.76,-1940.22,1858.2,136.6296,-7.3975,-2.3473,55.855835,37.48527,174.5871,0.0101,90
0.160416,1.422199,9.093455,-0.211565,-0.105746,0.11513,-1958.5198,-1940.46,1858.0198,136.6296,-7.3975,-2.3473,55.855835,37.48527,174.5871,0.0101,101
0.0838,1.529942,9.565128,-0.272652,-0.223032,0.148727,-1958.5198,-1940.46,1858.0198,136.6296,-7.3975,-2.3473,55.855835,37.48527,174.5871,0.0101,110
