LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
55.855595,37.48049,179.775,0,8
55.855595,37.48049,179.775,0,18
55.855595,37.48049,179.775,0,28
55.855595,37.48049,179.775,0,39
55.855595,37.48049,179.775,0,48
55.855595,37.48049,179.775,0,58
55.855595,37.48049,179.775,0,68
55.855595,37.48049,179.775,0,78
55.855595,37.48049,179.775,0,88
55.855595,37.48049,179.775,0,98
55.855595,37.48049,179.775,0,109
55.855595,37.48049,179.775,0,118
55.855595,37.48049,179.775,0,130
55.855595,37.48049,179.775,0,139
55.855595,37.48049,179.775,0,148
55.855595,37.48049,179.775,0,158
55.855595,37.48049,179.775,0,168
55.855595,37.48049,179.775,0,179
55.855595,37.48049,179.775,0,188
55.855595,37.48049,179.775,0,198
55.855595,37.48049,179.775,0,208
55.855595,37.48049,179.775,0,218
55.855595,37.48049,179.775,0,228
55.855595,37.48049,179.775,0,238
55.855595,37.48049,179.775,0,248
55.855595,37.48049,179.775,0,258
55.855595,37.48049,179.775,0,268
55.855595,37.48049,179.775,0,279
55.855595,37.48049,179.775,0,289
55.855595,37.48049,179.775,0,298
55.855595,37.48049,179.775,0,309
55.855595,37.48049,179.775,0,318
55.855595,37.48049,179.775,0,328
55.855595,37.48049,179.775,0,338
55.855595,37.48049,179.775,0,348
55.855595,37.48049,179.775,0,358
55.855595,37.48049,179.775,0,369
55.855595,37.48049,179.775,0,379
55.855595,37.48049,179.775,0,389
55.855595,37.48049,179.775,0,398
55.855595,37.48049,179.775,0,409
55.855595,37.48049,179.775,0,418
55.855595,37.48049,179.775,0,428
55.855595,37.48049,179.775,0,438
55.855595,37.48049,179.775,0,449
55.855595,37.48049,179.775,0,458
55.855595,37.48049,179.775,0,468
55.855595,37.48049,179.775,0,478
55.855595,37.48049,179.775,0,488
55.855595,37.48049,179.775,0,499
55.855595,37.48049,179.775,0,508
55.855595,37.48049,179.775,0,519
55.855595,37.48049,179.775,0,528
55.855595,37.48049,179.775,0,538
55.855595,37.48049,179.775,0,548
55.855595,37.48049,179.775,0,558
55.855595,37.48049,179.775,0,569
55.855595,37.48049,179.775,0,578
55.855595,37.48049,179.775,0,588
55.855595,37.48049,179.775,0,598
55.855595,37.48049,179.775,0,608
55.855595,37.48049,179.775,0,619
55.855595,37.48049,179.775,0,628
55.855595,37.48049,179.775,0,638
55.855595,37.48049,179.775,0,648
55.855595,37.48049,179.775,0,658
55.855595,37.48049,179.775,0,669
55.855595,37.48049,179.775,0,678
55.855595,37.48049,179.775,0,689
55.855595,37.48049,179.775,0,698
55.855595,37.48049,179.775,0,709
55.855595,37.48049,179.775,0,719
55.855595,37.48049,179.775,0,729
55.855595,37.48049,179.775,0,738
55.855595,37.48049,179.775,0,748
55.855595,37.48049,179.775,0,759
55.855595,37.48049,179.775,0,768
55.855595,37.48049,179.775,0,779
55.855595,37.48049,179.775,0,788
55.855595,37.48049,179.775,0,798
55.855595,37.48049,179.775,0,808
55.855595,37.48049,179.775,0,818
55.855595,37.48049,179.775,0,828
55.855595,37.48049,179.775,0,838
55.855595,37.48049,179.775,0,848
55.855595,37.48049,179.775,0,858
55.855595,37.48049,179.775,0,868
55.855595,37.48049,179.775,0,878
55.855595,37.48049,179.775,0,888
55.855595,37.48049,179.775,0,898
55.855595,37.48049,179.775,0,908
55.855595,37.48049,179.775,0,918
55.855595,37.48049,179.775,0,928
55.855595,37.48049,179.775,0,938
55.855595,37.48049,179.775,0,948
55.855595,37.48049,179.775,0,958
55.855595,37.48049,179.775,0,968
55.855595,37.48049,179.775,0,978
55.855595,37.48049,179.775,0,989
55.855595,37.48049,179.775,0,998
55.855595,37.48049,179.775,0,1008
55.855595,37.48049,179.775,0,1019
55.855595,37.48049,179.775,0,1028
55.855595,37.48049,179.775,0,1039
55.855595,37.48049,179.775,0,1048
55.855595,37.48049,179.775,0,1058
55.855595,37.48049,179.775,0,1068
55.855595,37.48049,179.775,0,1078
55.855595,37.48049,179.775,0,1088
55.855595,37.48049,179.775,0,1098
55.855595,37.48049,179.775,0,1108
55.855595,37.48049,179.775,0,1118
55.855595,37.48049,179.775,0,1128
55.855595,37.48049,179.775,0,1139
55.855595,37.48049,179.775,0,1148
55.855595,37.48049,179.775,0,1158
55.855595,37.48049,179.775,0,1168
55.855595,37.48049,179.775,0,1178
55.855595,37.48049,179.775,0,1188
55.855595,37.48049,179.775,0,1198
55.855595,37.48049,179.775,0,1208
55.855595,37.48049,179.775,0,1218
55.855595,37.48049,179.775,0,1228
55.855595,37.48049,179.775,0,1238
55.855595,37.48049,179.775,0,1248
55.855595,37.48049,179.775,0,1258
55.855595,37.48049,179.775,0,1268
55.855595,37.48049,179.775,0,1279
55.855595,37.48049,179.775,0,1288
55.855595,37.48049,179.775,0,1299
55.855595,37.48049,179.775,0,1308
55.855595,37.48049,179.775,0,1318
55.855595,37.48049,179.775,0,1328
55.855595,37.48049,179.775,0,1338
55.855595,37.48049,179.775,0,1348
55.855595,37.48049,179.775,0,1358
55.855595,37.48049,179.775,0,1368
55.855595,37.48049,179.775,0,1379
55.855595,37.48049,179.775,0,1388
55.855595,37.48049,179.775,0,1398
55.855595,37.48049,179.775,0,1408
55.855595,37.48049,179.775,0,1418
55.855595,37.48049,179.775,0,1428
55.855595,37.48049,179.775,0,1438
55.855595,37.48049,179.775,0,1448
55.855595,37.48049,179.775,0,1458
55.855595,37.48049,179.775,0,1469
55.855595,37.48049,179.775,0,1479
55.855595,37.48049,179.775,0,1488
55.855595,37.48049,179.775,0,1499
55.855595,37.48049,179.775,0,1508
55.855595,37.48049,179.775,0,1519
55.855595,37.48049,179.775,0,1528
55.855595,37.48049,179.775,0,1538
55.855595,37.48049,179.775,0,1548
55.855595,37.48049,179.775,0,1559
55.855595,37.48049,179.775,0,1568
55.855595,37.48049,179.775,0,1578
55.855595,37.48049,179.775,0,1588
55.855595,37.48049,179.775,0,1599
55.855595,37.48049,179.775,0,1608
55.855595,37.48049,179.775,0,1618
55.855595,37.48049,179.775,0,1628
55.855595,37.48049,179.775,0,1638
55.855595,37.48049,179.775,0,1648
55.855595,37.48049,179.775,0,1658
55.855595,37.48049,179.775,0,1669
55.855595,37.48049,179.775,0,1679
55.855595,37.48049,179.775,0,1688
55.855595,37.48049,179.775,0,1698
55.855595,37.48049,179.775,0,1708
55.855595,37.48049,179.775,0,1719
55.855595,37.48049,179.775,0,1728
55.855595,37.48049,179.775,0,1739
55.855595,37.48049,179.775,0,1749
55.855595,37.48049,179.775,0,1758
55.855595,37.48049,179.775,0,1769
55.855595,37.48049,179.775,0,1778
55.855595,37.48049,179.775,0,1789
55.855595,37.48049,179.775,0,1798
55.855595,37.48049,179.775,0,1808
55.855595,37.48049,179.775,0,1818
55.855595,37.48049,179.775,0,1828
55.855587,37.480488,180.2907,0,1838
55.855587,37.480488,180.2907,0,1848
55.855587,37.480488,180.2907,0,1858
55.855587,37.480488,180.2907,0,1868
55.855587,37.480488,180.2907,0,1879
55.855587,37.480488,180.2907,0,1888
55.855587,37.480488,180.2907,0,1898
55.855587,37.480488,180.2907,0,1908
55.855587,37.480488,180.2907,0,1919
55.855587,37.480488,180.2907,0,1928
55.855587,37.480488,180.2907,0,1938
55.855587,37.480488,180.2907,0,1948
55.855587,37.480488,180.2907,0,1958
55.855587,37.480488,180.2907,0,1968
55.855587,37.480488,180.2907,0,1978
55.855587,37.480488,180.2907,0,1988
55.855587,37.480488,180.2907,0,1999
55.855587,37.480488,180.2907,0,2008
55.855587,37.480488,180.2907,0,2018
55.855587,37.480488,180.2907,0,2028
55.855587,37.480488,180.2907,0,2039
55.855587,37.480488,180.2907,0,2048
55.855587,37.480488,180.2907,0,2058
55.855587,37.480488,180.2907,0,2068
55.855587,37.480488,180.2907,0,2078
55.855587,37.480488,180.2907,0,2088
55.855587,37.480488,180.2907,0,2098
55.855587,37.480488,180.2907,0,2108
55.855587,37.480488,180.2907,0,2118
55.855587,37.480488,180.2907,0,2128
55.855587,37.480488,180.2907,0,2138
55.855587,37.480488,180.2907,0,2148
55.855587,37.480488,180.2907,0,2158
55.855587,37.480488,180.2907,0,2169
55.855587,37.480488,180.2907,0,2178
55.855587,37.480488,180.2907,0,2188
55.855587,37.480488,180.2907,0,2198
55.855587,37.480488,180.2907,0,2208
55.855587,37.480488,180.2907,0,2218
55.855587,37.480488,180.2907,0,2228
55.855587,37.480488,180.2907,0,2238
55.855587,37.480488,180.2907,0,2248
55.855587,37.480488,180.2907,0,2258
55.855587,37.480488,180.2907,0,2268
55.855587,37.480488,180.2907,0,2279
55.855587,37.480488,180.2907,0,2288
55.855587,37.480488,180.2907,0,2298
55.855587,37.480488,180.2907,0,2308
55.855587,37.480488,180.2907,0,2319
55.855587,37.480488,180.2907,0,2328
55.855587,37.480488,180.2907,0,2338
55.855587,37.480488,180.2907,0,2348
55.855587,37.480488,180.2907,0,2358
55.855587,37.480488,180.2907,0,2368
55.855587,37.480488,180.2907,0,2378
55.855587,37.480488,180.2907,0,2388
55.855587,37.480488,180.2907,0,2398
55.855587,37.480488,180.2907,0,2408
55.855587,37.480488,180.2907,0,2418
55.855587,37.480488,180.2907,0,2428
55.855587,37.480488,180.2907,0,2438
55.855587,37.480488,180.2907,0,2449
55.855587,37.480488,180.2907,0,2459
55.855587,37.480488,180.2907,0,2468
55.855587,37.480488,180.2907,0,2479
55.855587,37.480488,180.2907,0,2489
55.855587,37.480488,180.2907,0,2499
55.855587,37.480488,180.2907,0,2509
55.855587,37.480488,180.2907,0,2519
55.855587,37.480488,180.2907,0,2528
55.855587,37.480488,180.2907,0,2538
55.855587,37.480488,180.2907,0,2548
55.855587,37.480488,180.2907,0,2558
55.855587,37.480488,180.2907,0,2568
55.855587,37.480488,180.2907,0,2578
55.855587,37.480488,180.2907,0,2588
55.855587,37.480488,180.2907,0,2598
55.855587,37.480488,180.2907,0,2608
55.855587,37.480488,180.2907,0,2618
55.855587,37.480488,180.2907,0,2628
55.855587,37.480488,180.2907,0,2638
55.855587,37.480488,180.2907,0,2649
55.855587,37.480488,180.2907,0,2658
55.855587,37.480488,180.2907,0,2668
55.855587,37.480488,180.2907,0,2678
55.855587,37.480488,180.2907,0,2688
55.855587,37.480488,180.2907,0,2698
55.855587,37.480488,180.2907,0,2708
55.855587,37.480488,180.2907,0,2718
55.855587,37.480488,180.2907,0,2729
55.855587,37.480488,180.2907,0,2738
55.855587,37.480488,180.2907,0,2748
55.855587,37.480488,180.2907,0,2758
55.855587,37.480488,180.2907,0,2769
55.855587,37.480488,180.2907,0,2778
55.855587,37.480488,180.2907,0,2788
55.855587,37.480488,180.2907,0,2798
55.855587,37.480488,180.2907,0,2808
55.855587,37.480488,180.2907,0,2819
55.855587,37.480488,180.2907,0,2828
55.855587,37.480488,180.2907,0,2838
55.855587,37.480488,180.2907,0,2848
55.85559,37.480495,180.2067,0,2859
55.85559,37.480495,180.2067,0,2868
55.85559,37.480495,180.2067,0,2878
55.85559,37.480495,180.2067,0,2888
55.85559,37.480495,180.2067,0,2898
55.85559,37.480495,180.2067,0,2909
55.85559,37.480495,180.2067,0,2919
55.85559,37.480495,180.2067,0,2929
55.85559,37.480495,180.2067,0,2938
55.85559,37.480495,180.2067,0,2948
55.85559,37.480495,180.2067,0,2959
55.85559,37.480495,180.2067,0,2968
55.85559,37.480495,180.2067,0,2978
55.85559,37.480495,180.2067,0,2989
55.85559,37.480495,180.2067,0,2998
55.85559,37.480495,180.2067,0,3008
55.85559,37.480495,180.2067,0,3018
55.85559,37.480495,180.2067,0,3028
55.85559,37.480495,180.2067,0,3038
55.85559,37.480495,180.2067,0,3048
55.85559,37.480495,180.2067,0,3058
55.85559,37.480495,180.2067,0,3069
55.85559,37.480495,180.2067,0,3078
55.85559,37.480495,180.2067,0,3088
55.85559,37.480495,180.2067,0,3098
55.85559,37.480495,180.2067,0,3108
55.85559,37.480495,180.2067,0,3118
55.85559,37.480495,180.2067,0,3128
55.85559,37.480495,180.2067,0,3138
55.85559,37.480495,180.2067,0,3148
55.85559,37.480495,180.2067,0,3158
55.85559,37.480495,180.2067,0,3169
