ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),Time since start in ms 
-0.076617,0.909824,9.957788,-0.00812,0.002479,0.005654,-5.82,-10.32,-37.08,136.1872,-5.2625,0.4682,55.813995,37.500435,214.6562,3914
-0.102954,0.878699,9.859624,0.027921,-0.003019,0.0026,-5.34,-10.56,-36.6,136.1872,-5.2625,0.4682,55.813995,37.500435,214.6562,3924
-0.102954,0.878699,9.859624,0.027921,-0.003019,0.0026,-5.34,-10.56,-36.6,136.1872,-5.2625,0.4682,55.813995,37.500435,214.6562,3933
-0.074223,0.962499,9.692024,0.015093,-0.005462,-0.001065,-5.58,-10.26,-36.36,136.1872,-5.2625,0.4682,55.813995,37.500435,214.6562,3944
-0.062251,0.928979,9.72315,-0.027057,0.015307,0.0026,-5.64,-10.68,-36.72,140.0994,-5.291,0.4797,55.813995,37.500435,214.6562,3954
-0.062251,0.928979,9.72315,-0.025835,0.012864,-0.00412,-5.64,-10.68,-36.72,140.0994,-5.291,0.4797,55.813995,37.500435,214.6562,3964
-0.0838,0.943344,9.890749,0.001043,-0.001797,-0.012061,-5.94,-10.62,-36.3,140.0994,-5.291,0.4797,55.813995,37.500435,214.6562,3974
-0.0838,0.943344,9.890749,0.001043,-0.001797,-0.012061,-5.94,-10.62,-36.3,140.0994,-5.291,0.4797,55.813995,37.500435,214.6562,3983
-0.052674,0.928979,9.890749,0.021812,-0.012182,-0.015115,-5.76,-10.08,-37.62,135.6029,-5.2825,0.4969,55.813995,37.500435,214.6562,3994
-0.052674,0.928979,9.890749,0.021812,-0.012182,-0.015115,-5.76,-10.08,-37.62,135.6029,-5.2825,0.4969,55.813995,37.500435,214.6562,4004
-0.088588,0.948133,9.759064,0.028532,-0.01096,-0.016948,-5.52,-9.6,-37.56,135.6029,-5.2825,0.4969,55.813995,37.500435,214.6562,4014
-0.126897,0.914613,9.672871,0.002875,0.004922,-0.005341,-5.4,-10.26,-37.74,135.6029,-5.2825,0.4969,55.813995,37.500435,214.6562,4024
-0.126897,0.914613,9.672871,0.002875,0.004922,-0.005341,-5.4,-10.26,-37.74,135.6029,-5.2825,0.4969,55.813995,37.500435,214.6562,4033
-0.105348,0.952921,9.608225,-0.037442,0.025081,0.007487,-5.1,-10.86,-37.68,144.3113,-5.36,0.4824,55.813995,37.500435,214.6562,4043
-0.107742,0.905036,9.711179,-0.05027,0.017751,0.009319,-5.1,-10.92,-37.5,144.3113,-5.36,0.4824,55.813995,37.500435,214.6562,4053
-0.107742,0.905036,9.711179,-0.02889,-0.013404,-0.003509,-5.1,-10.92,-37.5,144.3113,-5.36,0.4824,55.813995,37.500435,214.6562,4063
-0.064645,0.931373,9.799767,-0.009953,-0.028675,-0.010839,-5.04,-10.56,-38.1,144.3113,-5.36,0.4824,55.813995,37.500435,214.6562,4074
-0.064645,0.931373,9.799767,-0.009953,-0.028675,-0.010839,-5.04,-10.56,-38.1,144.3113,-5.36,0.4824,55.813995,37.500435,214.6562,4083
-0.098165,0.888276,9.838076,0.002264,-0.028064,-0.01145,-4.62,-10.26,-37.5,140.6561,-5.3172,0.5508,55.813995,37.500435,214.6562,4094
-0.098165,0.888276,9.838076,0.002264,-0.028064,-0.01145,-4.62,-10.26,-37.5,140.6561,-5.3172,0.5508,55.813995,37.500435,214.6562,4103
-0.119714,0.881093,9.814133,-0.004455,-0.015236,-0.012061,-4.68,-10.68,-37.32,140.6561,-5.3172,0.5508,55.813995,37.500435,214.6562,4114
-0.086194,0.921796,9.768641,-0.014229,0.003701,0.000767,-5.04,-10.74,-37.68,140.6561,-5.3172,0.5508,55.813995,37.500435,214.6562,4124
-0.086194,0.921796,9.768641,-0.014229,0.003701,0.000767,-5.04,-10.74,-37.68,140.6561,-5.3172,0.5508,55.813995,37.500435,214.6562,4133
-0.102954,0.917007,9.79019,-0.02217,0.007366,0.010541,-5.22,-10.62,-38.28,144.3052,-5.3112,0.5203,55.813995,37.500435,214.6562,4144
-0.102954,0.917007,9.79019,-0.02217,0.007366,0.010541,-5.22,-10.62,-38.28,144.3052,-5.3112,0.5203,55.813995,37.500435,214.6562,4153
-0.076617,0.976864,9.816526,-0.027057,0.011642,0.011763,-5.52,-10.32,-37.68,144.3052,-5.3112,0.5203,55.813995,37.500435,214.6562,4163
-0.076617,0.917007,9.821315,-0.019116,0.004311,-0.001065,-5.76,-10.14,-37.14,144.3052,-5.3112,0.5203,55.813995,37.500435,214.6562,4173
-0.076617,0.917007,9.821315,-0.019116,0.004311,-0.001065,-5.76,-10.14,-37.14,144.3052,-5.3112,0.5203,55.813995,37.500435,214.6562,4183
-0.112531,0.902642,9.857229,-0.011785,-0.004241,-0.009617,-5.64,-10.44,-37.56,135.4415,-5.2761,0.5582,55.813995,37.500435,214.6562,4193
-0.136474,0.869122,9.845258,-0.016672,-0.009128,-0.007174,-5.28,-10.44,-37.74,135.4415,-5.2761,0.5582,55.813995,37.500435,214.6562,4203
-0.136474,0.869122,9.845258,-0.016672,-0.009128,-0.007174,-5.28,-10.44,-37.74,135.4415,-5.2761,0.5582,55.813995,37.500435,214.6562,4213
-0.155628,0.859545,9.864412,-0.020948,-0.00363,0.001378,-5.1,-9.72,-37.56,135.4415,-5.2761,0.5582,55.813995,37.500435,214.6562,4223
-0.155628,0.859545,9.864412,-0.020948,-0.00363,0.001378,-5.1,-9.72,-37.56,135.4415,-5.2761,0.5582,55.813995,37.500435,214.6562,4233
-0.110137,0.90743,9.883567,-0.017283,-0.007906,-0.002287,-5.46,-9.66,-37.26,140.8565,-5.2526,0.5453,55.813995,37.500435,214.6562,4243
-0.105348,0.893065,9.893144,0.002264,-0.017069,-0.005341,-5.28,-9.54,-37.26,140.8565,-5.2526,0.5453,55.813995,37.500435,214.6562,4254
-0.105348,0.893065,9.893144,0.002264,-0.017069,-0.005341,-5.28,-9.54,-37.26,140.8565,-5.2526,0.5453,55.813995,37.500435,214.6562,4264
-0.076617,0.861939,9.768641,0.014482,-0.016458,-0.007785,-5.64,-10.32,-37.2,136.0355,-5.2198,0.5636,55.813995,37.500435,214.6562,4274
-0.076617,0.861939,9.768641,0.014482,-0.016458,-0.007785,-5.64,-10.32,-37.2,136.0355,-5.2198,0.5636,55.813995,37.500435,214.6562,4284
-0.102954,0.869122,9.727939,0.004708,-0.01768,-0.000454,-6.18,-10.56,-37.56,136.0355,-5.2198,0.5636,55.813995,37.500435,214.6562,4294
-0.102954,0.869122,9.727939,0.004708,-0.01768,-0.000454,-6.18,-10.56,-37.56,136.0355,-5.2198,0.5636,55.813995,37.500435,214.6562,4304
-0.076617,0.90743,9.766247,-0.00812,-0.000575,0.005654,-5.94,-10.62,-37.5,136.0355,-5.2198,0.5636,55.813995,37.500435,214.6562,4314
-0.093377,0.960104,9.708784,-0.006899,-0.001186,0.010541,-5.82,-10.2,-38.22,135.697,-5.2081,0.5403,55.813995,37.500435,214.6562,4324
-0.093377,0.960104,9.708784,-0.002012,-0.012793,0.004432,-5.82,-10.2,-38.22,135.697,-5.2081,0.5403,55.813995,37.500435,214.6562,4334
-0.107742,0.945739,9.672871,-0.001401,-0.016458,-0.006563,-5.58,-10.56,-38.28,135.697,-5.2081,0.5403,55.813995,37.500435,214.6562,4344
-0.107742,0.945739,9.672871,-0.001401,-0.016458,-0.006563,-5.58,-10.56,-38.28,135.697,-5.2081,0.5403,55.813995,37.500435,214.6562,4354
-0.124502,0.936161,9.675264,-0.007509,-0.020123,-0.010839,-5.52,-10.68,-38.4,135.697,-5.2081,0.5403,55.813995,37.500435,214.6562,4364
-0.107742,0.895459,9.713573,-0.019727,-0.02501,-0.014504,-5.4,-10.92,-37.74,144.4338,-5.2335,0.5392,55.813995,37.500435,214.6562,4374
-0.107742,0.895459,9.713573,-0.019727,-0.02501,-0.014504,-5.4,-10.92,-37.74,144.4338,-5.2335,0.5392,55.813995,37.500435,214.6562,4384
-0.038308,0.85715,9.818921,-0.033777,-0.023788,-0.005952,-4.8,-10.62,-37.62,144.4338,-5.2335,0.5392,55.813995,37.500435,214.6562,4393
-0.069434,0.799688,9.885961,-0.025224,-0.03173,0.001378,-4.8,-10.62,-37.62,144.4338,-5.2335,0.5392,55.813995,37.500435,214.6562,4404
-0.069434,0.799688,9.885961,-0.019727,-0.028675,-0.001676,-4.56,-10.02,-37.68,140.5337,-5.2365,0.5238,55.813995,37.500435,214.6562,4414
-0.014366,0.804476,9.914692,-0.009953,-0.02501,-0.004731,-4.56,-10.02,-37.68,140.5337,-5.2365,0.5238,55.813995,37.500435,214.6562,4423
-0.047885,0.785322,9.967366,0.012649,-0.018901,-0.015115,-4.92,-10.2,-37.8,140.5337,-5.2365,0.5238,55.813995,37.500435,214.6562,4434
-0.069434,0.806871,9.926663,0.027921,-0.00363,-0.008396,-4.92,-10.2,-37.8,140.5337,-5.2365,0.5238,55.813995,37.500435,214.6562,4443
-0.069434,0.806871,9.926663,0.027921,-0.00363,-0.008396,-5.52,-10.62,-37.92,140.1545,-5.1471,0.4547,55.813995,37.500435,214.6562,4454
-0.076617,0.797294,9.864412,0.031586,3.5E-05,-0.007174,-5.52,-10.62,-37.92,140.1545,-5.1471,0.4547,55.813995,37.500435,214.6562,4464
-0.057463,0.835602,9.677659,0.006541,0.001257,0.004432,-5.4,-10.86,-37.68,140.1545,-5.1471,0.4547,55.813995,37.500435,214.6562,4473
-0.057463,0.835602,9.677659,-0.01484,0.007366,0.00993,-5.4,-10.86,-37.68,140.1545,-5.1471,0.4547,55.813995,37.500435,214.6562,4484
-0.040703,0.888276,9.713573,-0.020338,0.006144,0.003822,-5.46,-10.8,-37.5,145.5611,-5.0763,0.4193,55.813995,37.500435,214.6562,4494
-0.040703,0.888276,9.713573,-0.020338,0.006144,0.003822,-5.46,-10.8,-37.5,145.5611,-5.0763,0.4193,55.813995,37.500435,214.6562,4504
-0.057463,0.861939,9.838076,-0.017894,0.003701,-0.003509,-5.76,-10.44,-37.62,145.5611,-5.0763,0.4193,55.813995,37.500435,214.6562,4513
-0.086194,0.885882,9.830893,-0.00079,-0.01096,-0.020002,-5.7,-10.08,-38.22,145.5611,-5.0763,0.4193,55.813995,37.500435,214.6562,4523
-0.086194,0.885882,9.830893,0.008373,-0.004851,-0.020613,-5.7,-10.08,-38.22,145.5611,-5.0763,0.4193,55.813995,37.500435,214.6562,4534
-0.093377,0.849968,9.80695,0.011427,-0.007295,-0.021224,-5.7,-9.78,-38.64,136.3553,-4.9883,0.398,55.813995,37.500435,214.6562,4543
-0.093377,0.849968,9.80695,0.011427,-0.007295,-0.021224,-5.7,-9.78,-38.64,136.3553,-4.9883,0.398,55.813995,37.500435,214.6562,4554
-0.10056,0.869122,9.749487,0.001043,-0.002408,-0.008396,-5.82,-10.2,-38.22,136.3553,-4.9883,0.398,55.813995,37.500435,214.6562,4563
-0.06704,0.912219,9.720756,-0.003844,-0.004241,-0.000454,-5.52,-10.32,-37.56,136.3553,-4.9883,0.398,55.813995,37.500435,214.6562,4574
-0.06704,0.912219,9.720756,-0.009953,-0.012182,-0.002898,-5.52,-10.32,-37.56,136.3553,-4.9883,0.398,55.813995,37.500435,214.6562,4584
-0.079011,0.897853,9.749487,-0.013007,-0.022567,-0.002898,-5.4,-10.14,-37.92,141.6486,-5.0046,0.3946,55.813995,37.500435,214.6562,4593
-0.079011,0.897853,9.749487,-0.002622,-0.028675,-0.014504,-5.4,-10.14,-37.92,141.6486,-5.0046,0.3946,55.813995,37.500435,214.6562,4603
-0.052674,0.847573,9.873989,-0.000179,-0.034173,-0.0255,-5.94,-10.38,-38.52,141.6486,-5.0046,0.3946,55.813995,37.500435,214.6562,4614
-0.0838,0.806871,9.897932,0.005319,-0.030508,-0.01878,-6.06,-10.32,-38.46,136.6978,-5.0272,0.382,55.813995,37.500435,214.6562,4623
-0.0838,0.806871,9.897932,0.005319,-0.030508,-0.01878,-6.06,-10.32,-38.46,136.6978,-5.0272,0.382,55.813995,37.500435,214.6562,4634
-0.0838,0.821236,9.828498,0.003486,-0.029897,-0.007174,-5.94,-10.2,-38.4,136.6978,-5.0272,0.382,55.813995,37.500435,214.6562,4644
-0.0838,0.821236,9.828498,-0.005677,-0.01096,0.008708,-5.94,-10.2,-38.4,136.6978,-5.0272,0.382,55.813995,37.500435,214.6562,4653
-0.095771,0.823631,9.811738,-0.013618,0.001257,0.023369,-5.7,-10.14,-38.16,136.7895,-5.0227,0.3557,55.813995,37.500435,214.6562,4664
-0.114925,0.847573,9.792584,-0.013007,0.001257,0.026424,-5.52,-10.14,-38.1,136.7895,-5.0227,0.3557,55.813995,37.500435,214.6562,4673
-0.114925,0.847573,9.792584,-0.013007,0.001257,0.026424,-5.52,-10.14,-38.1,136.7895,-5.0227,0.3557,55.813995,37.500435,214.6562,4684
-0.074223,0.861939,9.842864,-0.010564,-0.007906,0.014206,-5.04,-10.26,-38.04,136.7895,-5.0227,0.3557,55.813995,37.500435,214.6562,4694
-0.074223,0.861939,9.842864,-0.00079,-0.014014,0.003211,-5.04,-10.26,-38.04,136.7895,-5.0227,0.3557,55.813995,37.500435,214.6562,4703
-0.090982,0.837996,9.804555,0.005319,-0.029286,-0.009617,-4.86,-10.62,-37.92,145.5516,-4.9594,0.4012,55.813995,37.500435,214.6562,4714
-0.064645,0.792505,9.802161,0.012649,-0.034784,-0.020002,-5.64,-10.86,-38.1,145.5516,-4.9594,0.4012,55.813995,37.500435,214.6562,4723
-0.064645,0.792505,9.802161,0.025477,-0.026843,-0.015115,-5.64,-10.86,-38.1,145.5516,-4.9594,0.4012,55.813995,37.500435,214.6562,4734
-0.064645,0.828419,9.802161,0.026088,-0.020734,-0.014504,-6.06,-10.5,-37.44,145.5516,-4.9594,0.4012,55.813995,37.500435,214.6562,4743
-0.064645,0.828419,9.802161,0.026088,-0.020734,-0.014504,-6.06,-10.5,-37.44,145.5516,-4.9594,0.4012,55.813995,37.500435,214.6562,4753
-0.055068,0.84039,9.730332,0.02059,-0.017069,-0.007174,-5.46,-9.96,-37.62,141.8493,-4.9427,0.3871,55.813995,37.500435,214.6562,4764
0.014366,0.859545,9.713573,-0.006288,-0.00363,0.001378,-5.1,-9.96,-37.32,141.8493,-4.9427,0.3871,55.813995,37.500435,214.6562,4774
0.014366,0.859545,9.713573,-0.006288,-0.00363,0.001378,-5.1,-9.96,-37.32,141.8493,-4.9427,0.3871,55.813995,37.500435,214.6562,4784
-0.009577,0.84039,9.744699,-0.020948,0.004311,0.000767,-4.86,-10.74,-37.74,141.8493,-4.9427,0.3871,55.813995,37.500435,214.6562,4794
-0.004789,0.842785,9.850046,-0.018505,-0.001797,-0.006563,-4.86,-10.74,-37.74,141.8493,-4.9427,0.3871,55.813995,37.500435,214.6562,4803
-0.01676,0.847573,9.871595,-0.006288,-0.00363,-0.013283,-5.7,-10.44,-37.62,137.0493,-4.9337,0.355,55.813995,37.500435,214.6562,4814
-0.040703,0.821236,9.833286,-0.00079,-0.012182,-0.008396,-6.06,-10.38,-37.44,137.0493,-4.9337,0.355,55.813995,37.500435,214.6562,4823
-0.040703,0.821236,9.833286,-0.00079,-0.012182,-0.008396,-6.06,-10.38,-37.44,137.0493,-4.9337,0.355,55.813995,37.500435,214.6562,4834
-0.071828,0.830813,9.768641,0.005319,-0.015236,0.000156,-5.82,-10.38,-37.38,137.0493,-4.9337,0.355,55.813995,37.500435,214.6562,4843
-0.071828,0.830813,9.768641,0.005319,-0.015236,0.000156,-5.82,-10.38,-37.38,137.0493,-4.9337,0.355,55.813995,37.500435,214.6562,4854
-0.040703,0.876305,9.732727,-0.002622,-0.012793,-0.002898,-5.52,-10.14,-37.38,137.7486,-4.903,0.2792,55.813995,37.500435,214.6562,4863
-0.040703,0.876305,9.732727,-0.002622,-0.012793,-0.002898,-5.52,-10.14,-37.38,137.7486,-4.903,0.2792,55.813995,37.500435,214.6562,4874
0.002394,0.833208,9.711179,-0.003844,-0.018901,-0.002898,-5.7,-10.02,-37.62,137.7486,-4.903,0.2792,55.813995,37.500435,214.6562,4884
-0.076617,0.768562,9.814133,-0.005066,-0.010349,-0.012061,-6.48,-10.56,-37.44,137.7486,-4.903,0.2792,55.813995,37.500435,214.6562,4894
-0.043097,0.804476,9.763853,-0.011175,-0.009738,-0.00412,-6.48,-10.56,-37.44,137.7486,-4.903,0.2792,55.813995,37.500435,214.1758,4904
-0.043097,0.804476,9.763853,-0.011175,-0.009738,-0.00412,-6.06,-10.62,-37.8,141.4243,-4.9094,0.2249,55.813984,37.50041,214.1758,4914
-0.074223,0.802082,9.737515,-0.008731,-0.014625,-0.005341,-6.06,-10.62,-37.8,141.4243,-4.9094,0.2249,55.813984,37.50041,214.1758,4924
-0.045491,0.849968,9.747093,-0.005677,-0.020734,-0.005952,-5.16,-10.38,-37.98,141.4243,-4.9094,0.2249,55.813984,37.50041,214.1758,4934
-0.045491,0.849968,9.747093,-0.00079,-0.015847,-0.00412,-5.16,-10.38,-37.98,141.4243,-4.9094,0.2249,55.813984,37.50041,214.1758,4944
-0.047885,0.871516,9.72315,-0.006899,-0.015847,-0.000454,-5.34,-9.96,-37.68,142.7183,-4.855,0.2087,55.813984,37.50041,214.1758,4953
-0.004789,0.859545,9.73991,-0.017283,-0.018291,-0.002287,-5.34,-9.96,-37.68,142.7183,-4.855,0.2087,55.813984,37.50041,214.1758,4964
0.002394,0.837996,9.830893,-0.031333,-0.010349,-0.001065,-5.52,-9.66,-37.62,142.7183,-4.855,0.2087,55.813984,37.50041,214.1758,4974
0.002394,0.837996,9.830893,-0.031333,-0.010349,-0.001065,-5.52,-9.66,-37.62,142.7183,-4.855,0.2087,55.813984,37.50041,214.1758,4983
0.009577,0.849968,9.876384,-0.027668,-0.016458,-0.005341,-5.46,-10.14,-37.74,142.8369,-4.8393,0.1874,55.813984,37.50041,214.1758,4994
0.021548,0.871516,9.885961,-0.005677,-0.030508,-0.002898,-5.46,-10.14,-37.74,142.8369,-4.8393,0.1874,55.813984,37.50041,214.1758,5004
0.021548,0.871516,9.885961,0.003486,-0.034173,-0.006563,-5.58,-10.8,-37.86,142.8369,-4.8393,0.1874,55.813984,37.50041,214.1758,5014
-0.004789,0.854756,9.787795,-0.002622,-0.035395,-0.000454,-5.58,-10.62,-37.62,142.8369,-4.8393,0.1874,55.813984,37.50041,214.1758,5024
-0.004789,0.854756,9.787795,-0.011785,-0.036006,0.0026,-5.58,-10.62,-37.62,142.8369,-4.8393,0.1874,55.813984,37.50041,214.1758,5034
0.043097,0.885882,9.823709,-0.016061,-0.035395,-0.00412,-4.92,-10.32,-37.5,143.4742,-4.8445,0.1027,55.813984,37.50041,214.1758,5044
0.043097,0.885882,9.823709,-0.016061,-0.035395,-0.00412,-4.92,-10.32,-37.5,143.4742,-4.8445,0.1027,55.813984,37.50041,214.1758,5054
-0.055068,0.847573,9.91948,-0.013618,-0.020123,-0.00412,-5.34,-10.2,-37.86,143.4742,-4.8445,0.1027,55.813984,37.50041,214.1758,5063
-0.079011,0.814053,9.893144,-0.006899,-0.004851,0.005043,-5.64,-10.2,-37.86,143.4742,-4.8445,0.1027,55.813984,37.50041,214.1758,5074
-0.079011,0.814053,9.893144,0.004708,0.001868,0.000156,-5.64,-10.2,-37.86,143.4742,-4.8445,0.1027,55.813984,37.50041,214.1758,5086
-0.081405,0.770957,9.847652,0.01326,-0.014014,-0.001065,-6.06,-10.32,-37.92,138.2611,-4.876,0.012,55.813984,37.50041,214.1758,5094
-0.081405,0.770957,9.847652,0.01326,-0.014014,-0.001065,-6.06,-10.32,-37.92,138.2611,-4.876,0.012,55.813984,37.50041,214.1758,5103
-0.03352,0.828419,9.847652,0.012649,-0.023177,0.0026,-5.7,-10.62,-37.86,138.2611,-4.876,0.012,55.813984,37.50041,214.1758,5114
0.026337,0.828419,9.852441,0.008373,-0.01768,0.005043,-5.28,-10.38,-38.1,138.2611,-4.876,0.012,55.813984,37.50041,214.1758,5123
0.026337,0.828419,9.852441,0.010206,-0.015847,-0.002898,-5.28,-10.38,-38.1,138.2611,-4.876,0.012,55.813984,37.50041,214.1758,5134
0.028731,0.814053,9.785401,0.01326,-0.023788,-0.00412,-5.28,-10.26,-37.74,143.2441,-4.8637,0.0542,55.813984,37.50041,214.1758,5143
0.028731,0.814053,9.785401,0.01326,-0.023788,-0.00412,-5.28,-10.26,-37.74,143.2441,-4.8637,0.0542,55.813984,37.50041,214.1758,5154
-0.01676,0.780534,9.866806,0.008984,-0.01768,0.000156,-5.76,-10.86,-37.98,143.2441,-4.8637,0.0542,55.813984,37.50041,214.1758,5163
0.002394,0.770957,9.842864,0.011427,0.001257,0.001378,-5.76,-11.22,-38.46,143.2441,-4.8637,0.0542,55.813984,37.50041,214.1758,5174
0.002394,0.770957,9.842864,0.019369,-0.001797,-0.001065,-5.76,-11.22,-38.46,143.2441,-4.8637,0.0542,55.813984,37.50041,214.1758,5183
0.0838,0.768562,9.830893,0.021812,0.014696,-0.002287,-5.7,-10.5,-38.7,137.9499,-4.8472,0.0226,55.813984,37.50041,214.1758,5193
0.0838,0.768562,9.830893,0.021812,0.014696,-0.002287,-5.7,-10.5,-38.7,137.9499,-4.8472,0.0226,55.813984,37.50041,214.1758,5204
0.047885,0.794899,9.802161,0.016314,0.021416,-0.004731,-5.46,-10.62,-37.74,137.9499,-4.8472,0.0226,55.813984,37.50041,214.1758,5214
0.045491,0.763774,9.725544,0.015093,0.018361,-0.000454,-5.82,-10.68,-37.8,137.9499,-4.8472,0.0226,55.813984,37.50041,214.1758,5224
0.045491,0.763774,9.725544,0.002875,0.004311,-0.001065,-5.82,-10.68,-37.8,137.9499,-4.8472,0.0226,55.813984,37.50041,214.1758,5234
0.05028,0.830813,9.696813,-0.002622,0.012253,0.000156,-5.76,-11.1,-37.86,142.3914,-4.7864,0.0025,55.813984,37.50041,214.1758,5244
0.05028,0.830813,9.696813,-0.002622,0.012253,0.000156,-5.76,-11.1,-37.86,142.3914,-4.7864,0.0025,55.813984,37.50041,214.1758,5253
0.01676,0.842785,9.761458,-0.005066,0.01042,0.001378,-5.1,-10.68,-37.8,142.3914,-4.7864,0.0025,55.813984,37.50041,214.1758,5264
0.01676,0.842785,9.761458,0.004097,-0.006073,0.000767,-5.1,-10.68,-37.8,142.3914,-4.7864,0.0025,55.813984,37.50041,214.1758,5274
-0.007183,0.854756,9.778218,0.006541,3.5E-05,0.000156,-5.22,-10.68,-37.68,147.5625,-4.7352,-0.0403,55.813984,37.50041,214.1758,5284
-0.009577,0.866728,9.636956,-0.00812,-0.008517,-0.000454,-5.16,-10.32,-38.1,147.5625,-4.7352,-0.0403,55.813984,37.50041,214.1758,5294
-0.009577,0.866728,9.636956,-0.00812,-0.008517,-0.000454,-5.16,-10.32,-38.1,147.5625,-4.7352,-0.0403,55.813984,37.50041,214.1758,5304
-0.047885,0.849968,9.692024,-0.024614,-0.012182,0.003822,-5.64,-10.2,-38.16,147.5625,-4.7352,-0.0403,55.813984,37.50041,214.1758,5314
-0.047885,0.849968,9.692024,-0.024614,-0.012182,0.003822,-5.64,-10.2,-38.16,147.5625,-4.7352,-0.0403,55.813984,37.50041,214.1758,5323
-0.007183,0.849968,9.780613,-0.019116,-0.019512,-0.009007,-5.52,-9.72,-37.56,138.8369,-4.761,-0.0682,55.813984,37.50041,214.1758,5334
-0.035914,0.859545,9.838076,-0.009953,-0.018901,-0.01145,-5.52,-9.72,-37.56,138.8369,-4.761,-0.0682,55.813984,37.50041,214.1758,5344
-0.035914,0.859545,9.838076,-0.001401,0.001868,-0.012672,-5.7,-10.32,-37.08,138.8369,-4.761,-0.0682,55.813984,37.50041,214.1758,5354
0.007183,0.869122,9.871595,0.007151,0.008588,-0.020613,-5.7,-10.32,-37.08,138.8369,-4.761,-0.0682,55.813984,37.50041,214.1758,5364
0.01676,0.837996,9.869201,0.012038,0.01714,-0.01878,-6.48,-10.8,-37.14,142.8726,-4.7979,-0.0697,55.813984,37.50041,214.1758,5373
0.01676,0.837996,9.869201,-0.002012,0.021416,-0.008396,-6.48,-10.8,-37.14,142.8726,-4.7979,-0.0697,55.813984,37.50041,214.1758,5384
0.019154,0.876305,9.744699,-0.021559,0.025081,-0.00412,-5.94,-10.62,-37.68,142.8726,-4.7979,-0.0697,55.813984,37.50041,214.1758,5394
0.019154,0.876305,9.744699,-0.021559,0.025081,-0.00412,-5.94,-10.62,-37.68,142.8726,-4.7979,-0.0697,55.813984,37.50041,214.1758,5404
0.009577,0.816448,9.859624,-0.030111,0.022637,0.000767,-5.7,-10.14,-37.74,138.392,-4.8637,-0.0189,55.813984,37.50041,214.1758,5415
0.009577,0.816448,9.859624,-0.030111,0.022637,0.000767,-5.7,-10.14,-37.74,138.392,-4.8637,-0.0189,55.813984,37.50041,214.1758,5424
0.007183,0.794899,9.979338,-0.011785,0.003701,-0.001676,-5.64,-10.08,-37.62,138.392,-4.8637,-0.0189,55.813984,37.50041,214.1758,5434
0.007183,0.794899,9.979338,-0.011785,0.003701,-0.001676,-5.64,-10.08,-37.62,138.392,-4.8637,-0.0189,55.813984,37.50041,214.1758,5444
-0.035914,0.821236,9.972155,0.015704,-0.009738,-0.007174,-5.46,-10.38,-37.56,143.4523,-4.8497,0.007,55.813984,37.50041,214.1758,5453
-0.079011,0.790111,9.804555,0.026088,-0.006073,-0.002287,-5.34,-10.5,-37.26,143.4523,-4.8497,0.007,55.813984,37.50041,214.1758,5463
-0.079011,0.790111,9.804555,0.026088,-0.006073,-0.002287,-5.34,-10.5,-37.26,143.4523,-4.8497,0.007,55.813984,37.50041,214.1758,5474
-0.047885,0.821236,9.77343,0.004708,0.00309,0.008098,-5.4,-10.44,-37.62,143.4523,-4.8497,0.007,55.813984,37.50041,214.1758,5484
-0.035914,0.837996,9.811738,-0.021559,0.003701,0.011152,-5.7,-10.68,-37.8,142.1707,-4.8463,0.0276,55.813984,37.50041,214.1758,5493
-0.035914,0.837996,9.811738,-0.021559,0.003701,0.011152,-5.7,-10.68,-37.8,142.1707,-4.8463,0.0276,55.813984,37.50041,214.1758,5503
-0.007183,0.864333,9.962578,-0.00812,0.001868,0.004432,-5.22,-10.32,-37.86,142.1707,-4.8463,0.0276,55.813984,37.50041,214.1758,5514
-0.007183,0.864333,9.962578,-0.00812,0.001868,0.004432,-5.22,-10.32,-37.86,142.1707,-4.8463,0.0276,55.813984,37.50041,214.1758,5524
0.007183,0.847573,9.873989,0.026088,-0.015236,-0.007174,-4.8,-10.2,-37.86,143.3595,-4.8054,0.0667,55.813984,37.50041,214.1758,5534
-0.014366,0.849968,9.715967,0.030364,-0.01096,-0.001676,-5.16,-10.5,-38.04,143.3595,-4.8054,0.0667,55.813984,37.50041,214.1758,5543
-0.014366,0.849968,9.715967,0.030364,-0.01096,-0.001676,-5.16,-10.5,-38.04,143.3595,-4.8054,0.0667,55.813984,37.50041,214.1758,5554
0.009577,0.826025,9.711179,0.001043,0.009198,0.001989,-5.52,-11.1,-37.68,143.3595,-4.8054,0.0667,55.813984,37.50041,214.1758,5564
0.009577,0.826025,9.711179,0.001043,0.009198,0.001989,-5.52,-11.1,-37.68,143.3595,-4.8054,0.0667,55.813984,37.50041,214.1758,5573
0.011971,0.864333,9.771035,-0.025224,0.01714,0.006265,-5.7,-11.1,-37.44,142.3212,-4.8724,0.0586,55.813984,37.50041,214.1758,5584
