LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
55.855602,37.478767,188.6426,0,25
55.855602,37.478767,188.6426,0,35
55.855602,37.478767,188.6426,0,45
55.855602,37.478767,188.6426,0,55
55.855602,37.478767,188.6426,0,65
55.855602,37.478767,188.6426,0,75
55.855602,37.478767,188.6426,0,85
55.855602,37.478767,188.6426,0,95
55.855602,37.478767,188.6426,0,105
55.855602,37.478767,188.6426,0,115
55.855602,37.478767,188.6426,0,126
55.855602,37.478767,188.6426,0,135
55.855602,37.478767,188.6426,0,146
55.855602,37.478767,188.6426,0,155
55.855602,37.478767,188.6426,0,166
55.855602,37.478767,188.6426,0,175
55.855602,37.478767,188.6426,0,185
55.855602,37.478767,188.6426,0,195
55.855602,37.478767,188.6426,0,206
55.855602,37.478767,188.6426,0,215
55.855602,37.478767,188.6426,0,226
55.855602,37.478767,188.6426,0,236
55.855602,37.478767,188.6426,0,245
55.855602,37.478767,188.6426,0,256
55.855602,37.478767,188.6426,0,266
55.855602,37.478767,188.6426,0,275
55.855602,37.478767,188.6426,0,286
55.855602,37.478767,188.6426,0,295
55.855602,37.478767,188.6426,0,306
55.855602,37.478767,188.6426,0,315
55.855602,37.478767,188.6426,0,331
55.855602,37.478767,188.6426,0,336
55.855602,37.478767,188.6426,0,345
55.855602,37.478767,188.6426,0,355
55.855602,37.478767,188.6426,0,365
55.855602,37.478767,188.6426,0,375
55.855602,37.478767,188.6426,0,385
55.855602,37.478767,188.6426,0,395
55.855602,37.478767,188.6426,0,405
55.855602,37.478767,188.6426,0,415
55.855602,37.478767,188.6426,0,425
55.855602,37.478767,188.6426,0,435
55.855602,37.478767,188.6426,0,445
55.855602,37.478767,188.6426,0,455
55.855602,37.478767,188.6426,0,466
55.855602,37.478767,188.6426,0,475
55.855602,37.478767,188.6426,0,485
55.855602,37.478767,188.6426,0,495
55.855602,37.478767,188.6426,0,505
55.855602,37.478767,188.6426,0,515
55.855602,37.478767,188.6426,0,525
55.855602,37.478767,188.6426,0,536
55.855602,37.478767,188.6426,0,546
55.855602,37.478767,188.6426,0,555
55.855602,37.478767,188.6426,0,565
55.855602,37.478767,188.6426,0,575
55.855602,37.478767,188.6426,0,585
55.855602,37.478767,188.6426,0,595
55.855602,37.478767,188.6426,0,605
55.855602,37.478767,188.6426,0,615
55.855602,37.478767,188.6426,0,625
55.855602,37.478767,188.6426,0,635
55.855602,37.478767,188.6426,0,645
55.855602,37.478767,188.6426,0,656
55.855602,37.478767,188.6426,0,665
55.855602,37.478767,188.6426,0,676
