Keuwl Accelerometer Data File
2021-04-30 04-08-13

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
79.8529816,0.045491,-0.043097,9.780613,9.780814,0.367441,316.548157
79.8549805,0.050280,-0.052674,9.780613,9.780884,0.426585,313.667786
79.8569870,0.047885,-0.052674,9.787795,9.788054,0.416371,312.273682
79.8589859,0.033520,-0.052674,9.775824,9.776023,0.365840,302.471191
79.8609848,0.035914,-0.055068,9.768641,9.768863,0.385630,303.111328
79.8629837,0.038308,-0.062251,9.761458,9.761732,0.428872,301.607513
79.8649826,0.047885,-0.064645,9.763853,9.764184,0.471884,306.528870
79.8669815,0.045491,-0.067040,9.763853,9.764189,0.475190,304.159698
79.8689804,0.043097,-0.055068,9.778218,9.778468,0.409739,308.047028
79.8709793,0.045491,-0.047885,9.780613,9.780836,0.387149,313.531189
79.8729782,0.047885,-0.045491,9.778218,9.778441,0.387149,316.468811
79.8749847,0.031126,-0.038308,9.783007,9.783132,0.289391,309.093872
79.8769836,0.031126,-0.045491,9.780613,9.780768,0.323247,304.380341
79.8789825,0.038308,-0.045491,9.775824,9.776005,0.348866,310.100922
79.8809814,0.035914,-0.052674,9.768641,9.768849,0.373777,304.286865
79.8829803,0.045491,-0.040703,9.771035,9.771226,0.357727,318.179840
79.8849792,0.052674,-0.043097,9.763853,9.764091,0.399585,320.710602
79.8869781,0.043097,-0.052674,9.744699,9.744936,0.400074,309.289398
79.8889771,0.047885,-0.050280,9.751882,9.752129,0.407824,313.602814
79.8909760,0.047885,-0.057463,9.744699,9.744986,0.439686,309.805573
79.8929825,0.050280,-0.064645,9.756670,9.757013,0.480513,307.874969
79.8949814,0.033520,-0.071828,9.768641,9.768963,0.464781,295.016907
79.8969803,0.031126,-0.038308,9.763853,9.763978,0.290066,309.093872
79.8989792,0.035914,-0.045491,9.749487,9.749660,0.340923,308.290161
79.9009781,0.038308,-0.055068,9.749487,9.749718,0.394161,304.824493
79.9029770,0.026337,-0.059857,9.763853,9.764072,0.384104,293.749481
79.9049759,0.035914,-0.050280,9.768641,9.768837,0.362617,305.537689
79.9069748,0.033520,-0.038308,9.792584,9.792717,0.298051,311.185913
79.9089737,0.040703,-0.040703,9.785401,9.785571,0.337462,315.000000
79.9109802,0.043097,-0.035914,9.739910,9.740072,0.330431,320.194427
79.9129791,0.019154,-0.050280,9.751882,9.752030,0.316518,290.854462
79.9149780,0.016760,-0.045491,9.766247,9.766367,0.283930,290.224854
79.9169769,0.031126,-0.064645,9.766247,9.766511,0.421509,295.709961
79.9189758,0.035914,-0.069434,9.763853,9.764166,0.458423,297.349884
79.9209747,0.038308,-0.064645,9.768641,9.768930,0.440575,300.650665
79.9229736,0.047885,-0.069434,9.773430,9.773793,0.494164,304.592285
79.9249725,0.043097,-0.059857,9.763853,9.764132,0.432507,305.753876
79.9269714,0.038308,-0.052674,9.771035,9.771253,0.382061,306.027374
79.9289703,0.040703,-0.057463,9.775824,9.776077,0.412594,305.311218
79.9309769,0.035914,-0.057463,9.775824,9.776058,0.397129,302.005371
79.9329758,0.031126,-0.050280,9.780613,9.780791,0.346050,301.759491
79.9349747,0.043097,-0.064645,9.785401,9.785709,0.454565,303.690063
79.9369736,0.045491,-0.059857,9.780613,9.780902,0.440575,307.234833
79.9389725,0.057463,-0.055068,9.768641,9.768966,0.466881,316.218872
79.9410858,0.047885,-0.043097,9.759064,9.759276,0.378459,318.012787
79.9430847,0.047885,-0.045491,9.761458,9.761682,0.387654,316.468811
79.9450836,0.043097,-0.062251,9.754275,9.754569,0.444554,304.695160
79.9470825,0.059857,-0.062251,9.761458,9.761841,0.507063,313.876709
79.9490814,0.057463,-0.035914,9.771035,9.771270,0.397129,327.994629
79.9510803,0.026337,-0.040703,9.780613,9.780733,0.283930,302.905243
79.9530869,0.033520,-0.045491,9.773430,9.773593,0.331022,306.384338
79.9550858,0.033520,-0.045491,9.768641,9.768805,0.331022,306.384338
79.9570847,0.040703,-0.043097,9.761458,9.761639,0.348305,313.363434
79.9590836,0.045491,-0.052674,9.749487,9.749736,0.409261,310.815094
79.9610825,0.040703,-0.052674,9.759064,9.759291,0.390671,307.694244
79.9630814,0.028731,-0.050280,9.766247,9.766418,0.339773,299.744873
79.9650803,0.028731,-0.055068,9.759064,9.759261,0.364232,297.552795
79.9670792,0.040703,-0.050280,9.761458,9.761673,0.380007,308.990997
79.9690781,0.045491,-0.055068,9.771035,9.771297,0.419181,309.559662
79.9710846,0.038308,-0.052674,9.785401,9.785618,0.381036,306.027374
79.9730835,0.038308,-0.045491,9.768641,9.768823,0.348866,310.100922
79.9750824,0.040703,-0.050280,9.761458,9.761673,0.380007,308.990997
79.9770813,0.043097,-0.047885,9.763853,9.764066,0.377942,311.987213
79.9790802,0.031126,-0.045491,9.768641,9.768797,0.323247,304.380341
79.9810791,0.028731,-0.045491,9.766247,9.766395,0.315279,302.275635
79.9830780,0.043097,-0.040703,9.775824,9.776004,0.347742,316.636566
79.9850769,0.043097,-0.043097,9.775824,9.776013,0.357180,315.000000
79.9870758,0.050280,-0.062251,9.775824,9.776151,0.468555,308.927551
79.9890823,0.043097,-0.055068,9.766247,9.766498,0.410693,308.047028
